14:42:27.262],35,-46,-254
14:42:27.273],35,-46,-254
14:42:27.284],35,-46,-254
14:42:27.295],34,-45,-254
14:42:27.306],35,-45,-254
14:42:27.317],35,-45,-254
14:42:27.328],35,-45,-254
14:42:27.339],35,-45,-254
14:42:27.350],35,-45,-255
14:42:27.361],35,-45,-255
14:42:27.372],36,-45,-255
14:42:27.383],36,-45,-255
14:42:27.394],35,-45,-255
14:42:27.406],34,-44,-255
14:42:27.417],34,-44,-255
14:42:27.427],33,-43,-255
14:42:27.439],31,-42,-255
14:42:27.450],28,-41,-256
14:42:27.460],24,-40,-257
14:42:27.471],19,-39,-259
14:42:27.482],14,-40,-261
14:42:27.493],10,-42,-262
14:42:27.504],5,-46,-264
14:42:27.515],1,-51,-265
14:42:27.526],-3,-58,-267
14:42:27.537],-5,-66,-269
14:42:27.548],-5,-66,-269
14:42:27.559],-8,-75,-271
14:42:27.570],-10,-85,-274
14:42:27.581],-11,-95,-277
14:42:27.592],-11,-104,-279
14:42:27.603],-10,-112,-282
14:42:27.614],-9,-120,-285
14:42:27.625],-7,-127,-289
14:42:27.636],-4,-133,-292
14:42:27.647],-1,-137,-295
14:42:27.658],0,-140,-299
14:42:27.669],3,-141,-303
14:42:27.681],5,-142,-308
14:42:27.691],5,-142,-308
14:42:27.702],6,-141,-313
14:42:27.714],7,-139,-317
14:42:27.724],8,-136,-321
14:42:27.735],9,-132,-325
14:42:27.749],11,-128,-329
14:42:27.757],12,-124,-334
14:42:27.769],13,-119,-337
14:42:27.780],13,-115,-341
14:42:27.790],14,-110,-345
14:42:27.802],14,-106,-348
14:42:27.813],14,-102,-352
14:42:27.824],14,-102,-352
14:42:27.834],15,-99,-356
14:42:27.846],16,-96,-359
14:42:27.856],16,-93,-362
14:42:27.867],17,-90,-366
14:42:27.879],17,-88,-369
14:42:27.890],17,-86,-373
14:42:27.900],18,-84,-376
14:42:27.912],19,-83,-379
14:42:27.923],19,-81,-382
14:42:27.933],20,-81,-385
14:42:27.944],20,-81,-385
14:42:27.955],20,-80,-388
14:42:27.966],21,-80,-392
14:42:27.978],22,-80,-395
14:42:27.989],23,-79,-398
14:42:27.999],24,-79,-401
14:42:28.011],24,-78,-404
14:42:28.021],25,-78,-407
14:42:28.032],25,-78,-409
14:42:28.044],25,-77,-412
14:42:28.055],25,-77,-414
14:42:28.065],25,-76,-417
14:42:28.082],25,-76,-417
14:42:28.088],25,-75,-420
14:42:28.099],25,-75,-423
14:42:28.110],26,-75,-425
14:42:28.121],26,-74,-428
14:42:28.132],26,-73,-431
14:42:28.143],26,-72,-433
14:42:28.153],26,-71,-435
14:42:28.164],26,-70,-438
14:42:28.177],27,-70,-440
14:42:28.186],27,-69,-442
14:42:28.197],28,-69,-444
14:42:28.210],28,-69,-444
14:42:28.219],29,-68,-446
14:42:28.230],30,-68,-449
14:42:28.241],31,-68,-451
14:42:28.252],32,-68,-453
14:42:28.263],33,-68,-455
14:42:28.274],33,-67,-457
14:42:28.285],34,-67,-460
14:42:28.296],34,-67,-462
14:42:28.307],34,-67,-464
14:42:28.318],35,-67,-466
14:42:28.329],35,-67,-467
14:42:28.340],35,-67,-467
14:42:28.351],36,-66,-469
14:42:28.362],36,-66,-471
14:42:28.373],36,-66,-473
14:42:28.385],37,-66,-475
14:42:28.395],37,-65,-476
14:42:28.406],37,-64,-478
14:42:28.420],37,-64,-480
14:42:28.428],37,-64,-481
14:42:28.439],38,-64,-483
14:42:28.451],38,-64,-484
14:42:28.461],38,-63,-486
14:42:28.472],38,-63,-488
14:42:28.484],38,-63,-488
14:42:28.494],38,-63,-489
14:42:28.505],38,-63,-490
