14:38:29.783],-9007,30,-7607
14:38:29.793],-9008,28,-7605
14:38:29.803],-9005,30,-7618
14:38:29.813],-9009,30,-7624
14:38:29.823],-9005,30,-7622
14:38:29.833],-9007,32,-7626
14:38:29.843],-9007,30,-7619
14:38:29.853],-9005,31,-7624
14:38:29.863],-9009,30,-7627
14:38:29.873],-9005,31,-7630
14:38:29.883],-9008,30,-7630
14:38:29.893],-9008,29,-7626
14:38:29.903],-9005,32,-7636
14:38:29.913],-9009,29,-7631
14:38:29.923],-9007,27,-7628
14:38:29.933],-9005,27,-7637
14:38:29.943],-9009,28,-7633
14:38:29.953],-9007,27,-7638
14:38:29.963],-9007,27,-7643
14:38:29.973],-9007,29,-7638
14:38:29.983],-9006,29,-7644
14:38:29.993],-9010,27,-7638
14:38:30.006],-9008,23,-7644
14:38:30.013],-9007,25,-7649
14:38:30.023],-9009,27,-7653
14:38:30.033],-9006,27,-7654
14:38:30.043],-9008,26,-7656
14:38:30.053],-9009,25,-7650
14:38:30.063],-9006,25,-7651
14:38:30.073],-9009,24,-7658
14:38:30.083],-9006,24,-7656
14:38:30.093],-9005,27,-7658
14:38:30.103],-9010,25,-7657
14:38:30.113],-9005,23,-7657
14:38:30.123],-9006,22,-7656
14:38:30.133],-9008,23,-7664
14:38:30.143],-9003,23,-7671
14:38:30.153],-9007,22,-7668
14:38:30.163],-9006,22,-7663
14:38:30.173],-9003,22,-7666
14:38:30.183],-9006,21,-7669
14:38:30.193],-9005,22,-7673
14:38:30.203],-9001,23,-7675
14:38:30.213],-9005,22,-7676
14:38:30.223],-9001,22,-7682
14:38:30.233],-9001,23,-7680
14:38:30.243],-9004,21,-7683
14:38:30.253],-8999,22,-7684
14:38:30.263],-9001,24,-7680
14:38:30.273],-9002,21,-7686
14:38:30.283],-8997,21,-7688
14:38:30.293],-9001,21,-7686
14:38:30.303],-9001,21,-7692
14:38:30.313],-8998,22,-7694
14:38:30.323],-9001,21,-7692
14:38:30.335],-9001,18,-7687
14:38:30.343],-8998,20,-7690
14:38:30.353],-9001,21,-7697
14:38:30.363],-9001,21,-7700
14:38:30.373],-8999,22,-7698
14:38:30.383],-9003,20,-7704
14:38:30.393],-9000,20,-7699
14:38:30.403],-9000,21,-7698
14:38:30.413],-9004,22,-7707
14:38:30.423],-9001,21,-7705
14:38:30.433],-9002,21,-7705
14:38:30.443],-9004,20,-7705
14:38:30.453],-9002,20,-7713
14:38:30.463],-9000,22,-7716
14:38:30.473],-9004,21,-7712
14:38:30.483],-9001,22,-7712
14:38:30.493],-8999,23,-7709
14:38:30.503],-9004,21,-7708
14:38:30.513],-8998,21,-7714
14:38:30.523],-9001,22,-7712
14:38:30.533],-9001,23,-7718
14:38:30.543],-8998,24,-7717
14:38:30.553],-9002,23,-7720
14:38:30.563],-9000,22,-7716
14:38:30.573],-8999,24,-7720
14:38:30.583],-9002,24,-7728
14:38:30.593],-9000,24,-7726
14:38:30.603],-9000,24,-7722
14:38:30.613],-9003,23,-7723
14:38:30.623],-9000,25,-7725
14:38:30.633],-9000,26,-7721
14:38:30.643],-9003,24,-7723
14:38:30.653],-9000,26,-7727
14:38:30.667],-9002,25,-7715
14:38:30.673],-9004,24,-7724
14:38:30.683],-8999,25,-7732
14:38:30.693],-9002,26,-7728
14:38:30.703],-9003,25,-7723
14:38:30.713],-9000,26,-7718
14:38:30.723],-9001,26,-7722
14:38:30.733],-9004,24,-7726
14:38:30.743],-8998,25,-7731
14:38:30.753],-9003,26,-7734
14:38:30.763],-9000,27,-7731
14:38:30.773],-8999,28,-7728
14:38:30.783],-9003,27,-7725
14:38:30.795],-8999,27,-7733
14:38:30.803],-8999,28,-7735
14:38:30.813],-9002,27,-7732
14:38:30.823],-8999,30,-7734
14:38:30.833],-8999,30,-7734
14:38:30.843],-9001,28,-7733
14:38:30.853],-8998,28,-7739
14:38:30.863],-9000,29,-7737
14:38:30.873],-9001,27,-7735
14:38:30.883],-8998,29,-7733
14:38:30.893],-9001,28,-7737
14:38:30.903],-9000,28,-7734
14:38:30.913],-8996,30,-7738
14:38:30.923],-9003,27,-7737
14:38:30.933],-8999,27,-7733
14:38:30.943],-9000,29,-7737
14:38:30.953],-9003,28,-7739
14:38:30.963],-8999,29,-7746
14:38:30.973],-8999,30,-7747
14:38:30.983],-9005,27,-7730
14:38:30.993],-9000,28,-7736
14:38:31.003],-9000,28,-7741
14:38:31.013],-9004,26,-7739
14:38:31.023],-9000,27,-7740
14:38:31.033],-9002,28,-7742
14:38:31.043],-9003,26,-7737
14:38:31.053],-9000,27,-7746
14:38:31.063],-9002,28,-7744
14:38:31.073],-9003,26,-7739
14:38:31.083],-9000,26,-7741
14:38:31.093],-9002,27,-7742
14:38:31.103],-9002,26,-7741
14:38:31.113],-8999,28,-7747
14:38:31.123],-9001,28,-7743
14:38:31.133],-9002,26,-7742
14:38:31.143],-8998,29,-7742
14:38:31.153],-9003,29,-7735
14:38:31.163],-9003,26,-7735
14:38:31.173],-9000,28,-7744
14:38:31.183],-9002,27,-7738
14:38:31.193],-9003,27,-7738
14:38:31.203],-8999,29,-7740
14:38:31.213],-9004,29,-7735
14:38:31.223],-9003,26,-7739
14:38:31.233],-8999,28,-7743
14:38:31.243],-9004,29,-7739
14:38:31.253],-9002,29,-7741
14:38:31.263],-9000,29,-7742
14:38:31.273],-9003,28,-7740
14:38:31.283],-9001,29,-7742
14:38:31.293],-9000,31,-7748
14:38:31.303],-9003,30,-7747
14:38:31.313],-9002,29,-7743
14:38:31.323],-9001,30,-7741
14:38:31.335],-9003,31,-7740
14:38:31.343],-9003,30,-7748
14:38:31.353],-9000,33,-7755
14:38:31.363],-9003,32,-7743
14:38:31.373],-9004,31,-7739
14:38:31.383],-9001,31,-7739
14:38:31.393],-9004,31,-7735
14:38:31.403],-9006,29,-7736
14:38:31.413],-9002,30,-7738
14:38:31.423],-9004,30,-7742
14:38:31.433],-9004,28,-7738
14:38:31.443],-9002,29,-7735
14:38:31.453],-9005,31,-7742
14:38:31.463],-9004,30,-7741
14:38:31.473],-9003,29,-7741
14:38:31.483],-9004,29,-7740
14:38:31.493],-9005,29,-7736
14:38:31.503],-9001,30,-7741
14:38:31.513],-9004,30,-7738
14:38:31.523],-9004,30,-7734
14:38:31.533],-9002,31,-7737
14:38:31.543],-9003,31,-7736
14:38:31.553],-9005,28,-7732
14:38:31.563],-9000,30,-7734
14:38:31.573],-9003,31,-7736
14:38:31.583],-9002,30,-7726
14:38:31.593],-8998,33,-7733
14:38:31.603],-9003,32,-7730
14:38:31.613],-9003,30,-7725
14:38:31.623],-8999,32,-7729
14:38:31.633],-9002,32,-7730
14:38:31.643],-9002,32,-7729
14:38:31.653],-8997,36,-7730
14:38:31.668],-9003,33,-7720
14:38:31.673],-9002,31,-7719
14:38:31.683],-8997,33,-7729
14:38:31.693],-9001,33,-7720
14:38:31.703],-9002,31,-7721
14:38:31.713],-8998,34,-7727
14:38:31.723],-9001,34,-7722
14:38:31.733],-9001,32,-7723
14:38:31.743],-8997,33,-7723
14:38:31.753],-9003,35,-7728
14:38:31.763],-9000,32,-7720
14:38:31.773],-8999,33,-7721
14:38:31.783],-9002,33,-7721
14:38:31.793],-9000,32,-7723
14:38:31.803],-8998,35,-7728
14:38:31.813],-9001,33,-7715
14:38:31.823],-9000,33,-7718
14:38:31.833],-8997,34,-7726
14:38:31.843],-9003,31,-7708
14:38:31.853],-9001,31,-7723
14:38:31.863],-8997,34,-7732
14:38:31.873],-9001,31,-7718
14:38:31.883],-9000,32,-7720
14:38:31.893],-8996,33,-7725
14:38:31.903],-9003,32,-7720
14:38:31.913],-8999,33,-7722
14:38:31.923],-8997,33,-7725
14:38:31.933],-9002,33,-7723
14:38:31.943],-8996,34,-7722
14:38:31.953],-9001,35,-7721
14:38:31.963],-9001,33,-7719
14:38:31.973],-8996,34,-7724
14:38:31.983],-8999,34,-7718
14:38:31.993],-8999,33,-7723
14:38:32.003],-8995,36,-7731
14:38:32.013],-8999,34,-7720
14:38:32.023],-8997,33,-7715
14:38:32.033],-8996,36,-7727
14:38:32.043],-8998,36,-7723
14:38:32.053],-8996,34,-7722
14:38:32.063],-8996,35,-7725
14:38:32.073],-8998,34,-7720
14:38:32.083],-8996,36,-7730
14:38:32.093],-8997,35,-7729
14:38:32.103],-8998,33,-7725
14:38:32.113],-8995,35,-7726
14:38:32.123],-8998,35,-7726
14:38:32.133],-8997,33,-7724
14:38:32.143],-8994,34,-7726
14:38:32.153],-8998,34,-7726
14:38:32.163],-8996,34,-7728
14:38:32.173],-8995,35,-7731
14:38:32.183],-9000,33,-7722
14:38:32.193],-8997,33,-7725
14:38:32.203],-8998,35,-7736
14:38:32.213],-9000,35,-7733
14:38:32.223],-8997,35,-7732
14:38:32.233],-9001,34,-7730
14:38:32.243],-9001,32,-7723
14:38:32.253],-8999,33,-7725
14:38:32.263],-9002,33,-7723
14:38:32.273],-9001,33,-7725
14:38:32.283],-8999,34,-7726
14:38:32.293],-9004,32,-7722
14:38:32.303],-9000,31,-7723
14:38:32.313],-9000,33,-7730
14:38:32.323],-9002,32,-7723
14:38:32.334],-9001,31,-7719
14:38:32.343],-9000,33,-7726
14:38:32.353],-9002,31,-7724
14:38:32.363],-9000,31,-7725
14:38:32.373],-8999,33,-7726
14:38:32.383],-9000,32,-7721
14:38:32.393],-8997,31,-7716
14:38:32.403],-8998,32,-7720
14:38:32.413],-8999,32,-7722
14:38:32.423],-8994,33,-7734
14:38:32.433],-8999,32,-7728
14:38:32.443],-8997,32,-7716
14:38:32.453],-8994,35,-7729
14:38:32.463],-8998,33,-7714
14:38:32.473],-8997,32,-7715
14:38:32.483],-8996,34,-7728
14:38:32.493],-8996,34,-7716
14:38:32.503],-8996,34,-7718
14:38:32.513],-8999,34,-7717
14:38:32.523],-8995,34,-7719
14:38:32.533],-8999,34,-7717
14:38:32.543],-8999,32,-7716
14:38:32.553],-8998,34,-7723
14:38:32.563],-8998,33,-7709
14:38:32.573],-9003,32,-7730
14:38:32.583],-8996,34,-7726
14:38:32.593],-9001,32,-7718
14:38:32.603],-9002,30,-7726
14:38:32.613],-8995,31,-7725
14:38:32.623],-9001,30,-7719
14:38:32.633],-8999,28,-7721
14:38:32.643],-8995,30,-7732
14:38:32.653],-8999,28,-7724
14:38:32.668],-8996,28,-7718
14:38:32.673],-8996,30,-7729
14:38:32.683],-8998,28,-7720
14:38:32.693],-8994,29,-7733
14:38:32.703],-8996,28,-7724
14:38:32.713],-8998,27,-7715
14:38:32.723],-8994,30,-7720
14:38:32.733],-8996,29,-7709
14:38:32.743],-9001,28,-7712
14:38:32.753],-8996,30,-7721
14:38:32.763],-8999,31,-7709
14:38:32.773],-9000,30,-7709
14:38:32.783],-8999,32,-7717
14:38:32.793],-9002,31,-7708
14:38:32.803],-8999,31,-7706
14:38:32.813],-9003,33,-7713
14:38:32.824],-9002,34,-7712
14:38:32.833],-9001,34,-7711
14:38:32.843],-9004,33,-7716
14:38:32.853],-9001,35,-7716
14:38:32.863],-9001,36,-7709
14:38:32.873],-9004,35,-7711
14:38:32.883],-8998,36,-7712
14:38:32.893],-9002,35,-7707
14:38:32.903],-9002,34,-7706
14:38:32.913],-8998,37,-7719
14:38:32.923],-9002,36,-7713
14:38:32.933],-8999,36,-7703
14:38:32.943],-9000,37,-7712
14:38:32.953],-9003,36,-7711
14:38:32.963],-8999,37,-7714
14:38:32.973],-9001,36,-7719
14:38:32.983],-9001,37,-7711
14:38:32.993],-8998,38,-7702
14:38:33.003],-9004,35,-7710
14:38:33.013],-8999,35,-7711
14:38:33.023],-9001,35,-7711
14:38:33.033],-9001,35,-7709
