14:38:29.784],-2,55,721
14:38:29.794],-2,55,721
14:38:29.804],-2,55,721
14:38:29.814],-2,55,721
14:38:29.824],-2,55,721
14:38:29.834],-2,55,721
14:38:29.844],-2,55,721
14:38:29.854],-2,55,721
14:38:29.864],-2,55,721
14:38:29.874],-2,55,721
14:38:29.884],-2,55,721
14:38:29.894],-2,55,721
14:38:29.904],-2,55,721
14:38:29.914],-2,55,721
14:38:29.924],-2,55,721
14:38:29.934],-2,55,721
14:38:29.944],-2,55,721
14:38:29.954],-2,55,721
14:38:29.964],-2,55,721
14:38:29.974],-2,55,721
14:38:29.984],-2,55,721
14:38:29.994],-2,55,721
14:38:30.006],-2,55,721
14:38:30.014],-2,55,721
14:38:30.024],-2,55,721
14:38:30.034],-2,55,721
14:38:30.044],-2,55,721
14:38:30.054],-2,55,721
14:38:30.064],-2,55,721
14:38:30.074],-2,55,721
14:38:30.084],-2,55,721
14:38:30.095],-2,55,721
14:38:30.104],-2,55,721
14:38:30.114],-2,55,721
14:38:30.124],-2,55,721
14:38:30.134],-2,55,721
14:38:30.144],-2,55,721
14:38:30.154],-2,55,721
14:38:30.164],-2,55,721
14:38:30.174],-2,55,721
14:38:30.184],-2,55,721
14:38:30.194],-2,55,721
14:38:30.204],-2,55,721
14:38:30.214],-2,55,721
14:38:30.224],-2,55,721
14:38:30.234],-2,55,721
14:38:30.244],-2,55,721
14:38:30.254],-2,55,721
14:38:30.264],-2,55,721
14:38:30.274],-2,55,721
14:38:30.284],-2,55,721
14:38:30.294],-2,55,721
14:38:30.304],-2,55,721
14:38:30.314],-2,55,721
14:38:30.324],-2,55,721
14:38:30.336],-2,55,721
14:38:30.344],-2,55,721
14:38:30.354],-2,55,721
14:38:30.364],-2,55,721
14:38:30.374],-2,55,721
14:38:30.384],-2,55,721
14:38:30.394],-2,55,721
14:38:30.404],-2,55,721
14:38:30.414],-2,55,721
14:38:30.424],-2,55,721
14:38:30.434],-2,55,721
14:38:30.444],-2,55,721
14:38:30.454],-2,55,721
14:38:30.464],-2,55,721
14:38:30.474],-2,55,721
14:38:30.484],-2,55,721
14:38:30.494],-2,55,721
14:38:30.504],-2,55,721
14:38:30.514],-2,55,721
14:38:30.524],-2,55,721
14:38:30.534],-2,55,721
14:38:30.544],-2,55,721
14:38:30.554],-2,55,721
14:38:30.564],-2,55,721
14:38:30.574],-2,55,721
14:38:30.584],-2,55,721
14:38:30.594],-2,55,721
14:38:30.604],-2,55,721
14:38:30.614],-2,55,721
14:38:30.624],-2,55,721
14:38:30.634],-2,55,721
14:38:30.644],-2,55,721
14:38:30.654],-2,55,721
14:38:30.669],-2,55,721
14:38:30.674],-2,55,721
14:38:30.684],-2,55,721
14:38:30.694],-2,55,721
14:38:30.704],-2,55,721
14:38:30.714],-2,55,721
14:38:30.724],-2,55,721
14:38:30.734],-2,55,721
14:38:30.744],-2,55,721
14:38:30.754],-2,55,721
14:38:30.764],-2,55,721
14:38:30.774],-2,55,721
14:38:30.784],-2,55,721
14:38:30.795],-2,55,721
14:38:30.804],-2,55,721
14:38:30.814],-2,55,721
14:38:30.824],-2,55,721
14:38:30.834],-2,55,721
14:38:30.844],-2,55,721
14:38:30.854],-2,55,721
14:38:30.864],-2,55,721
14:38:30.874],-2,55,721
14:38:30.884],-2,55,721
14:38:30.894],-2,55,721
14:38:30.904],-2,55,721
14:38:30.914],-2,55,721
14:38:30.924],-2,55,721
14:38:30.934],-2,55,721
14:38:30.944],-2,55,721
14:38:30.954],-2,55,721
14:38:30.964],-2,55,721
14:38:30.974],-2,55,721
14:38:30.984],-2,55,721
14:38:30.994],-2,55,721
14:38:31.004],-2,55,721
14:38:31.014],-2,55,721
14:38:31.024],-2,55,721
14:38:31.034],-2,55,721
14:38:31.044],-2,55,721
14:38:31.054],-2,55,721
14:38:31.064],-2,55,721
14:38:31.074],-2,55,721
14:38:31.084],-2,55,721
14:38:31.094],-2,55,721
14:38:31.104],-2,55,721
14:38:31.114],-2,55,721
14:38:31.124],-2,55,721
14:38:31.134],-2,55,721
14:38:31.144],-2,55,721
14:38:31.154],-2,55,721
14:38:31.164],-2,55,721
14:38:31.174],-2,55,721
14:38:31.184],-2,55,721
14:38:31.194],-2,55,721
14:38:31.204],-2,55,721
14:38:31.214],-2,55,721
14:38:31.224],-2,55,721
14:38:31.234],-2,55,721
14:38:31.244],-2,55,721
14:38:31.254],-2,55,721
14:38:31.264],-2,55,721
14:38:31.274],-2,55,721
