# Time [sec]	CtrlParams2.Idq_ref_A.value[1]	CtrlParams2.Idq_in_A.value[1]	CtrlParams2.Vdq_out_V.value[1]	CtrlParams2.VqErrInt	CtrlParams2.SpeedFed_Hz	gEscParams2.InPWMCtrl.CanReciWidthus
183.735	1300	-1.74777	-1.74777	-1.74777	-1.74777	-1.74777
183.75	-1.74777	-1.74777	-1.74777	-1.74777	-1.74777	-1.74777
183.766	-1.74777	-1.74777	-1.75592	0.685516	-441.927	-441.927
183.782	-1.63464	-1.64866	-1.64866	-1.64866	-450.583	-450.583
183.797	-450.583	-2.2573	-1.71065	-1.71065	-473.383	1300
183.813	-2.38044	-2.38044	-2.38044	0.672194	0.672194	0.672194
183.829	0.672194	0.672194	-1.75216	-1.75216	-1.75216	-1.75216
183.844	-1.75216	-1.75216	-1.75216	0.684872	0.684872	0.684872
183.86	-2.37506	-2.37506	-1.68933	-1.68933	-1.68933	-1.68933
183.875	-1.68933	-1.68933	-1.68933	0.673954	0.673954	0.673954
183.891	-2.03474	-2.03474	-1.69565	-1.69565	-1.69565	1300
183.907	-1.31715	-1.31715	-1.31715	-1.31715	-1.31715	-1.31715
183.922	-1.31715	-1.55106	-1.70212	-1.70212	-1.70212	1300
183.938	1300	1300	1300	1300	1300	1300
183.954	1300	1300	-1.69639	-1.69639	-1.69639	-1.69639
183.969	-1.69639	-2.03851	-2.03851	-2.03851	-456.527	-456.527
183.985	-1.86999	-1.86999	-1.86999	-1.86999	-1.86999	-1.86999
184	-1.86999	-1.86999	-1.69692	0.680036	0.680036	0.680036
184.016	0.680036	0.680036	0.680036	0.685527	0.685527	0.685527
184.032	0	0	0	0.679003	0.679003	0.679003
184.047	-2.25034	-2.25034	-2.25034	-2.25034	-2.25034	-2.25034
184.063	0	0	0	0	0	0
184.079	0	0	0	0	0	0
184.094	-2.18599	-2.06907	-2.06907	0.681671	0.681671	1300
184.11	-1.458	-1.458	-1.458	-1.458	-1.458	-1.458
184.125	-1.458	-1.458	-1.458	0.680571	0.680571	0.680571
184.141	0.680571	0.680571	0.680571	0.679928	0.679928	1300
184.157	1300	1300	-1.75431	-1.75431	-1.75431	-1.75431
184.172	-1.97365	-1.97365	-1.73271	0.680095	0.680095	0.680095
184.188	0.680095	0.680095	0.680095	0.67616	0.67616	0.67616
184.204	0.67616	0.67616	0.67616	0.67616	0.67616	1300
184.219	-2.21118	-2.21118	-2.21118	-2.21118	-2.21118	1300
184.235	1300	1300	1300	1300	-484.724	-484.724
184.25	-484.724	-484.724	-1.73514	0.683088	0.683088	0.683088
184.266	0.683088	0.683088	-1.68781	-1.68781	-1.68781	1300
184.282	1300	1300	1300	1300	1300	1300
184.297	1300	-1.58977	-1.58977	-1.58977	-1.58977	-1.58977
184.313	-1.58977	-1.58977	-1.58977	-1.58977	-1.58977	1300
184.329	1300	1300	1300	1300	1300	1300
184.344	1300	1300	1300	1300	1300	1300
184.36	1300	1300	-1.73896	-1.73896	-1.73896	-1.73896
184.375	-1.73896	-1.73896	-1.73896	0.684018	0.684018	1300
184.391	1300	1300	-1.6892	-1.6892	-1.6892	-1.6892
184.407	-1.6892	-1.6892	-1.6892	0.679766	-486.102	-486.102
184.422	-1.71811	-2.25451	-2.25451	-2.25451	-2.25451	-2.25451
184.438	-2.25451	-2.25451	-2.25451	-2.25451	-2.25451	-2.25451
184.454	-1.39344	-1.39344	-1.39344	-1.39344	-1.39344	-1.39344
184.469	-1.92585	-1.92585	-1.92585	-1.92585	-1.92585	-1.92585
184.485	-1.92585	-1.92585	-1.92585	-1.92585	-1.92585	1300
184.5	1300	-2.06015	-2.06015	-2.06015	-2.06015	1300
184.516	-1.24564	-1.24564	-1.24564	-1.24564	-1.24564	-1.24564
184.532	-1.24564	-1.24564	-1.24564	-1.24564	-451.481	1300
184.547	1300	-1.99274	-1.99274	0.673232	0.673232	1300
184.563	1300	1300	-1.75902	-1.75902	-1.75902	-1.75902
184.579	-1.75902	-1.75902	-1.75902	0.679512	-444.873	-444.873
184.594	-444.873	-444.873	-444.873	-444.873	-444.873	-444.873
184.61	-2.18304	-2.18304	-2.18304	-2.18304	-2.18304	-2.18304
184.625	-2.18304	-2.18304	-2.18304	-2.18304	-2.18304	1300
184.641	1300	1300	1300	1300	-448.99	-448.99
184.657	-448.99	-1.67902	-1.67902	-1.67902	-1.67902	-1.67902
184.672	-1.67902	-1.67902	-1.7002	-1.7002	-1.7002	1300
184.688	1300	1300	1300	0.690151	0.690151	0.690151
184.704	0.690151	-2.2167	-2.2167	-2.2167	-2.2167	1300
184.719	1300	1300	1300	1300	-442.32	-442.32
184.735	-2.27237	-2.27237	-1.70603	-1.70603	-1.70603	1300
184.75	1300	1300	1300	1300	1300	1300
184.766	-2.10708	-1.94482	-1.94482	-1.94482	-1.94482	1300
184.782	1300	1300	1300	1300	1300	1300
184.797	1300	1300	-1.74986	-1.74986	-1.74986	1300
184.813	-2.3435	-2.3435	-1.70047	-1.70047	-1.70047	-1.70047
184.829	-1.70047	-1.70047	-1.74903	-1.74903	-1.74903	-1.74903
184.844	-1.92164	-1.92164	-1.7057	-1.7057	-488.107	-488.107
184.86	-1.41603	-1.41603	-1.41603	-1.41603	-1.41603	-1.41603
184.875	-1.41603	-1.41603	-1.6858	-1.6858	-1.6858	-1.6858
184.891	-1.6858	-1.6858	-1.6858	-1.6858	-470.217	-470.217
184.907	-470.217	-470.217	-470.217	0.689247	0.689247	0.689247
184.922	0.689247	0.689247	0.689247	0.681341	0.681341	0.681341
184.938	0.681341	0.681341	0.681341	0.680065	0.680065	1300
184.954	1300	1300	1300	1300	-461.15	-461.15
184.969	-461.15	-461.15	-1.70071	-1.70071	-1.70071	1300
184.985	1300	1300	1300	1300	1300	1300
185	1300	1300	1300	0.675251	0.675251	0.675251
185.016	0.675251	-2.25447	-2.25447	-2.25447	-2.25447	-2.25447
185.032	-2.11377	-2.11377	-2.11377	0.680929	0.680929	1300
185.047	1300	1300	-1.73491	-1.73491	-1.73491	-1.73491
185.063	0	0	0	0	0	0
185.079	-2.31139	-2.31139	-2.31139	-2.31139	-2.31139	-2.31139
185.094	-2.43398	-2.43398	-2.43398	-2.43398	-2.43398	-2.43398
185.11	-2.43398	-1.61611	-1.61611	-1.61611	-441.685	1300
185.125	-1.84816	-1.84816	-1.7084	-1.7084	-1.7084	-1.7084
185.141	-1.7084	-1.7084	-1.72429	-1.72429	-1.72429	-1.72429
185.157	-1.91784	-2.16522	-2.16522	0.686126	-479.804	-479.804
185.172	-479.804	-479.804	-1.73769	0.682543	0.682543	0.682543
185.188	0.682543	0.682543	0.682543	0.682543	0.682543	0.682543
185.204	-2.29622	-2.29622	-1.71043	0.679018	-442.924	-442.924
185.219	-442.924	-442.924	-1.7218	-1.7218	-1.7218	-1.7218
185.235	-1.7218	-1.7218	-1.69515	-1.69515	-1.69515	-1.69515
185.25	-1.69515	-1.69515	-1.69515	0.68544	-447.03	-447.03
185.266	-447.03	-1.80933	-1.74435	-1.74435	-1.74435	-1.74435
185.282	-2.36053	-2.36053	-2.36053	0.677907	0.677907	0.677907
185.297	-1.46205	-1.46205	-1.74188	-1.74188	-1.74188	-1.74188
185.313	-1.74188	-2.05398	-2.05398	-2.05398	-2.05398	-2.05398
185.329	-2.05398	-2.05398	-2.05398	-2.05398	-472.178	-472.178
185.344	-472.178	-472.178	-1.69464	-1.69464	-1.69464	-1.69464
185.36	-1.69464	-1.85219	-1.85219	-1.85219	-1.85219	-1.85219
185.375	-2.17983	-2.17983	-2.17983	-2.17983	-2.17983	1300
185.391	-1.50578	-1.50578	-1.50578	-1.50578	-1.50578	-1.50578
185.407	-1.50578	-1.88498	-1.88498	-1.88498	-1.88498	-1.88498
185.422	-1.88498	-2.23262	-2.23262	-2.23262	-2.23262	-2.23262
185.438	-2.23262	-2.23262	-2.23262	-2.23262	-2.23262	-2.23262
185.454	-2.23262	-2.23262	-2.23262	-2.23262	-2.23262	1300
185.469	-1.99628	-1.99628	-1.99628	-1.99628	-1.99628	-1.99628
185.485	-1.99628	-1.99628	-1.99628	-1.99628	-1.99628	1300
185.5	1300	1300	1300	1300	1300	1300
185.516	-1.38214	-1.38214	-1.38214	-1.38214	-443.167	-443.167
185.532	-443.167	-443.167	-443.167	0.671318	0.671318	0.671318
185.547	0.671318	0.671318	0.671318	0.671318	-447.589	1300
185.563	1300	1300	1300	0.688387	-451.333	-451.333
185.579	-451.333	-451.333	-451.333	-451.333	-451.333	-451.333
185.594	-2.32833	-2.32833	-2.32833	-2.32833	-2.32833	-2.32833
185.61	-2.32833	-1.89684	-1.89684	-1.89684	-1.89684	-1.89684
185.625	-1.89684	-1.89684	-1.89684	-1.89684	-1.89684	-1.89684
185.641	-1.89684	-1.89684	-1.89684	-1.89684	-1.89684	-1.89684
185.657	-1.39429	-2.01686	-2.01686	-2.01686	-455.548	-455.548
185.672	-455.548	-455.548	-1.72025	0.682614	0.682614	0.682614
185.688	-2.33606	-2.33606	-1.68128	0.68432	-453.224	-453.224
185.704	-453.224	-453.224	-1.73608	-1.73608	-1.73608	-1.73608
185.719	-1.73608	-1.73608	-1.72209	-1.72209	-1.72209	-1.72209
185.735	-1.42958	-1.42958	-1.42958	0.678789	-444.127	1300
185.75	1300	-1.71164	-1.71164	-1.71164	-1.71164	-1.71164
185.766	-1.71164	-2.08774	-1.735	0.681727	-488.208	-488.208
185.782	-1.63405	-1.63405	-1.63405	0.676623	0.676623	0.676623
185.797	0.676623	0.676623	0.676623	0.676623	0.676623	0.676623
185.813	0.676623	0.676623	-1.68456	-1.68456	-1.68456	-1.68456
185.829	-1.68456	-1.68456	-1.68456	-1.68456	-1.68456	-1.68456
185.844	-2.01624	-2.01624	-1.70729	-1.70729	-483.522	-483.522
185.86	-483.522	-483.522	-483.522	0.680907	0.680907	0.680907
185.875	0.680907	0.680907	-1.68916	-1.68916	-1.68916	-1.68916
185.891	-1.65735	-2.31269	-2.31269	-2.31269	-2.31269	1300
185.907	-2.018	-2.018	-2.018	-2.018	-479.83	-479.83
185.922	-479.83	-479.83	-1.72311	-1.72311	-462.07	-462.07
185.938	-462.07	-2.02057	-2.02057	-2.02057	-478.788	1300
185.954	-2.35843	-2.35843	-2.35843	-2.35843	-2.35843	-2.35843
185.969	-2.35843	-2.35843	-2.35843	-2.35843	-442.205	-442.205
185.985	-442.205	-1.57173	-1.57173	0.675572	0.675572	0.675572
186	0.675572	-1.59518	-1.7562	-1.7562	-1.7562	-1.7562
186.016	-2.14215	-2.14215	-2.14215	0.675432	0.675432	1300
186.032	0	-1.70924	-1.74214	-1.74214	-1.74214	-1.74214
186.047	-1.50855	-1.50855	-1.50855	-1.50855	-458.189	-458.189
186.063	-2.22008	-2.22008	-2.22008	-2.22008	-2.22008	1300
186.079	-2.42554	-2.42554	-2.42554	-2.42554	-2.42554	-2.42554
186.094	-2.42554	-2.42554	-1.75028	0.689413	0.689413	0.689413
186.11	-1.68253	-1.52298	-1.52298	-1.52298	-443.067	-443.067
186.125	-443.067	-1.54167	-1.54167	-1.54167	-1.54167	-1.54167
186.141	-1.54167	-1.54167	-1.54167	-1.54167	-1.54167	-1.54167
186.157	-1.54167	-1.96151	-1.71747	0.679105	0.679105	0.679105
186.172	-1.47839	-1.47839	-1.47839	-1.47839	-1.47839	-1.47839
186.188	-1.47839	-1.84085	-1.84085	-1.84085	-1.84085	-1.84085
186.204	-1.84085	-1.84085	-1.84085	-1.84085	-1.84085	-1.84085
186.219	-1.84085	-2.14142	-2.14142	-2.14142	-2.14142	-2.14142
186.235	-2.14142	-1.60598	-1.60598	-1.60598	-1.60598	1300
186.25	1300	1300	1300	1300	1300	1300
186.266	1300	1300	1300	1300	-469.523	-469.523
186.282	-469.523	-469.523	-469.523	-469.523	-469.523	1300
186.297	-1.20914	-1.20914	-1.20914	-1.20914	-1.20914	-1.20914
186.313	-1.20914	-1.20914	-1.20914	-1.20914	-1.20914	-1.20914
186.329	-1.20914	-1.20914	-1.20914	0.672587	0.672587	0.672587
186.344	0.672587	0.672587	0.672587	0.672587	0.672587	0.672587
186.36	0.672587	0.672587	0.672587	0.672587	0.672587	0.672587
186.375	-1.35335	-1.35335	-1.35335	-1.35335	-1.35335	-1.35335
186.391	-1.35335	-1.35335	-1.35335	-1.35335	-1.35335	-1.35335
186.407	-1.76385	-1.76385	-1.76385	-1.76385	-1.76385	-1.76385
186.422	-1.76385	-1.99125	-1.99125	0.680813	0.680813	0.680813
186.438	0.680813	0.680813	0.680813	0.680813	0.680813	0.680813
186.454	0.680813	-1.64302	-1.64302	0.675599	-442.831	1300
186.469	1300	1300	-1.68796	0.673279	0.673279	0.673279
186.485	0.673279	0.673279	0.673279	0.68397	0.68397	0.68397
186.5	0.68397	0.68397	0.68397	0.690593	0.690593	0.690593
186.516	0.690593	0.690593	0.690593	0.690593	0.690593	0.690593
186.532	0.690593	0.690593	0.690593	0.690593	0.690593	0.690593
186.547	0.690593	0.690593	0.690593	0.690593	0.690593	0.690593
186.563	0.690593	0.690593	0.690593	0.676329	-451.246	-451.246
186.579	-451.246	-1.81719	-1.81719	0.685472	0.685472	1300
186.594	1300	1300	1300	1300	-478.882	-478.882
186.61	-2.1313	-2.1313	-2.1313	0.680991	0.680991	1300
186.625	1300	1300	-1.72172	-1.72172	-1.72172	-1.72172
186.641	-1.24654	-1.24654	-1.24654	-1.24654	-444.654	-444.654
186.657	-2.35312	-2.35312	-1.69336	0.682489	0.682489	0.682489
186.672	0.682489	0.682489	0.682489	0.682489	-445.453	-445.453
186.688	-2.26352	-2.26352	-2.26352	-2.26352	-455.569	-455.569
186.704	-1.23679	-1.23679	-1.23679	-1.23679	-1.23679	-1.23679
186.719	-1.23679	-1.23679	-1.23679	-1.23679	-488.464	-488.464
186.735	-488.464	-2.18496	-2.18496	-2.18496	-2.18496	-2.18496
186.75	-2.39827	-2.39827	-2.39827	-2.39827	-470.579	-470.579
186.766	-470.579	-470.579	-470.579	-470.579	-470.579	-470.579
186.782	-470.579	-470.579	-470.579	0.676466	0.676466	0.676466
186.797	0.676466	0.676466	-1.70487	-1.70487	-482.219	-482.219
186.813	-482.219	-1.80636	-1.80636	0.682681	-488.73	1300
186.829	1300	-2.05921	-2.05921	-2.05921	-447.97	1300
186.844	1300	1300	1300	1300	-482.798	-482.798
186.86	-482.798	-2.20116	-2.20116	-2.20116	-2.20116	-2.20116
186.875	-2.20923	-2.22328	-2.22328	-2.22328	-2.22328	-2.22328
186.891	-2.22328	-2.22328	-2.22328	-2.22328	-2.22328	-2.22328
186.907	-2.22328	-2.01093	-2.01093	-2.01093	-443.014	-443.014
186.922	-2.01678	-2.01678	-2.01678	0.679981	-479.728	-479.728
186.938	-479.728	-479.728	-1.70274	-1.70274	-1.70274	-1.70274
186.954	-1.70274	-1.70274	-1.70321	-1.70321	-1.70321	-1.70321
186.969	-1.70321	-1.70321	-1.70321	0.687385	0.687385	0.687385
186.985	0.687385	0.687385	-1.68814	0.677621	-480.669	-480.669
187	-2.2895	-2.2895	-1.68551	-1.68551	-1.68551	-1.68551
187.016	-2.3131	-2.3131	-1.68635	-1.68635	-1.68635	-1.68635
187.032	-1.68635	-1.68635	-1.74408	-1.74408	-1.74408	1300
187.047	0	0	0	0	-442.276	-442.276
187.063	-442.276	-442.276	-442.276	-442.276	-442.276	-442.276
187.079	-1.85797	-1.85797	-1.85797	-1.85797	-1.85797	1300
187.094	1300	1300	1300	1300	-452.068	-452.068
187.11	-452.068	-1.58468	-1.58468	-1.58468	-1.58468	-1.58468
187.125	-1.58468	-1.58468	-1.58468	-1.58468	-1.58468	1300
187.141	1300	1300	1300	1300	-451.639	1300
187.157	-1.90557	-2.11942	-2.11942	0.685969	0.685969	0.685969
187.172	0.685969	0.685969	0.685969	0.685969	0.685969	0.685969
187.188	0.685969	0.685969	0.685969	0.685969	0.685969	0.685969
187.204	0.685969	0.685969	0.685969	0.685969	0.685969	1300
187.219	1300	1300	1300	0.686461	0.686461	1300
187.235	-1.64458	-1.64458	-1.64458	0.678032	0.678032	0.678032
187.25	0.678032	0.678032	-1.74561	-1.74561	-447.172	-447.172
187.266	-447.172	-447.172	-447.172	-447.172	-468.654	-468.654
187.282	-2.3804	-2.3804	-2.3804	-2.3804	-2.3804	1300
187.297	-1.3296	-1.3296	-1.3296	-1.3296	-1.3296	1300
187.313	-2.25329	-2.25329	-2.25329	-2.25329	-2.25329	-2.25329
187.329	-1.89435	-1.65879	-1.65879	-1.65879	-1.65879	-1.65879
187.344	-1.65879	-2.22186	-1.71283	-1.71283	-1.71283	-1.71283
187.36	-2.10318	-2.18786	-1.7005	-1.7005	-1.7005	1300
187.375	-1.16625	-1.16625	-1.16625	0.682138	-441.348	-441.348
187.391	-2.17834	-2.17834	-2.17834	0.674645	0.674645	0.674645
187.407	0.674645	0.674645	0.674645	0.674645	-479.479	-479.479
187.422	-479.479	-479.479	-1.74931	-1.74931	-453.948	-453.948
187.438	-453.948	-453.948	-453.948	-453.948	-453.948	1300
187.454	1300	1300	1300	1300	1300	1300
187.469	1300	-2.15899	-2.15899	-2.15899	-2.15899	1300
187.485	1300	-2.13275	-2.13275	-2.13275	-2.13275	-2.13275
187.5	-1.23563	-1.81639	-1.74814	-1.74814	-1.74814	-1.74814
187.516	-1.74814	-1.74814	-1.74814	0.684435	0.684435	0.684435
187.532	0.684435	-2.14741	-2.14741	0.679845	0.679845	0.679845
187.547	0.679845	0.679845	0.679845	0.679845	0.679845	0.679845
187.563	0.679845	0.679845	-1.75524	-1.75524	-1.75524	-1.75524
187.579	-2.2294	-2.2294	-2.2294	-2.2294	-467.764	-467.764
187.594	-467.764	-467.764	-467.764	-467.764	-467.764	1300
187.61	1300	-2.13632	-2.13632	0.69287	0.69287	1300
187.625	1300	1300	-1.75297	-1.75297	-1.75297	1300
187.641	1300	1300	1300	1300	1300	1300
187.657	1300	-1.55026	-1.55026	-1.55026	-1.55026	1300
187.672	1300	1300	1300	1300	1300	1300
187.688	1300	1300	1300	1300	-445.67	-445.67
187.704	-445.67	-445.67	-445.67	-445.67	-445.67	1300
187.719	1300	1300	1300	0.67915	0.67915	0.67915
187.735	0.67915	0.67915	0.67915	0.67915	0.67915	0.67915
187.75	0.67915	0.67915	0.67915	0.67915	0.67915	0.67915
187.766	-1.62292	-1.62292	-1.62292	0.686036	0.686036	0.686036
187.782	0.686036	0.686036	0.686036	0.686036	-486.419	-486.419
187.797	-2.3517	-2.3517	-2.3517	-2.3517	-446.944	-446.944
187.813	-1.32752	-1.32752	-1.32752	-1.32752	-1.32752	-1.32752
187.829	-1.32752	-1.32752	-1.32752	0.675214	0.675214	0.675214
187.844	0.675214	0.675214	0.675214	0.675214	0.675214	0.675214
187.86	0.675214	0.675214	-1.73887	-1.73887	-1.73887	-1.73887
187.875	-1.73887	-1.73887	-1.73887	0.686483	0.686483	0.686483
187.891	0.686483	0.686483	0.686483	0.686483	0.686483	0.686483
187.907	0.686483	0.686483	0.686483	0.686483	-487.379	-487.379
187.922	-487.379	-1.67543	-1.67543	0.677194	0.677194	1300
187.938	1300	-2.27644	-2.27644	0.684476	-466.618	-466.618
187.954	-1.24383	-1.75038	-1.74811	-1.74811	-1.74811	-1.74811
187.969	-1.74811	-1.74811	-1.74811	-1.74811	-1.74811	1300
187.985	1300	1300	1300	1300	1300	1300
188	1300	1300	1300	1300	1300	1300
188.016	-2.2513	-2.2513	-2.2513	-2.2513	-2.2513	-2.2513
188.032	-2.2513	-2.2513	-2.2513	-2.2513	-2.2513	1300
188.047	1300	1300	1300	1300	1300	1300
188.063	500	500	500	500	500	500
188.079	0	0	0	0	0	0
188.094	0	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905
188.11	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905
188.125	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905
188.141	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905	-1.5905
188.157	-1.5905	-1.5905	3.31166e+019	0.683754	0.683754	1300
188.172	1300	1300	1300	1300	1300	1300
188.188	1300	1300	1300	0.688544	-466.049	-466.049
188.204	-466.049	-1.87782	-1.75975	-1.75975	-1.75975	-1.75975
188.219	-1.29589	-1.29589	-1.29589	-1.29589	-442.55	-442.55
188.235	-442.55	-442.55	-1.68859	0.674119	0.674119	0.674119
188.25	0.674119	0.674119	0.674119	0.687457	0.687457	0.687457
188.266	0.687457	0.687457	0.687457	0.687457	-449.297	-449.297
188.282	-449.297	-449.297	-1.74606	-1.74606	-1.74606	1300
188.297	1300	1300	1300	1300	1300	1300
188.313	-1.94241	-1.94241	-1.94241	-1.94241	-461.454	-461.454
188.329	-461.454	-461.454	-1.75125	0.693199	0.693199	0.693199
188.344	-1.18959	-1.18959	-1.18959	0.6881	-448.628	-448.628
188.36	-448.628	-448.628	-448.628	-448.628	-448.628	1300
188.375	1300	-1.64415	-1.698	0.672631	0.672631	1300
188.391	1300	1300	1300	1300	1300	1300
188.407	-2.14453	-2.14453	-2.14453	-2.14453	-2.14453	-2.14453
188.422	-2.14453	-2.14453	-1.75842	0.684467	0.684467	0.684467
188.438	-2.37547	-2.37547	-2.37547	0.673104	0.673104	0.673104
188.454	0.673104	0.673104	0.673104	0.673104	0.673104	0.673104
188.469	0.673104	0.673104	0.673104	0.673104	0.673104	0.673104
188.485	0.673104	0.673104	0.673104	0.673104	0.673104	0.673104
188.5	0.673104	0.673104	0.673104	0.673104	0.673104	0.673104
188.516	0.673104	-1.98696	-1.98696	-1.98696	-1.98696	1300
188.532	-1.22107	-1.9084	-1.75185	-1.75185	-1.75185	-1.75185
188.547	-1.75185	-1.75185	-1.74795	-1.74795	-1.74795	-1.74795
188.563	-1.74795	-1.74795	-1.69253	-1.69253	-1.69253	1300
188.579	1300	1300	-1.7319	-1.7319	-1.7319	-1.7319
188.594	-1.7319	-1.7319	-1.72579	-1.72579	-1.72579	1300
188.61	1300	1300	-1.73865	0.68978	0.68978	1300
188.625	1300	1300	1300	1300	1300	1300
188.641	1300	1300	1300	1300	1300	1300
188.657	-2.20724	-2.20724	-2.20724	-2.20724	-2.20724	-2.20724
188.672	-2.20724	-2.20724	-1.75726	0.684756	-450.315	1300
188.688	1300	1300	1300	1300	1300	1300
188.704	-2.05049	-1.6605	-1.6605	-1.6605	-1.6605	-1.6605
188.719	-1.6605	-1.6605	-1.6605	-1.6605	-1.6605	-1.6605
188.735	-1.6605	-1.6605	-1.6605	0.684229	0.684229	1300
188.75	1300	1300	1300	1300	1300	1300
188.766	1300	1300	1300	0.681645	0.681645	0.681645
188.782	0.681645	0.681645	0.681645	0.678482	0.678482	0.678482
188.797	-2.26294	-2.26294	-2.26294	-2.26294	-484.57	1300
188.813	-1.2478	-1.2478	-1.2478	-1.2478	-1.2478	1300
188.829	1300	1300	1300	1300	1300	1300
188.844	-2.08746	-2.08746	-1.68843	-1.68843	-1.68843	-1.68843
188.86	-1.68843	-2.12622	-2.12622	-2.12622	-2.12622	-2.12622
188.875	-1.28163	-1.28163	-1.28163	-1.28163	-1.28163	-1.28163
188.891	-1.28163	-1.28163	-1.28163	-1.28163	-455.864	-455.864
188.907	-455.864	-1.59881	-1.59881	-1.59881	-460.215	-460.215
188.922	-460.215	-460.215	-1.72801	-1.72801	-1.72801	-1.72801
188.938	-1.72801	-1.72801	-1.72801	-1.72801	-1.72801	1300
188.954	1300	1300	-1.75842	-1.75842	-1.75842	-1.75842
188.969	-2.3614	-1.56168	-1.56168	0.680821	0.680821	0.680821
188.985	-2.33706	-1.55948	-1.55948	-1.55948	-1.55948	-1.55948
189	-1.55948	-1.55948	-1.55948	-1.55948	-471.927	1300
189.016	-1.17891	-1.17891	-1.74457	-1.74457	-1.74457	-1.74457
189.032	-2.36208	-2.36208	-2.36208	-2.36208	-2.36208	-2.36208
189.047	-2.36208	-1.80719	-1.80719	-1.80719	-1.80719	-1.80719
189.063	-1.22741	-1.22741	-1.22741	-1.22741	-1.22741	-1.22741
189.079	-1.88296	-1.88296	-1.88296	-1.88296	-1.88296	-1.88296
189.094	-1.78642	-1.60524	-1.60524	-1.60524	-488.835	1300
189.11	1300	1300	-1.73619	0.689582	0.689582	0.689582
189.125	0.689582	0.689582	0.689582	0.689582	0.689582	0.689582
189.141	0.689582	0.689582	-1.70947	-1.70947	-1.70947	-1.70947
189.157	-1.70947	-1.70947	-1.70947	-1.70947	-1.70947	-1.70947
189.172	-1.70947	-1.70947	-1.72314	0.684958	0.684958	1300
189.188	1300	1300	1300	0.691082	0.691082	0.691082
189.204	0.691082	0.691082	0.691082	0.681349	0.681349	0.681349
189.219	0.681349	0.681349	0.681349	0.681349	-441.867	-441.867
189.235	-441.867	-441.867	-441.867	-441.867	-441.867	-441.867
189.25	-441.867	-441.867	-441.867	-441.867	-441.867	1300
189.266	1300	1300	1300	1300	1300	1300
189.282	1300	1300	1300	0.680019	-471.95	1300
189.297	-2.38116	-2.38116	-2.38116	-2.38116	-482.946	-482.946
189.313	-482.946	-482.946	-482.946	0.678747	0.678747	1300
189.329	1300	1300	1300	0.676934	-457.243	-457.243
189.344	-457.243	-457.243	-457.243	-457.243	-457.243	-457.243
189.36	-457.243	-457.243	-1.71057	-1.71057	-1.71057	-1.71057
189.375	-1.71057	-1.71057	-1.71744	-1.71744	-485.808	1300
189.391	1300	-1.69418	-1.7577	-1.7577	-1.7577	-1.7577
189.407	-1.7577	-2.18849	-1.74325	-1.74325	-1.74325	-1.74325
189.422	-1.74325	-1.64526	-1.64526	-1.64526	-487.419	-487.419
189.438	-2.20408	-2.20408	-2.20408	-2.20408	-2.20408	-2.20408
189.454	-2.20408	-2.20408	-2.20408	-2.20408	-2.20408	1300
189.469	1300	1300	1300	1300	1300	1300
189.485	1300	1300	1300	1300	1300	1300
189.5	1300	1300	1300	1300	-482.715	-482.715
189.516	-482.715	-482.715	-482.715	-482.715	-482.715	-482.715
189.532	-482.715	-482.715	-482.715	0.679204	0.679204	0.679204
189.547	0.679204	0.679204	0.679204	0.679204	0.679204	1300
189.563	1300	1300	1300	1300	1300	1300
189.579	1300	1300	1300	0.683962	0.683962	0.683962
189.594	-2.11329	-2.11329	-2.11329	-2.11329	-2.11329	-2.11329
189.61	-2.11329	-2.11329	-1.70434	0.678643	0.678643	0.678643
189.625	0.678643	-1.90116	-1.90116	-1.90116	-1.90116	-1.90116
189.641	-1.90116	-1.90116	-1.90116	0.682802	0.682802	0.682802
189.657	0.682802	0.682802	0.682802	0.682802	-478.239	-478.239
189.672	-1.30285	-1.30285	-1.30285	-1.30285	-1.30285	-1.30285
189.688	-1.30285	-1.30285	-1.30285	-1.30285	-1.30285	1300
189.704	-2.34579	-2.34579	-2.34579	-2.34579	-2.34579	-2.34579
189.719	-2.34579	-2.34579	-2.34579	0.679397	0.679397	0.679397
189.735	-2.19273	-2.19273	-2.19273	-2.19273	-2.19273	-2.19273
189.75	-1.60729	-1.67176	-1.67176	-1.67176	-1.67176	1300
189.766	1300	1300	1300	1300	1300	1300
189.782	1300	-2.17615	-2.17615	0.682641	0.682641	0.682641
189.797	0.682641	0.682641	0.682641	0.682641	0.682641	1300
189.813	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208
189.829	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208
189.844	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208
189.86	-2.28208	-2.28208	-2.28208	-2.28208	-2.28208	1300
189.875	1300	-1.673	-1.673	-1.673	-1.673	-1.673
189.891	-2.23948	-2.23948	-2.23948	-2.23948	-2.23948	-2.23948
189.907	-1.83595	-2.16168	-1.70209	-1.70209	-1.70209	-1.70209
189.922	-1.70209	-2.15912	-1.73473	-1.73473	-1.73473	-1.73473
