# Time [sec]	CtrlParams2.Idq_ref_A.value[1]	CtrlParams2.Idq_in_A.value[1]	CtrlParams2.Vdq_out_V.value[1]	CtrlParams2.VqErrInt	CtrlParams2.SpeedFed_Hz	gEscParams2.InPWMCtrl.CanReciWidthus
177.5	-2.09566	-2.09566	-2.09566	0.672277	0.672277	0.672277
177.516	0.672277	0.672277	0.672277	0.672277	0.672277	0.672277
177.532	0.672277	0.672277	0.672277	0.672277	0.672277	1300
177.547	1300	1300	1300	1300	-446.499	-446.499
177.563	-446.499	-446.499	-1.73842	-1.73842	-1.73842	-1.73842
177.579	-1.73842	-1.73842	-1.73842	0.668327	-487.002	-487.002
177.594	-487.002	-2.21634	-1.73742	0.676393	0.676393	0.676393
177.61	-2.325	-2.325	-2.325	-2.325	-454.38	-454.38
177.625	-454.38	-1.82924	-1.82924	-1.82924	-441.438	-441.438
177.641	-441.438	-441.438	-441.438	0.673181	0.673181	0.673181
177.657	0.673181	0.673181	0.673181	0.672877	0.672877	0.672877
177.672	0.672877	0.672877	0.672877	0.672877	0.672877	0.672877
177.688	-1.31835	-1.31835	-1.31835	-1.31835	-443.307	-443.307
177.704	-1.28143	-1.28143	-1.28143	0.669404	0.669404	0.669404
177.719	0.669404	0.669404	0.669404	0.669404	0.669404	0.669404
177.735	-2.20461	-2.20461	-2.20461	-2.20461	-484.86	-484.86
177.75	-484.86	-1.85455	-1.85455	-1.85455	-1.85455	1300
177.766	1300	1300	-1.7407	-1.7407	-1.7407	-1.7407
177.782	-1.7407	-1.7407	-1.7407	0.67222	-452.29	-452.29
177.797	-2.45373	-1.56208	-1.56208	0.676229	0.676229	1300
177.813	1300	1300	1300	1300	1300	1300
177.829	1300	-1.67728	-1.67728	-1.67728	-1.67728	-1.67728
177.844	-1.67728	-1.67728	-1.67728	-1.67728	-1.67728	1300
177.86	1300	1300	1300	1300	-486.156	-486.156
177.875	-2.3386	-2.3386	-2.3386	0.675882	0.675882	0.675882
177.891	0.675882	-2.15926	-1.73502	0.682615	0.682615	0.682615
177.907	0.682615	-1.61287	-1.74749	-1.74749	-1.74749	-1.74749
177.922	-1.74749	-1.74749	-1.74749	-1.74749	-478.288	-478.288
177.938	-478.288	-1.56715	-1.56715	0.672582	0.672582	1300
177.954	-1.55695	-1.55695	-1.74998	-1.74998	-442.594	1300
177.969	-1.8495	-1.8495	-1.8495	-1.8495	-1.8495	-1.8495
177.985	-1.8495	-1.60075	-1.60075	0.672927	0.672927	0.672927
178	0.672927	0.672927	-1.69127	-1.69127	-1.69127	-1.69127
178.016	-1.69127	-1.69127	-1.69127	-1.69127	-457.703	-457.703
178.032	-457.703	-457.703	-457.703	-457.703	-445.237	-445.237
178.047	-445.237	-445.237	-445.237	0.674943	0.674943	0.674943
178.063	-2.25555	-2.25555	-1.69866	-6.36532e-020	0.674133	0.674133
178.079	8.33333e-005	-2.05155	-2.05155	-2.05155	-488.368	-488.368
178.094	-1.2054	-1.2054	-1.74644	-1.74644	-443.654	-443.654
178.11	-443.654	-443.654	-443.654	-443.654	-477.991	-477.991
178.125	-477.991	-477.991	-1.71666	-1.71666	-1.71666	-1.71666
178.141	-1.71666	-1.86876	-1.68753	-1.68753	-1.68753	-1.68753
178.157	-1.68753	-1.68753	-1.68753	0.680999	0.680999	1300
178.172	1300	1300	1300	1300	1300	1300
178.188	-2.42232	-2.42232	-2.42232	0.671523	0.671523	0.671523
178.204	0.671523	-2.24107	-2.24107	-2.24107	-2.24107	-2.24107
178.219	-2.24107	-2.24107	-2.24107	-2.24107	-2.24107	-2.24107
178.235	-2.24107	-2.24107	-1.75282	-1.75282	-1.75282	-1.75282
178.25	-1.75282	-1.75282	-1.68795	-1.68795	-1.68795	-1.68795
178.266	-2.22501	-2.22501	-2.22501	0.682925	0.682925	0.682925
178.282	0.682925	0.682925	-1.69793	-1.69793	-1.69793	-1.69793
178.297	-1.69793	-1.69793	-1.69793	-1.69793	-454.564	1300
178.313	-2.04539	-2.04539	-2.04539	-2.04539	-2.04539	-2.04539
178.329	-2.30561	-1.89839	-1.69883	-1.69883	-1.69883	1300
178.344	1300	-1.55614	-1.69224	-1.69224	-1.69224	-1.69224
178.36	-1.63883	-2.15065	-2.15065	0.684112	0.684112	1300
178.375	1300	-1.56609	-1.72451	-1.72451	-1.72451	-1.72451
178.391	-2.28631	-2.28631	-1.69633	-1.69633	-1.69633	-1.69633
178.407	-1.69633	-1.69633	-1.69633	-1.69633	-455.557	1300
178.422	1300	1300	1300	1300	1300	1300
178.438	1300	1300	1300	1300	-445.237	-445.237
178.454	-445.237	-445.237	-445.237	-445.237	-447.917	1300
178.469	1300	1300	1300	1300	1300	1300
178.485	-2.41683	-1.82188	-1.68298	-1.68298	-456.03	1300
178.5	1300	1300	1300	1300	1300	1300
178.516	-1.14267	-1.14267	-1.74837	-1.74837	-461.135	-461.135
178.532	-2.0641	-2.0641	-1.72819	-1.72819	-442.516	-442.516
178.547	-442.516	-2.24801	-1.71482	-1.71482	-1.71482	-1.71482
178.563	-1.71482	-1.96276	-1.96276	0.667	0.667	0.667
178.579	0.667	0.667	0.667	0.667	0.667	0.667
178.594	-1.58554	-1.61529	-1.61529	-1.61529	-1.61529	-1.61529
178.61	-2.34616	-1.8177	-1.68347	-1.68347	-1.68347	-1.68347
178.625	-1.21651	-1.21651	-1.21651	-1.21651	-1.21651	-1.21651
178.641	-1.43789	-1.43789	-1.74909	0.683258	-444.912	-444.912
178.657	-444.912	-444.912	-1.72717	0.677745	0.677745	1300
178.672	1300	1300	1300	1300	1300	1300
178.688	1300	1300	-1.75131	-1.75131	-1.75131	-1.75131
178.704	-1.75131	-1.75131	-1.72106	0.672968	0.672968	0.672968
178.719	0.672968	0.672968	0.672968	0.672968	0.672968	0.672968
178.735	0.672968	0.672968	0.672968	0.672968	0.672968	0.672968
178.75	0.672968	0.672968	0.672968	0.676946	-484.312	-484.312
178.766	-484.312	-484.312	-484.312	0.684869	0.684869	0.684869
178.782	0.684869	0.684869	0.684869	0.684869	0.684869	1300
178.797	1300	1300	1300	1300	1300	1300
178.813	1300	1300	1300	1300	-486.753	-486.753
178.829	-486.753	-2.12013	-1.73432	-1.73432	-1.73432	-1.73432
178.844	-1.73432	-1.59527	-1.59527	0.676048	-443.192	-443.192
178.86	-443.192	-1.88126	-1.88126	0.684387	-467.688	-467.688
178.875	-2.41803	-1.65531	-1.65531	-1.65531	-451.754	1300
178.891	1300	1300	-1.73055	-1.73055	-1.73055	1300
178.907	1300	-1.91237	-1.91237	-1.91237	-445.547	-445.547
178.922	-445.547	-445.547	-445.547	-445.547	-445.547	1300
178.938	1300	1300	1300	1300	1300	1300
178.954	1300	-2.27171	-2.27171	0.676124	0.676124	0.676124
178.969	0.676124	0.676124	0.676124	0.684244	0.684244	0.684244
178.985	0.684244	0.684244	-1.74767	0.678051	0.678051	1300
179	1300	1300	1300	0.682382	-444.44	-444.44
179.016	-444.44	-444.44	-444.44	0.672153	-471.66	-471.66
179.032	-1.30392	-1.85278	-1.85278	-1.85278	-1.85278	1300
179.047	1300	1300	1300	1300	1300	1300
179.063	0	0	0	0	0	0
179.079	12	12	12	12	12	12
179.094	12	12	-1.68699	-1.68699	-1.68699	-1.68699
179.11	-1.68699	-1.68699	-1.68699	-1.68699	-1.68699	1300
179.125	1300	-1.72746	-1.72746	-1.72746	-1.72746	-1.72746
179.141	-1.72746	-1.72746	-1.72746	-1.72746	-1.72746	-1.72746
179.157	-1.72746	-1.72746	-1.72746	-1.72746	-1.72746	-1.72746
179.172	-1.72746	-1.9353	-1.9353	-1.9353	-1.9353	-1.9353
179.188	-1.9353	-1.9353	-1.75575	0.677153	-449.158	-449.158
179.204	-449.158	-449.158	-449.158	-449.158	-483.913	-483.913
179.219	-483.913	-483.913	-483.913	-483.913	-483.913	1300
179.235	-2.36587	-2.36587	-2.36587	-2.36587	-2.36587	-2.36587
179.25	-2.36587	-2.36587	-2.36587	0.675776	0.675776	1300
179.266	1300	-1.58753	-1.58753	-1.58753	-1.58753	1300
179.282	1300	1300	-1.72695	-1.72695	-1.72695	-1.72695
179.297	-2.05943	-2.20212	-2.20212	-2.20212	-2.20212	-2.20212
179.313	-1.25695	-1.76506	-1.76506	0.688264	0.688264	0.688264
179.329	0.688264	0.688264	0.688264	0.688264	-486.86	1300
179.344	-1.85054	-1.85054	-1.85054	0.6774	0.6774	1300
179.36	1300	-1.89444	-1.68735	-1.68735	-1.68735	-1.68735
179.375	-1.68735	-1.82585	-1.73787	-1.73787	-1.73787	-1.73787
179.391	-1.24783	-1.24783	-1.24783	0.6857	-452.074	-452.074
179.407	-452.074	-452.074	-452.074	0.675032	-446.244	-446.244
179.422	-1.52456	-1.52456	-1.74782	0.685991	0.685991	0.685991
179.438	0.685991	0.685991	0.685991	0.685991	0.685991	1300
179.454	-1.18537	-1.18537	-1.75048	0.683729	0.683729	1300
179.469	1300	1300	-1.69232	0.679203	-448.289	-448.289
179.485	-448.289	-2.24977	-1.69762	0.672679	-471.714	-471.714
179.5	-471.714	-1.74322	-1.69058	0.672532	0.672532	0.672532
179.516	0.672532	0.672532	0.672532	0.671928	0.671928	0.671928
179.532	0.671928	0.671928	0.671928	0.673608	0.673608	0.673608
179.547	0.673608	0.673608	-1.69643	-1.69643	-1.69643	-1.69643
179.563	-1.69643	-1.69643	-1.69643	-1.69643	-452.931	-452.931
179.579	-452.931	-452.931	-452.931	-452.931	-452.931	-452.931
179.594	-1.25436	-1.6457	-1.75364	-1.75364	-1.75364	-1.75364
179.61	-1.75364	-1.92165	-1.92165	0.675542	0.675542	0.675542
179.625	-2.16879	-2.16879	-2.16879	0.677874	0.677874	1300
179.641	1300	1300	-1.75061	-1.75061	-1.75061	1300
179.657	-1.23041	-1.87334	-1.75169	-1.75169	-460.003	-460.003
179.672	-1.40884	-1.40884	-1.40884	0.67718	0.67718	1300
179.688	1300	1300	1300	1300	1300	1300
179.704	1300	-2.25247	-2.25247	-2.25247	-2.25247	-2.25247
179.719	-2.25247	-1.8093	-1.74964	-1.74964	-447.934	-447.934
179.735	-447.934	-447.934	-447.934	0.67314	-446.252	-446.252
179.75	-446.252	-1.82913	-1.82913	-1.82913	-476.417	-476.417
179.766	-476.417	-476.417	-476.417	-476.417	-444.025	-444.025
179.782	-444.025	-2.17464	-1.7489	-1.7489	-449.46	-449.46
179.797	-1.48427	-1.68915	-1.68915	-1.68915	-443.377	1300
179.813	1300	-1.62017	-1.62017	-1.62017	-1.62017	-1.62017
179.829	-1.62017	-2.05713	-2.05713	-2.05713	-449.529	-449.529
179.844	-449.529	-449.529	-449.529	-449.529	-449.529	-449.529
179.86	-449.529	-1.72966	-1.75056	1.#QNAN	-1.75056	1300
179.875	1300	1300	-1.69383	-1.69383	-1.69383	-1.69383
179.891	-1.69383	-2.15149	-2.15149	-2.15149	-2.15149	-2.15149
179.907	-2.13582	-2.13582	-2.13582	-2.13582	-2.13582	-2.13582
179.922	-1.27828	-1.75989	-1.75989	-1.75989	-1.75989	-1.75989
179.938	-1.75989	-1.75989	-1.75989	-1.75989	-488.25	1300
179.954	1300	1300	1300	1300	-481.276	-481.276
179.969	-2.34054	-2.34054	-2.34054	-2.34054	-2.34054	-2.34054
179.985	-2.34054	-2.34054	-2.34054	-2.34054	-485.193	-485.193
180	-2.01454	-2.01454	-2.01454	0.674279	0.674279	0.674279
180.016	0.674279	0.674279	-1.69541	-1.69541	-1.69541	-1.69541
180.032	-1.25697	-1.25697	-1.25697	-1.25697	-1.25697	1300
180.047	0	0	-1.74968	-1.74968	-1.74968	-1.74968
180.063	-1.74968	-1.74968	-1.74968	-1.74968	-1.74968	1300
180.079	0	0	0	0	0	1300
180.094	-2.36607	-2.36607	-2.36607	-2.36607	-2.36607	-2.36607
180.11	-2.36607	-1.93814	-1.74245	-1.74245	-456.594	1300
180.125	1300	1300	1300	1300	1300	1300
180.141	1300	1300	1300	1300	1300	1300
180.157	1300	-1.75439	-1.75439	0.671737	-453.701	-453.701
180.172	-453.701	-453.701	-453.701	-453.701	-453.701	-453.701
180.188	-453.701	-453.701	-453.701	-453.701	-449.152	-449.152
180.204	-449.152	-1.71511	-1.71511	0.676015	-441.135	-441.135
180.219	-2.40395	-2.40395	-2.40395	-2.40395	-2.40395	-2.40395
180.235	-2.40395	-2.40395	-2.40395	0.682786	0.682786	0.682786
180.25	-1.12465	-1.12465	-1.12465	0.678986	-441.848	1300
180.266	1300	1300	1300	1300	1300	1300
180.282	1300	1300	1300	0.677185	0.677185	0.677185
180.297	-2.34893	-2.34893	-2.34893	-2.34893	4.01123e+019	-2.34893
180.313	-2.34893	-2.13324	-2.13324	-2.13324	-2.13324	1300
180.329	1300	1300	1300	0.674249	-441.585	-441.585
180.344	-2.41651	-2.41651	-2.41651	0.671523	0.671523	0.671523
180.36	-1.99415	-1.99415	-1.72652	-1.72652	-1.72652	1300
180.375	-1.75904	-1.75904	-1.75904	-1.75904	-1.75904	-1.75904
180.391	-1.75904	-1.56105	-1.56105	-1.56105	-439.922	1300
180.407	1300	1300	-1.68923	-1.68923	-486.042	-486.042
180.422	-486.042	-486.042	-1.68564	-1.68564	-453.486	-453.486
180.438	-453.486	-453.486	-453.486	-453.486	-486.675	-486.675
180.454	-486.675	-1.86325	-1.86325	-1.86325	-1.86325	-1.86325
180.469	-1.86325	-1.86325	-1.68233	-1.68233	-1.68233	-1.68233
180.485	-1.68233	-2.18489	-2.18489	-2.18489	-2.18489	1300
180.5	1300	1300	1300	0.670921	0.670921	0.670921
180.516	0.670921	-2.09752	-1.72419	0.683894	0.683894	1300
180.532	1300	1300	1300	1300	1300	1300
180.547	-1.60278	-1.60278	-1.72161	-1.72161	-1.72161	-1.72161
180.563	-2.29616	-2.29616	-1.68046	-1.68046	-456.966	1300
180.579	-2.29232	-2.29232	-2.29232	0.680845	0.680845	0.680845
180.594	-1.24531	-1.24531	-1.73989	-1.73989	-1.73989	-1.73989
180.61	-1.73989	-1.73989	-1.73989	-1.73989	-1.73989	1300
180.625	-2.03362	-2.03362	-2.03362	-2.03362	-2.03362	-2.03362
180.641	-2.03362	-2.03362	-2.03362	-2.03362	-474.875	1300
180.657	1300	1300	-1.73947	-1.73947	-444.31	-444.31
180.672	-444.31	-444.31	-1.76146	-1.76146	-1.76146	-1.76146
180.688	-1.76146	-1.65428	-1.73208	-1.73208	-439.792	-439.792
180.704	-439.792	-439.792	-439.792	-439.792	-439.792	-439.792
180.719	-439.792	-2.19009	-1.69349	-1.69349	-485.431	-485.431
180.735	-485.431	-485.431	-485.431	-485.431	-485.431	-485.431
180.75	-485.431	-485.431	-485.431	0.666914	0.666914	0.666914
180.766	0.666914	0.666914	0.666914	0.684185	0.684185	1300
180.782	1300	1300	1300	1300	-440.286	-440.286
180.797	-440.286	-440.286	-440.286	0.669299	0.669299	0.669299
180.813	0.669299	0.669299	-1.69306	-1.69306	-488.93	-488.93
180.829	-488.93	-488.93	-1.72599	0.681356	-479.317	1300
180.844	-2.36075	-2.36075	-1.68669	-1.68669	-481.455	1300
180.86	1300	1300	1300	1300	1300	1300
180.875	1300	1300	1300	1300	-463.669	-463.669
180.891	-463.669	-1.93659	-1.93659	-1.93659	-1.93659	-1.93659
180.907	-1.93659	-1.6875	-1.6875	-1.6875	-479.825	1300
180.922	1300	1300	1300	1300	-458.149	-458.149
180.938	-1.70657	-1.56688	-1.56688	0.675608	0.675608	1300
180.954	-2.00873	-1.70027	-1.70027	0.68255	0.68255	0.68255
180.969	0.68255	0.68255	-1.68805	-1.68805	-1.68805	-1.68805
180.985	-1.48297	-2.13442	-2.13442	0.677734	0.677734	1300
181	-1.56219	-1.73878	-1.73878	-1.73878	-1.73878	-1.73878
181.016	-1.73878	-1.73878	-1.73878	-1.73878	-1.73878	-1.73878
181.032	-1.73878	-1.73878	-1.73878	-1.73878	-1.73878	-1.73878
181.047	-1.42453	-1.42453	-1.42453	-1.42453	-1.42453	-1.42453
181.063	-1.67582	-1.67582	-1.75751	0.689484	0.689484	0.689484
181.079	-1.90278	-1.90278	-1.90278	-1.90278	-1.90278	-1.90278
181.094	-2.23787	-2.23787	-2.23787	-2.23787	-2.23787	-2.23787
181.11	-2.2629	-2.2629	-2.2629	-2.2629	-2.2629	-2.2629
181.125	-2.2629	-2.2629	-2.2629	-2.2629	-2.2629	-2.2629
181.141	-2.2629	-2.2629	-1.73909	-1.73909	-1.73909	-1.73909
181.157	-1.73909	-1.73909	-1.73909	0.686273	0.686273	0.686273
181.172	-2.28937	-2.28937	-2.28937	-2.28937	-488.645	-488.645
181.188	-488.645	-1.87907	-1.75133	-1.75133	-1.75133	-1.75133
181.204	-1.55244	-1.55244	-1.55244	0.685248	0.685248	1300
181.219	-1.97619	-1.97619	-1.69888	-1.69888	-449.094	-449.094
181.235	-449.094	-449.094	-449.094	-449.094	-449.094	1300
181.25	1300	-2.14929	-2.14929	0.68483	0.68483	1300
181.266	1300	1300	1300	1300	1300	1300
181.282	1300	1300	-1.73182	-1.73182	-1.73182	1300
181.297	-2.03257	-2.03257	-2.03257	-2.03257	-2.03257	-2.03257
181.313	-2.33956	-2.33956	-1.71052	-1.71052	-1.71052	-1.71052
181.329	-1.46077	-1.46077	-1.46077	-1.46077	-465.384	-465.384
181.344	-2.08968	-2.08968	-2.08968	-2.08968	-2.08968	-2.08968
181.36	-2.08968	-2.08968	-1.71825	-1.71825	-1.71825	-1.71825
181.375	-1.71825	-1.71825	-1.71825	0.677108	0.677108	0.677108
181.391	-1.69338	-1.69338	-1.69338	-1.69338	-444.535	-444.535
181.407	-444.535	-1.62742	-1.62742	-1.62742	-1.62742	-1.62742
181.422	-1.62742	-1.62742	-1.62742	0.674734	0.674734	0.674734
181.438	0.674734	-1.62801	-1.62801	-1.62801	-1.62801	-1.62801
181.454	-1.62801	-1.62801	-1.62801	0.687145	0.687145	0.687145
181.469	0.687145	0.687145	0.687145	0.687145	0.687145	1300
181.485	1300	1300	1300	1300	-447.87	-447.87
181.5	-2.37878	-2.37878	-2.37878	0.672465	0.672465	0.672465
181.516	0.672465	-1.58835	-1.58835	0.677885	-445.93	1300
181.532	1300	1300	-1.74425	-1.74425	-1.74425	-1.74425
181.547	-1.74425	-1.74425	-1.74425	-1.74425	-1.74425	-1.74425
181.563	-1.67816	-1.67816	-1.67816	-1.67816	-1.67816	-1.67816
181.579	-1.67816	-1.67816	-1.67816	-1.67816	-1.67816	-1.67816
181.594	-1.67816	-1.67816	-1.67816	0.680178	0.680178	0.680178
181.61	0.680178	0.680178	-1.75248	-1.75248	-1.75248	1300
181.625	1300	1300	1300	1300	-475.977	-475.977
181.641	-2.12758	-1.96523	-1.96523	0.679897	0.679897	0.679897
181.657	0.679897	0.679897	-1.74403	0.686971	0.686971	1300
181.672	1300	1300	1300	1300	1300	1300
181.688	1300	1300	1300	1300	1300	1300
181.704	1300	1300	1300	1300	-487.788	-487.788
181.719	-2.36369	-2.36369	-2.36369	-2.36369	-483.263	-483.263
181.735	-483.263	-1.81253	-1.81253	0.686219	-452.577	-452.577
181.75	-452.577	-452.577	-1.70351	-1.70351	-1.70351	-1.70351
181.766	-1.70351	-1.9883	-1.9883	-1.9883	-483.616	-483.616
181.782	-483.616	-1.96582	-1.6837	-1.6837	-1.6837	1300
181.797	1300	1300	1300	0.681651	-444.737	-444.737
181.813	-444.737	-444.737	-1.71962	0.680151	0.680151	0.680151
181.829	0.680151	0.680151	0.680151	0.677437	-455.694	1300
181.844	-2.18128	-2.18128	-2.18128	-2.18128	-480.369	-480.369
181.86	-2.23664	-1.86289	-1.86289	0.672327	0.672327	0.672327
181.875	0.672327	0.672327	0.672327	0.672327	0.672327	0.672327
181.891	0.672327	-1.56403	-1.56403	-1.56403	-1.56403	-1.56403
181.907	-1.56403	-1.56403	-1.56403	-1.56403	-1.56403	1300
181.922	1300	1300	1300	1300	1300	1300
181.938	1300	1300	-1.72058	0.674286	0.674286	0.674286
181.954	0.674286	-1.65567	-1.73508	-1.73508	-1.73508	1300
181.969	-2.35414	-2.35414	-1.69376	-1.69376	-1.69376	-1.69376
181.985	-1.69376	-1.69376	-1.69376	-1.69376	-1.69376	1300
182	1300	1300	1300	1300	-444.773	-444.773
182.016	-444.773	-444.773	-444.773	-444.773	-462.779	-462.779
182.032	-462.779	-462.779	-462.779	0.678121	0.678121	0.678121
182.047	-2.12633	-2.12633	-2.12633	-2.12633	-2.12633	-2.12633
182.063	0	0	0	0	0	1300
182.079	0	0	0	0	0	1300
182.094	1300	1300	1300	0.67281	0.67281	0.67281
182.11	0.67281	0.67281	0.67281	0.67281	-485.458	-485.458
182.125	-2.40419	-2.40419	-2.40419	-2.40419	-461.984	-461.984
182.141	-461.984	-461.984	-1.74601	-1.74601	-1.74601	-1.74601
182.157	-1.34688	-1.34688	-1.75487	-1.75487	-1.75487	-1.75487
182.172	-1.75487	-1.75487	-1.7288	-1.7288	-1.7288	-1.7288
182.188	-2.36535	-2.36535	-2.36535	-2.36535	-2.36535	-2.36535
182.204	-2.02193	-2.02193	-2.02193	0.688057	0.688057	0.688057
182.219	0.688057	0.688057	0.688057	0.688057	0.688057	1300
182.235	1300	-1.5356	-1.68697	0.674945	0.674945	0.674945
182.25	-2.12816	-2.24141	-2.24141	-2.24141	-2.24141	-2.24141
182.266	-2.24141	-2.24141	-2.24141	-2.24141	-2.24141	1300
182.282	-1.3908	-1.3908	-1.75345	-1.75345	-1.75345	1300
182.297	-1.88283	-1.68166	-1.72442	-1.72442	-1.72442	-1.72442
182.313	-1.72442	-1.72442	-1.71969	-1.71969	-457.4	-457.4
182.329	-457.4	-457.4	-1.74248	-1.74248	-1.74248	-1.74248
182.344	-1.74248	-1.74248	-1.74248	-1.74248	-443.827	1300
182.36	-1.28299	-1.28299	-1.28299	0.673453	0.673453	1300
182.375	1300	-1.64771	-1.694	-1.694	-1.694	-1.694
182.391	-1.694	-1.694	-1.694	-1.694	-449.471	-449.471
182.407	-2.3177	-2.3177	-1.69306	-1.69306	-483.984	-483.984
182.422	-483.984	-483.984	-483.984	-483.984	-483.984	1300
182.438	1300	1300	1300	0.680929	-444.632	-444.632
182.454	-2.38598	-2.38598	-2.38598	0.676648	0.676648	0.676648
182.469	0.676648	0.676648	0.676648	0.676648	0.676648	0.676648
182.485	-1.95346	-2.15293	-2.15293	-2.15293	-486.284	1300
182.5	1300	1300	1300	1300	1300	1300
182.516	1300	2.83587e-018	1300	1300	-487.967	-487.967
182.532	-487.967	-487.967	-487.967	-487.967	-487.967	-487.967
182.547	-487.967	-487.967	-487.967	-487.967	-487.967	1300
182.563	-1.94172	-1.94172	-1.94172	0.680114	0.680114	1300
182.579	1300	1300	1300	0.680485	-447.817	-447.817
182.594	-447.817	-2.23403	-1.71947	-1.71947	-1.71947	1300
182.61	1300	-2.24227	-2.24227	-2.24227	-2.24227	-2.24227
182.625	-2.24227	-2.24227	-1.75069	0.682215	-467.713	-467.713
182.641	-467.713	-467.713	-467.713	-467.713	-487.7	1300
182.657	1300	-1.69204	-1.69204	-1.69204	-1.69204	1300
182.672	1300	1300	1300	0.679379	0.679379	1300
182.688	-1.27099	-1.89462	-1.89462	0.691221	0.691221	0.691221
182.704	0.691221	0.691221	-1.69744	-1.69744	-1.69744	-1.69744
182.719	-1.69744	-1.61005	-1.61005	-1.61005	-1.61005	-1.61005
182.735	-2.28401	-2.28401	-2.28401	-2.28401	-2.28401	1300
182.75	1300	-1.95386	-1.74356	-1.74356	-1.74356	-1.74356
182.766	-1.74356	-1.74356	-1.74356	0.673572	0.673572	1300
182.782	1300	1300	-1.74117	0.677938	0.677938	0.677938
182.797	0.677938	0.677938	-1.71197	-1.71197	-1.71197	-1.71197
182.813	-1.38959	-1.86282	-1.7448	-1.7448	-1.7448	-1.7448
182.829	-1.7448	-1.59052	-1.69117	-1.69117	-1.69117	-1.69117
182.844	-1.69117	-1.69117	-1.69117	-1.69117	-1.69117	1300
182.86	1300	1300	-1.70428	-1.70428	-1.70428	1300
182.875	-2.12858	-2.12858	-2.12858	0.674756	0.674756	0.674756
182.891	0.674756	0.674756	0.674756	0.674756	0.674756	0.674756
182.907	0.674756	0.674756	0.674756	0.678433	0.678433	0.678433
182.922	0.678433	0.678433	-1.73151	0.678111	0.678111	1300
182.938	1300	1300	1300	0.675145	0.675145	0.675145
182.954	-1.586	-1.586	-1.586	0.684431	0.684431	0.684431
182.969	0.684431	0.684431	0.684431	0.684431	0.684431	0.684431
182.985	0.684431	-1.6946	-1.75088	-1.75088	-445.262	-445.262
183	-445.262	-1.80708	-1.80708	-1.80708	-1.80708	-1.80708
183.016	-1.86317	-2.16436	-2.16436	-2.16436	-2.16436	-2.16436
183.032	-1.81187	-1.56785	-1.56785	-1.56785	-1.56785	-1.56785
183.047	-1.63253	-1.63253	-1.69883	0.673215	0.673215	0.673215
183.063	500	-1.5679	-1.68508	-1.68508	-1.68508	-1.68508
183.079	0	0	0	0.678646	0.678646	1300
183.094	1300	1300	-1.74673	0.678162	0.678162	0.678162
183.11	0.678162	0.678162	-1.74029	-1.74029	-1.74029	-1.74029
183.125	-1.74029	-1.74029	-1.72358	-1.72358	-1.72358	-1.72358
183.141	-1.72358	-1.72358	-1.69314	-1.69314	-1.69314	1300
183.157	1300	1300	-1.74897	-1.74897	-1.74897	-1.74897
183.172	-1.92302	-1.92302	-1.92302	0.674368	0.674368	0.674368
183.188	0.674368	0.674368	-1.75075	-1.75075	-1.75075	-1.75075
183.204	-2.08979	-2.08979	-1.72125	-1.72125	-441.393	1300
183.219	1300	1300	-1.72003	-1.72003	-1.72003	-1.72003
183.235	-1.20624	-1.20624	-1.7491	-1.7491	-1.7491	-1.7491
183.25	-1.7491	-1.7491	-1.7491	-1.7491	-1.7491	-1.7491
183.266	-1.84307	-1.57271	-1.57271	-1.57271	-1.57271	1300
183.282	1300	-2.05351	-2.05351	-2.05351	-2.05351	1300
183.297	-1.69223	-1.69223	-1.69223	0.681455	0.681455	0.681455
183.313	0.681455	-1.67188	-1.75272	0.691597	0.691597	0.691597
183.329	0.691597	0.691597	0.691597	0.691597	0.691597	1300
183.344	-2.25458	-2.25458	-2.25458	-2.25458	-488.592	-488.592
183.36	-488.592	-1.79253	-1.79253	-1.79253	-1.79253	-1.79253
183.375	-1.39607	-1.39607	-1.39607	-1.39607	-1.39607	-1.39607
183.391	-1.39607	-1.39607	-1.39607	-1.39607	-1.39607	1300
183.407	1300	1300	1300	1300	1300	1300
183.422	1300	1300	1300	1300	-441.471	-441.471
183.438	-441.471	-441.471	-441.471	-441.471	-441.471	-441.471
183.454	-441.471	-1.59112	-1.59112	-1.59112	-1.59112	-1.59112
183.469	-2.12012	-2.12012	-2.12012	-2.12012	-456.35	-456.35
183.485	-456.35	-456.35	-456.35	-456.35	-456.35	1300
183.5	1300	1300	1300	1300	1300	1300
183.516	1300	1300	1300	0.678025	0.678025	0.678025
183.532	0.678025	0.678025	0.678025	0.678025	0.678025	0.678025
183.547	0.678025	0.678025	0.678025	0.678025	0.678025	0.678025
183.563	-1.66408	-1.66408	-1.73526	-1.73526	-1.73526	-1.73526
183.579	-1.73526	-1.73526	-1.73526	-1.73526	-1.73526	-1.73526
183.594	-1.73526	-2.24969	-1.73638	0.686065	-468.825	1300
183.61	1300	1300	1300	0.679048	0.679048	0.679048
183.625	0.679048	0.679048	0.679048	0.685778	-453.875	1300
183.641	1300	-1.57559	-1.70036	-1.70036	-454.018	-454.018
183.657	-2.2812	-2.2812	-2.2812	-2.2812	-2.2812	-2.2812
183.672	-2.2812	-2.2812	-1.72223	-1.72223	-444.222	-444.222
183.688	-2.18294	-1.89603	-1.89603	-1.89603	-1.89603	-1.89603
183.704	-1.89603	-1.89603	-1.75063	0.687525	0.687525	0.687525
183.719	0.687525	0.687525	0.687525	0.677506	-448.192	1300
