541.469	-1.55274	-0.866178	-0.979682	0.516509
541.484	-1.46992	-0.837956	-0.994076	0.509455
541.5	-1.09879	-0.691149	-0.919726	0.504465
541.516	-0.627186	-0.93298	-0.903511	0.484632
541.531	0.224268	-0.735333	-0.93025	0.471783
541.547	0.217171	-0.742239	-0.916228	0.473105
541.563	0.0999733	-0.697957	-0.947882	0.478547
541.578	-0.937182	-0.615495	-0.99929	0.49281
541.594	-1.56178	-0.848911	-1.0063	0.50308
541.609	-1.33968	-0.887138	-0.97542	0.510142
541.625	-1.50471	-0.926963	-0.977045	0.503536
541.641	-0.628478	-0.972337	-0.907728	0.482991
541.656	0.128042	-0.831957	-0.914362	0.480567
541.672	0.0634002	-0.892276	-0.895641	1.17549e-038
541.688	-0.113057	-0.670333	-0.977629	0.486325
541.703	-0.872198	-0.670853	-1.00714	0.4999
541.719	-1.37543	-0.859665	-0.955135	0.491912
541.734	-0.727933	-0.805666	-0.911322	0.483981
541.75	-1.49786	-0.866008	-0.993449	0.508663
541.766	-1.09809	-0.72827	-0.920676	0.491745
541.781	-0.856729	-0.784343	-0.91419	0.497804
541.797	0.138423	-0.722181	-0.927103	0.482495
541.813	-0.837764	-0.629585	-1.00162	0.501768
541.828	-0.0228659	-0.686784	-0.95244	0.484451
541.844	-1.16167	-0.671628	-1.01183	0.503951
541.859	-1.54387	-0.945434	-0.993511	0.514471
541.875	-1.278	-0.764988	-0.922979	0.489553
541.891	-0.398973	-0.8982	-0.901249	0.481772
541.906	-0.752042	-0.833678	-0.897979	0.496691
541.922	0.20715	-0.682495	-0.931971	0.476083
541.938	-0.480808	-0.598126	-0.995111	0.487737
541.953	-1.43504	-0.675122	-1.01129	0.502919
541.969	-0.849435	-0.625273	-1.00299	0.491942
541.984	-1.57875	-0.893623	-1.00093	0.512655
542	-1.27392	-0.805329	-0.956322	0.50298
542.016	-0.820197	-0.818314	-0.909963	0.485052
542.031	-1.02201	-0.752279	-0.907369	0.49398
542.047	-0.0520426	-0.84168	-0.911815	0.464339
542.063	0.0369822	-0.704759	-0.960107	0.486696
542.078	-0.696673	-0.608117	-0.997209	0.492271
542.094	-0.240557	-0.635405	-0.975286	0.484005
542.109	-1.49334	-0.895339	-1.0042	0.515258
542.125	-1.42398	-0.940345	-0.923056	0.487869
542.141	-1.42863	-0.906384	-0.959333	0.493613
542.156	-0.40827	-0.849923	-0.916241	0.477699
542.172	0.0305188	-0.862268	-0.908601	0.476087
542.188	0.0629939	-0.700355	-0.988957	0.492275
542.203	-0.715798	-0.569017	-1.00294	0.503142
542.219	-0.185686	-0.69479	-0.971694	0.489497
542.234	-1.34481	-0.662768	-1.00811	0.511043
542.25	-1.39078	-0.919938	-0.925076	0.490348
542.266	-1.09117	-0.780239	-0.903004	0.474669
542.281	-1.29426	-0.847423	-0.924532	0.493985
542.297	-0.529056	-0.972582	-0.903929	0.479178
542.313	0.154781	-0.767724	-0.962918	0.487854
542.328	-0.400257	-0.575881	-0.99833	0.508204
542.344	-0.194746	-0.6671	-1.00997	0.514698
542.359	-1.44741	-0.742273	-1.01196	0.5155
542.375	-1.56359	-0.837089	-0.988683	0.505339
542.391	-1.30735	-0.715798	-0.921331	0.49229
542.406	-1.43592	-0.842806	-0.956264	0.499154
542.422	-0.689236	-0.968777	-0.896682	0.476232
542.438	0.0852995	-0.573251	-0.927278	0.479725
542.453	0.143916	-0.718662	-0.962419	0.491949
542.469	-1.10149	-0.72712	-1.01368	0.512915
542.484	-0.659213	-0.587085	-0.994902	0.49893
542.5	-1.32948	-0.67812	-1.01293	0.513052
542.516	-1.45692	-0.785224	-1.00287	0.511642
542.531	-1.37673	-0.894377	-0.946101	0.497809
542.547	-0.162287	-0.85336	-0.894651	0.472815
542.563	-0.641776	-1.01769	-0.901119	0.480637
542.578	-0.23437	-0.612797	-0.996562	0.505226
542.594	-0.219311	-0.627103	-0.982089	0.49031
542.609	-1.0673	-0.727131	-1.01311	0.50747
542.625	-1.60627	-0.83287	-0.98125	0.50252
542.641	-1.52144	-0.969407	-0.995922	0.518124
542.656	-1.0308	-0.743563	-0.91959	0.493074
542.672	-1.30463	-0.722441	-0.921313	0.499733
542.688	-0.440248	-0.822325	-0.897981	0.476216
542.703	0.0690186	-0.72724	-0.943645	0.489632
542.719	-0.505027	-0.570824	-0.988091	0.497232
542.734	-1.02153	-0.652295	-1.0075	0.50112
542.75	-1.2269	-0.687999	-1.00955	0.501721
542.766	-1.3616	-0.649081	-1.01403	0.503448
542.781	-1.5753	-0.895777	-0.971905	0.506238
542.797	-1.37874	-0.866963	-0.965666	0.504223
542.813	-0.822972	-0.959708	-0.897857	0.484224
542.828	-0.389343	-0.972534	-0.901869	0.476698
542.844	0.120585	-0.715215	-0.946103	0.479334
542.859	-1.00261	-0.681817	-1.01138	0.500128
542.875	-0.745103	-0.550475	-1.00069	0.501895
542.891	-1.24131	-0.676778	-1.01252	0.510414
542.906	-1.57237	-0.908138	-0.993759	0.508999
542.922	-0.908795	-0.754222	-0.92183	0.495375
542.938	-1.23613	-0.795703	-0.934137	0.500167
542.953	-0.798739	-0.826105	-0.90289	0.486436
542.969	0.165283	-0.682819	-0.918466	0.475254
542.984	-0.744033	-0.604288	-0.99964	0.500957
543	-1.56684	-0.89943	-1.00349	0.514692
543.016	-1.11163	-0.692119	-1.00893	0.506992
543.031	-1.50441	-0.918456	-1.00092	0.50975
543.047	-1.01181	-0.739747	-0.920969	0.489335
543.063	-1.34211	-0.860328	-0.944979	0.508954
543.078	0.0762578	-0.86333	-0.903545	0.48209
543.094	-0.155502	-0.683382	-0.970476	0.484903
543.109	0.0497013	-0.717712	-0.95148	0.480867
543.125	-0.325062	-0.625525	-0.981717	0.485086
543.141	-0.756369	-0.565742	-1.00269	0.496382
543.156	-1.56903	-0.782487	-1.0066	0.508143
543.172	-1.20722	-0.744129	-0.931969	0.496308
543.188	-1.31202	-0.824724	-0.938631	0.495318
543.203	-0.61828	-0.896518	-0.89682	0.482887
543.219	0.235527	-0.639975	-0.927663	0.476242
543.234	0.140986	-0.796315	-0.913699	0.468183
543.25	-0.237254	-0.676335	-0.980184	0.485345
543.266	-0.92439	-0.637957	-1.0089	0.488591
543.281	-1.50711	-0.908496	-0.990706	0.506633
543.297	-1.50887	-0.887455	-1.00114	0.511567
543.313	-1.32898	-0.854895	-0.950287	0.507165
543.328	-0.0844725	-0.907669	-0.906164	0.470005
543.344	-0.375779	-0.937454	-0.899109	0.476386
543.359	0.0977706	-0.661352	-0.963531	0.482553
543.375	-0.926774	-0.688692	-1.00572	0.502775
543.391	-1.34817	-0.768794	-1.00932	0.506438
543.406	-1.12563	-0.70327	-1.01376	0.509549
543.422	-1.48728	-0.93005	-0.973113	0.512856
543.438	-1.48832	-0.788711	-0.971839	0.512857
543.453	-1.22131	-0.704952	-0.919641	-0.919641
543.469	0.14587	-0.745983	-0.961236	0.477006
543.484	0.273672	-0.735752	-0.908653	0.463305
543.5	-0.611988	-0.726785	-1.01327	0.505941
543.516	-0.356307	-0.679043	-0.973501	0.490898
543.531	-1.0892	-0.689751	-1.00895	0.50617
543.547	-1.51422	-0.947265	-0.998652	0.515759
543.563	-1.11525	-0.77424	-0.931144	0.492342
543.578	-1.29914	-0.774982	-0.948755	0.505135
543.594	-0.625419	-0.876392	-0.907004	0.490735
543.609	0.229416	-0.699584	-0.936628	0.484987
543.625	-0.625516	-0.558338	-0.990996	0.488491
543.641	-0.221102	-0.586054	-0.995567	0.490403
543.656	-1.50194	-0.696164	-1.01388	0.503968
543.672	-1.3389	-0.815014	-0.939424	0.510868
543.688	-1.54028	-0.809549	-0.988974	0.511169
543.703	-0.890842	-0.78925	-0.908488	0.473722
543.719	-0.820845	-0.951224	-0.897197	0.478239
543.734	0.00942332	-0.724705	-0.960411	0.484422
543.75	-0.54637	-0.588352	-0.993139	0.487587
543.766	-1.01197	-0.694075	-1.01205	0.504019
543.781	-1.47054	-0.750334	-1.015	0.501096
543.797	-1.56944	-0.985463	-0.996124	0.514798
543.813	-1.09314	-0.739112	-0.922425	0.487368
543.828	-1.21144	-0.745704	-0.946801	0.49684
543.844	0.145493	-0.684479	-0.920358	0.479047
543.859	-0.218849	-0.896641	-0.908868	0.473666
543.875	0.239335	-0.693135	-0.937144	0.472062
543.891	-0.483376	-0.672583	-0.974405	0.479728
543.906	-1.04962	-0.706939	-1.01083	0.501221
543.922	-1.54702	-0.892004	-0.998816	0.509039
543.938	-1.22896	-0.741863	-0.918862	0.487861
543.953	-1.3682	-0.871883	-0.946077	0.502586
543.969	-0.998305	-0.741651	-0.925683	0.499925
543.984	0.0908854	-0.814721	-0.91	0.475112
544	-0.435553	-0.628091	-0.987297	0.497022
