15:31:44.792],-13,66,-1733
15:31:44.803],-13,66,-1733
15:31:44.815],-13,66,-1733
15:31:44.826],-13,66,-1733
15:31:44.836],-13,66,-1733
15:31:44.847],-13,66,-1733
15:31:44.858],-13,66,-1733
15:31:44.869],-13,66,-1733
15:31:44.880],-13,66,-1733
15:31:44.891],-13,66,-1733
15:31:44.902],-13,66,-1733
15:31:44.913],-13,66,-1733
15:31:44.924],-13,66,-1733
15:31:44.935],-13,66,-1733
15:31:44.946],-13,66,-1733
15:31:44.957],-13,66,-1733
15:31:44.968],-13,66,-1733
15:31:44.980],-13,66,-1733
15:31:44.991],-13,66,-1733
15:31:45.005],-13,66,-1733
15:31:45.012],-13,66,-1733
15:31:45.024],-13,66,-1733
15:31:45.035],-13,66,-1733
15:31:45.045],-13,66,-1733
15:31:45.057],-13,66,-1733
15:31:45.068],-13,66,-1733
15:31:45.078],-13,66,-1733
15:31:45.090],-13,66,-1733
15:31:45.101],-13,66,-1733
15:31:45.112],-13,66,-1733
15:31:45.123],-13,66,-1733
15:31:45.134],-13,66,-1733
15:31:45.144],-13,66,-1733
15:31:45.156],-13,66,-1733
15:31:45.167],-13,66,-1733
15:31:45.177],-13,66,-1733
15:31:45.196],-13,66,-1733
15:31:45.199],-13,66,-1733
15:31:45.210],-13,66,-1733
15:31:45.222],-13,66,-1733
15:31:45.233],-13,66,-1733
15:31:45.248],-13,66,-1733
15:31:45.257],-13,66,-1733
15:31:45.266],-13,66,-1733
15:31:45.276],-13,66,-1733
15:31:45.290],-13,66,-1733
15:31:45.299],-13,66,-1733
15:31:45.309],-13,66,-1733
15:31:45.323],-13,66,-1733
15:31:45.332],-13,66,-1733
15:31:45.342],-13,66,-1733
15:31:45.355],-13,66,-1733
15:31:45.365],-13,66,-1733
15:31:45.375],-13,66,-1733
15:31:45.388],-13,66,-1733
15:31:45.398],-13,66,-1733
15:31:45.408],-13,66,-1733
15:31:45.420],-13,66,-1733
15:31:45.431],-13,66,-1733
15:31:45.441],-13,66,-1733
15:31:45.453],-13,66,-1733
15:31:45.464],-13,66,-1733
15:31:45.474],-13,66,-1733
15:31:45.485],-13,66,-1733
15:31:45.497],-13,66,-1733
15:31:45.508],-13,66,-1733
15:31:45.519],-13,66,-1733
15:31:45.531],-13,66,-1733
15:31:45.540],-13,66,-1733
15:31:45.552],-13,66,-1733
15:31:45.563],-13,66,-1733
15:31:45.574],-13,66,-1733
15:31:45.584],-13,66,-1733
15:31:45.596],-13,66,-1733
15:31:45.607],-13,66,-1733
15:31:45.618],-13,66,-1733
15:31:45.629],-13,66,-1733
15:31:45.639],-13,66,-1733
15:31:45.651],-13,66,-1733
15:31:45.662],-13,66,-1733
15:31:45.672],-13,66,-1733
15:31:45.683],-13,66,-1733
15:31:45.695],-13,66,-1733
15:31:45.706],-13,66,-1733
15:31:45.717],-13,66,-1733
15:31:45.728],-13,66,-1733
15:31:45.739],-13,66,-1733
15:31:45.750],-13,66,-1733
15:31:45.765],-13,66,-1733
15:31:45.772],-13,66,-1733
15:31:45.783],-13,66,-1733
15:31:45.794],-13,66,-1733
15:31:45.805],-13,66,-1733
15:31:45.816],-13,66,-1733
15:31:45.827],-13,66,-1733
15:31:45.838],-13,66,-1733
15:31:45.849],-13,66,-1733
15:31:45.863],-13,66,-1733
15:31:45.870],-13,66,-1733
15:31:45.882],-13,66,-1733
15:31:45.893],-13,66,-1733
15:31:45.904],-13,66,-1733
15:31:45.915],-13,66,-1733
15:31:45.926],-13,66,-1733
15:31:45.937],-13,66,-1733
15:31:45.947],-13,66,-1733
15:31:45.959],-13,66,-1733
15:31:45.970],-13,66,-1733
15:31:45.980],-13,66,-1733
15:31:45.992],-13,66,-1733
15:31:46.003],-13,66,-1733
15:31:46.013],-13,66,-1733
15:31:46.028],-13,66,-1733
15:31:46.035],-13,66,-1733
15:31:46.047],-13,66,-1733
15:31:46.058],-13,66,-1733
15:31:46.069],-13,66,-1733
15:31:46.079],-13,66,-1733
15:31:46.091],-13,66,-1733
15:31:46.103],-13,66,-1733
15:31:46.112],-13,66,-1733
15:31:46.124],-13,66,-1733
15:31:46.135],-13,66,-1733
15:31:46.145],-13,66,-1733
15:31:46.156],-13,66,-1733
15:31:46.167],-13,66,-1733
15:31:46.178],-13,66,-1733
15:31:46.194],-13,66,-1733
15:31:46.200],-13,66,-1733
15:31:46.211],-13,66,-1733
15:31:46.224],-13,66,-1733
15:31:46.234],-13,66,-1733
15:31:46.245],-13,66,-1733
15:31:46.257],-13,66,-1733
15:31:46.267],-13,66,-1733
15:31:46.278],-13,66,-1733
15:31:46.290],-13,66,-1733
15:31:46.303],-13,66,-1733
15:31:46.310],-13,66,-1733
15:31:46.323],-13,66,-1733
15:31:46.333],-13,66,-1733
15:31:46.344],-13,66,-1733
15:31:46.357],-13,66,-1733
15:31:46.366],-13,66,-1733
15:31:46.376],-13,66,-1733
15:31:46.389],-13,66,-1733
15:31:46.399],-13,66,-1733
15:31:46.409],-13,66,-1733
15:31:46.423],-13,66,-1733
15:31:46.432],-13,66,-1733
15:31:46.442],-13,66,-1733
15:31:46.455],-13,66,-1733
15:31:46.465],-13,66,-1733
15:31:46.476],-13,66,-1733
15:31:46.488],-13,66,-1733
15:31:46.498],-13,66,-1733
15:31:46.508],-13,66,-1733
15:31:46.519],-13,66,-1733
15:31:46.531],-13,66,-1733
15:31:46.542],-13,66,-1733
15:31:46.558],-13,66,-1733
15:31:46.564],-13,66,-1733
15:31:46.575],-13,66,-1733
15:31:46.586],-13,66,-1733
15:31:46.597],-13,66,-1733
15:31:46.608],-13,66,-1733
15:31:46.618],-13,66,-1733
15:31:46.630],-13,66,-1733
15:31:46.640],-13,66,-1733
15:31:46.651],-13,66,-1733
15:31:46.663],-13,66,-1733
15:31:46.673],-13,66,-1733
15:31:46.684],-13,66,-1733
15:31:46.696],-13,66,-1733
15:31:46.706],-13,66,-1733
15:31:46.717],-13,66,-1733
15:31:46.729],-13,66,-1733
15:31:46.739],-13,66,-1733
15:31:46.750],-13,66,-1733
15:31:46.762],-13,66,-1733
15:31:46.772],-13,66,-1733
15:31:46.783],-13,66,-1733
15:31:46.795],-13,66,-1733
15:31:46.805],-13,66,-1733
15:31:46.816],-13,66,-1733
15:31:46.829],-13,66,-1733
15:31:46.839],-13,66,-1733
15:31:46.850],-13,66,-1733
15:31:46.866],-13,66,-1733
15:31:46.871],-13,66,-1733
15:31:46.883],-13,66,-1733
15:31:46.894],-13,66,-1733
15:31:46.904],-13,66,-1733
15:31:46.915],-13,66,-1733
15:31:46.927],-13,66,-1733
15:31:46.937],-13,66,-1733
15:31:46.948],-13,66,-1733
15:31:46.960],-13,66,-1733
15:31:46.971],-13,66,-1733
15:31:46.981],-13,66,-1733
15:31:46.993],-13,66,-1733
15:31:47.003],-13,66,-1733
15:31:47.014],-13,66,-1733
15:31:47.026],-13,66,-1733
15:31:47.036],-13,66,-1733
15:31:47.048],-13,66,-1733
15:31:47.059],-13,66,-1733
15:31:47.070],-13,66,-1733
15:31:47.081],-13,66,-1733
15:31:47.094],-13,66,-1733
15:31:47.102],-13,66,-1733
15:31:47.114],-13,66,-1733
15:31:47.125],-13,66,-1733
15:31:47.136],-13,66,-1733
15:31:47.146],-13,66,-1733
15:31:47.158],-13,66,-1733
15:31:47.169],-13,66,-1733
15:31:47.179],-13,66,-1733
15:31:47.200],-13,66,-1733
15:31:47.201],-13,66,-1733
15:31:47.213],-13,66,-1733
15:31:47.224],-13,66,-1733
15:31:47.235],-13,66,-1733
15:31:47.245],-13,66,-1733
15:31:47.257],-13,66,-1733
15:31:47.268],-13,66,-1733
15:31:47.278],-13,66,-1733
15:31:47.290],-13,66,-1733
15:31:47.300],-13,66,-1733
15:31:47.312],-13,66,-1733
15:31:47.323],-13,66,-1733
15:31:47.335],-13,66,-1733
15:31:47.348],-13,66,-1733
15:31:47.356],-13,66,-1733
15:31:47.367],-13,66,-1733
15:31:47.377],-13,66,-1733
15:31:47.389],-13,66,-1733
15:31:47.399],-13,66,-1733
15:31:47.411],-13,66,-1733
15:31:47.423],-13,66,-1733
15:31:47.433],-13,66,-1733
15:31:47.443],-13,66,-1733
15:31:47.455],-13,66,-1733
15:31:47.466],-13,66,-1733
15:31:47.476],-13,66,-1733
15:31:47.488],-13,66,-1733
15:31:47.499],-13,66,-1733
15:31:47.512],-13,66,-1733
15:31:47.521],-13,66,-1733
15:31:47.533],-13,66,-1733
15:31:47.542],-13,66,-1733
15:31:47.555],-13,66,-1733
15:31:47.565],-13,66,-1733
15:31:47.576],-13,66,-1733
15:31:47.587],-13,66,-1733
15:31:47.598],-13,66,-1733
15:31:47.609],-13,66,-1733
15:31:47.620],-13,66,-1733
15:31:47.631],-13,66,-1733
15:31:47.642],-13,66,-1733
15:31:47.653],-13,66,-1733
15:31:47.664],-13,66,-1733
15:31:47.675],-13,66,-1733
15:31:47.685],-13,66,-1733
15:31:47.697],-13,66,-1733
15:31:47.708],-13,66,-1733
15:31:47.719],-13,66,-1733
15:31:47.730],-13,66,-1733
