142.335236,0.234149,0,0.053595,-1.5,0
143.032822,0.244604,0,0.045184,-1.5,0
147.047653,0.235851,0,0.040535,-1.5,0
145.250061,0.250863,0,0.041056,-1.5,0
144.178101,0.216451,0,0.046026,-1.5,0
143.500565,0.242774,0,0.043987,-1.5,0
146.337006,0.229962,0,0.038234,-1.5,0
145.890228,0.234781,0,0.046373,-1.5,0
146.111069,0.202705,0,0.041336,-1.5,0
143.104828,0.250595,0,0.041662,-1.5,0
146.557602,0.236603,0,0.041878,-1.5,0
145.146271,0.233717,0,0.045248,-1.5,0
148.846939,0.216649,0,0.038326,-1.5,0
144.08728,0.249555,0,0.03483,-1.5,0
145.672485,0.224104,0,0.04733,-1.5,0
147.482147,0.232399,0,0.039524,-1.5,0
146.886795,0.227271,0,0.032131,-1.5,0
145.232574,0.257738,0,0.031493,-1.5,0
145.793457,0.232988,0,0.042141,-1.5,0
145.906387,0.237642,0,0.03731,-1.5,0
147.10202,0.219471,0,0.035809,-1.5,0
145.801468,0.248546,0,0.025555,-1.5,0
146.182907,0.232615,0,0.042216,-1.5,0
146.744247,0.230013,0,0.037568,-1.5,0
145.080505,0.22298,0,0.047823,-1.5,0
147.073242,0.240306,0,0.02861,-1.5,0
145.659195,0.235302,0,0.037763,-1.5,0
147.043015,0.23239,0,0.04136,-1.5,0
144.816376,0.227905,0,0.04189,-1.5,0
149.58342,0.234702,0,0.029644,-1.5,0
146.80072,0.24089,0,0.029634,-1.5,0
148.193085,0.240382,0,0.02751,-1.5,0
143.926697,0.239835,0,0.037871,-1.5,0
148.260117,0.226129,0,0.033694,-1.5,0
144.532059,0.23049,0,0.044312,-1.5,0
150.019775,0.216692,0,0.02674,-1.5,0
144.234833,0.241148,0,0.033708,-1.5,0
148.277893,0.227634,0,0.033776,-1.5,0
145.092392,0.229897,0,0.037948,-1.5,0
148.099777,0.212369,0,0.035714,-1.5,0
145.737122,0.231435,0,0.041443,-1.5,0
148.417511,0.227321,0,0.030261,-1.5,0
145.918472,0.241952,0,0.034231,-1.5,0
146.847046,0.22409,0,0.041302,-1.5,0
146.248215,0.236937,0,0.040315,-1.5,0
147.850845,0.221818,0,0.04006,-1.5,0
149.199493,0.236683,0,0.025083,-1.5,0
146.613159,0.230488,0,0.028314,-1.5,0
146.577652,0.256865,0,0.026852,-1.5,0
146.4543,0.237143,0,0.035674,-1.5,0
148.042908,0.231365,0,0.03117,-1.5,0
144.921036,0.217823,0,0.043389,-1.5,0
149.45137,0.235727,0,0.023525,-1.5,0
146.45285,0.231336,0,0.035032,-1.5,0
148.021576,0.235434,0,0.030704,-1.5,0
144.490021,0.21705,0,0.042897,-1.5,0
147.881729,0.231376,0,0.036109,-1.5,0
147.547562,0.215852,0,0.038522,-1.5,0
148.582077,0.229274,0,0.024977,-1.5,0
144.292664,0.239664,0,0.042252,-1.5,0
148.291382,0.234232,0,0.033818,-1.5,0
146.97464,0.231249,0,0.038241,-1.5,0
148.320145,0.212659,0,0.036424,-1.5,0
147.115509,0.241648,0,0.035402,-1.5,0
149.184158,0.23505,0,0.017532,-1.5,0
147.681778,0.248975,0,0.028345,-1.5,0
146.0616,0.230558,0,0.031217,-1.5,0
145.776688,0.24542,0,0.034552,-1.5,0
146.587753,0.225058,0,0.03998,-1.5,0
148.368835,0.230351,0,0.032409,-1.5,0
146.028687,0.217939,0,0.035635,-1.5,0
148.743774,0.242034,0,0.022679,-1.5,0
146.390182,0.22747,0,0.037732,-1.5,0
