I0,I1,I2,I3,I4
-0.042547,0.915868,-0.128369,-0.029486,0.408401
-0.042547,0.915868,-0.128369,-0.009801,0.499864
-0.042547,0.915868,-0.128369,-0.110099,0.438889
-0.042547,0.915868,-0.128369,-0.029486,0.225474
-0.042547,0.915868,-0.128369,-0.029991,0.347425
-0.042547,0.915868,-0.128369,-0.072663,-0.506234
-0.042547,0.915868,-0.128369,0.006212,-0.323307
-0.042547,0.915868,-0.128369,-0.017256,-0.201356
-0.042547,0.915868,-0.128369,-0.052398,0.073035
-0.042547,0.915868,-0.128369,-0.024756,0.042547
-0.042547,0.915868,-0.128369,-0.093536,-0.079404
-0.042512,0.915863,-0.128424,-0.082253,0.194951
-0.042512,0.915863,-0.128424,-0.037009,-0.048951
-0.042512,0.915863,-0.128424,-0.007940,-0.018464
-0.042512,0.915863,-0.128424,0.011741,0.012024
-0.042512,0.915863,-0.128424,0.025948,-0.231878
-0.042512,0.915863,-0.128424,0.056680,-0.048951
-0.042512,0.915863,-0.128424,0.047723,-0.262366
-0.042512,0.915863,-0.128424,-0.024322,-0.018464
-0.042512,0.915863,-0.128424,0.013835,0.042512
-0.042512,0.915863,-0.128424,0.090486,-0.201390
-0.042512,0.915863,-0.128424,-0.052398,0.073000
-0.042512,0.915863,-0.128424,-0.007592,-0.140415
-0.042512,0.915863,-0.128424,-0.052398,0.194951
-0.042512,0.915863,-0.128424,0.033427,0.133976
-0.042512,0.915863,-0.128424,0.085101,-0.018464
-0.042512,0.915863,-0.128424,-0.037009,0.012024
-0.042512,0.915863,-0.128424,-0.037009,0.194951
-0.042512,0.915863,-0.128424,-0.065047,0.012024
-0.042512,0.915863,-0.128424,-0.103170,0.073000
-0.042512,0.915863,-0.128424,0.013835,-0.414805
-0.042496,0.915841,-0.128479,-0.000236,0.012008
-0.042496,0.915841,-0.128479,0.040377,0.652253
-0.042496,0.915841,-0.128479,0.006799,0.621765
-0.042496,0.915841,-0.128479,0.047617,0.804692
-0.042496,0.915841,-0.128479,0.042320,0.225423
-0.042496,0.915841,-0.128479,-0.022024,0.012008
-0.042496,0.915841,-0.128479,-0.066946,-0.048967
-0.042496,0.915841,-0.128479,0.040377,-0.109943
-0.042496,0.915841,-0.128479,0.004358,0.012008
-0.042496,0.915841,-0.128479,0.035073,0.042496
-0.042496,0.915841,-0.128479,0.047617,-0.231894
-0.042496,0.915841,-0.128479,0.004662,-0.048967
-0.042496,0.915841,-0.128479,-0.052398,0.042496
-0.042496,0.915841,-0.128479,-0.007592,0.194935
-0.042496,0.915841,-0.128479,0.013575,-0.018479
-0.042496,0.915841,-0.128479,-0.015388,-0.170919
-0.042496,0.915841,-0.128479,-0.023885,0.255911
-0.042496,0.915841,-0.128479,-0.009801,0.255911
-0.042496,0.915841,-0.128479,-0.017256,0.438838
-0.042496,0.915841,-0.128479,0.040377,-0.018479
-0.042471,0.915831,-0.128534,-0.037406,0.194910
-0.042471,0.915831,-0.128534,0.054819,0.072959
-0.042471,0.915831,-0.128534,-0.022024,-0.140456
-0.042471,0.915831,-0.128534,-0.016853,-0.536797
-0.042471,0.915831,-0.128534,-0.000557,-0.567285
-0.042471,0.915831,-0.128534,-0.066946,-0.323383
-0.042471,0.915831,-0.128534,0.054819,0.225398
-0.042471,0.915831,-0.128534,-0.022024,-0.018504
-0.042471,0.915831,-0.128534,0.069053,0.103447
-0.042471,0.915831,-0.128534,-0.050513,0.164422
-0.042471,0.915831,-0.128534,0.011741,0.316862
-0.042471,0.915831,-0.128534,0.090486,0.408325
-0.042471,0.915831,-0.128534,-0.029486,0.225398
-0.042471,0.915831,-0.128534,0.047617,0.103447
-0.042471,0.915831,-0.128534,0.076211,-0.079480
-0.042471,0.915831,-0.128534,-0.022024,-0.384358
-0.042471,0.915831,-0.128534,-0.007592,-0.384358
-0.042471,0.915831,-0.128534,-0.038895,-0.445334
-0.042471,0.915831,-0.128534,0.069084,-0.445334
-0.042471,0.915831,-0.128534,-0.050513,0.011983
-0.042468,0.915875,-0.128588,0.054819,0.225395
-0.042468,0.915875,-0.128588,-0.074575,0.286370
-0.042468,0.915875,-0.128588,-0.038895,0.255882
-0.042468,0.915875,-0.128588,-0.016853,0.133931
-0.042468,0.915875,-0.128588,0.035073,-0.414850
-0.042468,0.915875,-0.128588,-0.072663,-0.323386
-0.042468,0.915875,-0.128588,0.054819,0.164419
-0.042468,0.915875,-0.128588,0.005259,0.103443
-0.042468,0.915875,-0.128588,0.013835,0.499785
-0.042468,0.915875,-0.128588,0.076211,0.133931
-0.042468,0.915875,-0.128588,0.007090,0.011980
-0.042468,0.915875,-0.128588,-0.000557,-0.292898
-0.042468,0.915875,-0.128588,0.006799,-0.384362
-0.042468,0.915875,-0.128588,-0.015388,-0.292898
-0.042468,0.915875,-0.128588,-0.007592,0.225395
-0.042468,0.915875,-0.128588,0.106285,0.072955
-0.042468,0.915875,-0.128588,-0.023885,0.072955
-0.042468,0.915875,-0.128588,0.063753,0.011980
-0.042468,0.915875,-0.128588,0.085101,0.225395
-0.042468,0.915875,-0.128588,-0.037406,0.133931
-0.042447,0.915891,-0.128643,-0.017256,0.103423
-0.042447,0.915891,-0.128643,-0.031364,0.103423
-0.042447,0.915891,-0.128643,-0.016853,-0.201455
-0.042447,0.915891,-0.128643,0.112070,-0.567309
-0.042447,0.915891,-0.128643,-0.065047,-0.201455
-0.042447,0.915891,-0.128643,-0.029486,-0.140479
-0.042447,0.915891,-0.128643,0.083328,0.286350
-0.042447,0.915891,-0.128643,-0.016853,0.347326
-0.042447,0.915891,-0.128643,-0.131597,-0.262431
-0.042447,0.915891,-0.128643,-0.009801,-0.018528
-0.042447,0.915891,-0.128643,-0.067571,-0.109992
-0.042447,0.915891,-0.128643,0.090486,0.072935
-0.042447,0.915891,-0.128643,0.097535,0.164399
-0.042447,0.915891,-0.128643,-0.000236,-0.231943
-0.042447,0.915891,-0.128643,0.047828,0.347326
-0.042447,0.915891,-0.128643,0.042450,0.316838
-0.042447,0.915891,-0.128643,0.090486,0.225374
-0.042447,0.915891,-0.128643,-0.066946,-0.018528
-0.042447,0.915891,-0.128643,0.047617,-0.170967
-0.042447,0.915891,-0.128643,0.012011,-0.049016
-0.042434,0.915871,-0.128697,0.013835,-0.201468
-0.042434,0.915871,-0.128697,-0.072663,-0.292932
-0.042434,0.915871,-0.128697,-0.002729,-0.262444
-0.042434,0.915871,-0.128697,0.033427,-0.170980
-0.042434,0.915871,-0.128697,-0.016853,-0.292932
-0.042434,0.915871,-0.128697,-0.050513,0.103410
-0.042434,0.915871,-0.128697,0.013835,0.255849
-0.042434,0.915871,-0.128697,0.042320,0.469264
-0.042434,0.915871,-0.128697,0.026156,0.103410
-0.042434,0.915871,-0.128697,0.049433,-0.049029
-0.042434,0.915871,-0.128697,0.021126,-0.079517
-0.042434,0.915871,-0.128697,-0.022024,0.072922
-0.042434,0.915871,-0.128697,0.090486,0.377800
-0.042434,0.915871,-0.128697,-0.038895,0.011947
-0.042434,0.915871,-0.128697,0.063753,-0.049029
-0.042434,0.915871,-0.128697,0.090486,0.103410
-0.042434,0.915871,-0.128697,-0.093536,0.072922
-0.042434,0.915871,-0.128697,0.021126,-0.445371
-0.042434,0.915871,-0.128697,-0.051062,-0.475858
-0.042434,0.915871,-0.128697,-0.022024,-0.750249
-0.042438,0.915859,-0.128751,0.083328,-0.658782
-0.042438,0.915859,-0.128751,0.021126,-0.323416
-0.042438,0.915859,-0.128751,0.012011,0.438779
-0.042438,0.915859,-0.128751,-0.015388,0.682682
-0.042438,0.915859,-0.128751,-0.014992,0.804633
-0.042438,0.915859,-0.128751,-0.017256,0.530243
-0.042438,0.915859,-0.128751,0.049433,0.194877
-0.042438,0.915859,-0.128751,0.027778,-0.049026
-0.042438,0.915859,-0.128751,0.085101,-0.323416
-0.042438,0.915859,-0.128751,-0.050513,-0.353904
-0.042438,0.915859,-0.128751,0.035240,-0.323416
-0.042438,0.915859,-0.128751,-0.007940,0.072925
-0.042438,0.915859,-0.128751,-0.050513,0.560731
-0.042438,0.915859,-0.128751,0.076211,0.408291
-0.042438,0.915859,-0.128751,-0.067571,0.469267
-0.042438,0.915859,-0.128751,0.047617,0.133901
-0.042438,0.915859,-0.128751,-0.059959,0.103413
-0.042438,0.915859,-0.128751,-0.045936,0.103413
-0.042438,0.915859,-0.128751,0.040377,0.225365
-0.042438,0.915859,-0.128751,-0.067571,0.072925
-0.042443,0.915861,-0.128806,0.097535,0.438785
-0.042443,0.915861,-0.128806,-0.103170,0.316834
-0.042443,0.915861,-0.128806,-0.002394,0.530248
-0.042443,0.915861,-0.128806,0.047828,0.072931
-0.042443,0.915861,-0.128806,0.027778,-0.414874
-0.042443,0.915861,-0.128806,-0.024322,-0.292923
-0.042443,0.915861,-0.128806,0.013575,-0.658776
-0.042443,0.915861,-0.128806,0.025948,-0.049020
-0.042443,0.915861,-0.128806,0.090394,-0.079508
-0.042443,0.915861,-0.128806,-0.074575,-0.109996
-0.042443,0.915861,-0.128806,0.097535,0.438785
-0.042443,0.915861,-0.128806,0.020439,0.225370
-0.042443,0.915861,-0.128806,-0.000557,0.286346
-0.042443,0.915861,-0.128806,0.042320,0.286346
-0.042443,0.915861,-0.128806,-0.016454,0.164395
-0.042443,0.915861,-0.128806,-0.014992,-0.079508
-0.042443,0.915861,-0.128806,-0.050513,-0.079508
-0.042443,0.915861,-0.128806,-0.000236,0.103419
-0.042443,0.915861,-0.128806,-0.059959,-0.292923
-0.042443,0.915861,-0.128806,0.042320,-0.536825
-0.042446,0.915863,-0.128860,0.085101,-0.292920
-0.042446,0.915863,-0.128860,-0.000236,-0.414871
-0.042446,0.915863,-0.128860,0.049433,0.164398
-0.042446,0.915863,-0.128860,-0.002394,0.621715
-0.042446,0.915863,-0.128860,-0.017256,0.133910
-0.042446,0.915863,-0.128860,-0.082253,0.011958
-0.042446,0.915863,-0.128860,-0.023885,-0.323408
-0.042446,0.915863,-0.128860,-0.029486,-0.079505
-0.042446,0.915863,-0.128860,0.006212,-0.140481
-0.042446,0.915863,-0.128860,-0.110922,0.255861
-0.042446,0.915863,-0.128860,0.025948,0.316837
-0.042446,0.915863,-0.128860,-0.059959,0.225373
-0.042446,0.915863,-0.128860,0.018602,-0.262432
-0.042446,0.915863,-0.128860,-0.017256,-0.414871
-0.042446,0.915863,-0.128860,-0.009436,-0.262432
-0.042446,0.915863,-0.128860,-0.089974,-0.262432
-0.042446,0.915863,-0.128860,-0.065047,-0.109993
-0.042446,0.915863,-0.128860,-0.007940,0.316837
-0.042446,0.915863,-0.128860,-0.065047,0.316837
-0.042446,0.915863,-0.128860,0.063753,0.286349
-0.042434,0.915846,-0.128914,0.020897,-0.079517
-0.042434,0.915846,-0.128914,-0.029991,-0.201468
-0.042434,0.915846,-0.128914,-0.023885,0.316825
-0.042434,0.915846,-0.128914,-0.065047,0.377800
-0.042434,0.915846,-0.128914,-0.016853,-0.049029
-0.042434,0.915846,-0.128914,0.083383,0.042434
-0.042434,0.915846,-0.128914,0.006212,-0.201468
-0.042434,0.915846,-0.128914,0.006509,-0.170980
-0.042434,0.915846,-0.128914,-0.082253,-0.170980
-0.042434,0.915846,-0.128914,-0.002729,0.042434
-0.042434,0.915846,-0.128914,-0.074575,0.347313
-0.042434,0.915846,-0.128914,0.013575,0.225361
-0.042434,0.915846,-0.128914,-0.031364,0.011947
-0.042434,0.915846,-0.128914,-0.009801,-0.140492
-0.042434,0.915846,-0.128914,-0.059959,0.286337
-0.042434,0.915846,-0.128914,0.028178,0.133898
-0.042434,0.915846,-0.128914,-0.014992,0.164386
-0.042434,0.915846,-0.128914,-0.038399,-0.079517
-0.042434,0.915846,-0.128914,0.111506,-0.018541
-0.042434,0.915846,-0.128914,-0.014610,0.011947
-0.042406,0.915839,-0.128968,-0.050513,-0.292960
-0.042406,0.915839,-0.128968,-0.017256,-0.140521
-0.042406,0.915839,-0.128968,-0.007592,-0.536862
-0.042406,0.915839,-0.128968,0.099290,-0.414911
-0.042406,0.915839,-0.128968,0.006212,-0.231984
-0.042406,0.915839,-0.128968,0.070856,0.133870
-0.042406,0.915839,-0.128968,0.054819,0.499724
-0.042406,0.915839,-0.128968,-0.065047,0.164358
-0.042406,0.915839,-0.128968,0.035240,0.194845
-0.042406,0.915839,-0.128968,0.042450,0.072894
-0.042406,0.915839,-0.128968,-0.044577,-0.475887
-0.042406,0.915839,-0.128968,-0.016454,-0.201496
-0.042406,0.915839,-0.128968,-0.009436,0.011918
-0.042406,0.915839,-0.128968,0.083383,0.225333
-0.042406,0.915839,-0.128968,0.005259,-0.171008
-0.042406,0.915839,-0.128968,-0.029486,-0.049057
-0.042406,0.915839,-0.128968,-0.038399,0.225333
-0.042406,0.915839,-0.128968,0.056619,0.164358
-0.042406,0.915839,-0.128968,0.027976,0.225333
-0.042406,0.915839,-0.128968,-0.017256,0.377772
-0.042402,0.915831,-0.129022,0.054819,0.133866
-0.042402,0.915831,-0.129022,-0.123739,-0.292964
-0.042402,0.915831,-0.129022,0.083328,-0.201500
-0.042402,0.915831,-0.129022,0.049433,-0.201500
-0.042402,0.915831,-0.129022,0.090486,-0.018573
-0.042402,0.915831,-0.129022,-0.009436,0.164353
-0.042402,0.915831,-0.129022,0.004662,0.042402
-0.042402,0.915831,-0.129022,-0.066946,0.225329
-0.042402,0.915831,-0.129022,0.006509,0.316792
-0.042402,0.915831,-0.129022,-0.023885,0.072890
-0.042402,0.915831,-0.129022,-0.015388,-0.110037
-0.042402,0.915831,-0.129022,-0.029486,-0.445403
-0.042402,0.915831,-0.129022,0.025948,-0.323452
-0.042402,0.915831,-0.129022,-0.052398,-0.110037
-0.042402,0.915831,-0.129022,-0.014992,0.438744
-0.042402,0.915831,-0.129022,0.035240,0.591183
-0.042402,0.915831,-0.129022,0.077997,0.225329
-0.042402,0.915831,-0.129022,0.025948,-0.018573
-0.042402,0.915831,-0.129022,-0.000236,-0.262476
-0.042402,0.915831,-0.129022,-0.052398,-0.384427
-0.042387,0.915820,-0.129076,0.006509,-0.049076
-0.042387,0.915820,-0.129076,0.069053,0.011899
-0.042387,0.915820,-0.129076,-0.080330,0.499704
-0.042387,0.915820,-0.129076,-0.000557,0.286290
-0.042387,0.915820,-0.129076,0.013575,0.438729
-0.042387,0.915820,-0.129076,0.004969,0.042387
-0.042387,0.915820,-0.129076,-0.024322,0.103363
-0.042387,0.915820,-0.129076,-0.052398,-0.323467
-0.042387,0.915820,-0.129076,0.063753,-0.780784
-0.042387,0.915820,-0.129076,-0.037406,-0.414930
-0.042387,0.915820,-0.129076,-0.022024,-0.018589
-0.042387,0.915820,-0.129076,-0.015388,0.194826
-0.042387,0.915820,-0.129076,-0.038895,0.377753
-0.042387,0.915820,-0.129076,-0.080330,0.133850
-0.042387,0.915820,-0.129076,0.005259,-0.171028
-0.042387,0.915820,-0.129076,-0.074575,-0.110052
-0.042387,0.915820,-0.129076,0.033427,-0.475906
-0.042387,0.915820,-0.129076,-0.125699,-0.140540
-0.042387,0.915820,-0.129076,0.076211,-0.475906
-0.042387,0.915820,-0.129076,0.004662,-0.384442
-0.042369,0.915818,-0.129130,-0.007940,-0.323485
-0.042369,0.915818,-0.129130,0.069053,0.072857
-0.042369,0.915818,-0.129130,-0.043525,0.164320
-0.042369,0.915818,-0.129130,0.063753,0.499686
-0.042369,0.915818,-0.129130,-0.007940,0.042369
-0.042369,0.915818,-0.129130,0.040377,0.072857
-0.042369,0.915818,-0.129130,0.097535,-0.079582
-0.042369,0.915818,-0.129130,-0.015388,0.103345
-0.042369,0.915818,-0.129130,-0.024322,0.438711
-0.042369,0.915818,-0.129130,0.012011,0.316759
-0.042369,0.915818,-0.129130,-0.082253,0.042369
-0.042369,0.915818,-0.129130,0.006509,-0.049094
-0.042369,0.915818,-0.129130,0.013575,-0.262509
-0.042369,0.915818,-0.129130,0.028359,-0.171046
-0.042369,0.915818,-0.129130,-0.115929,-0.262509
-0.042369,0.915818,-0.129130,0.070856,-0.110070
-0.042369,0.915818,-0.129130,-0.007940,0.133832
-0.042369,0.915818,-0.129130,0.042450,-0.079582
-0.042369,0.915818,-0.129130,-0.043525,-0.262509
-0.042369,0.915818,-0.129130,0.013835,0.011881
-0.042355,0.915799,-0.129183,0.011741,0.194794
-0.042355,0.915799,-0.129183,0.006509,0.011868
-0.042355,0.915799,-0.129183,0.056619,-0.353986
-0.042355,0.915799,-0.129183,0.042320,-0.628377
-0.042355,0.915799,-0.129183,-0.007940,-0.353986
-0.042355,0.915799,-0.129183,-0.015388,0.072843
-0.042355,0.915799,-0.129183,-0.043006,0.103331
-0.042355,0.915799,-0.129183,-0.017256,0.164307
