I0,I1,I2,I3,I4
-0.043898,0.905578,-0.152699,-0.009801,0.013410
-0.043898,0.905578,-0.152699,-0.059959,-0.291468
-0.043898,0.905578,-0.152699,-0.029486,-0.139029
-0.043898,0.905578,-0.152699,0.004358,0.135362
-0.043898,0.905578,-0.152699,0.006212,0.196337
-0.043898,0.905578,-0.152699,-0.015388,0.135362
-0.043898,0.905578,-0.152699,-0.014992,-0.047565
-0.043898,0.905578,-0.152699,-0.052398,-0.108541
-0.043898,0.905578,-0.152699,-0.016853,-0.078053
-0.043900,0.905567,-0.152712,-0.080330,0.196339
-0.043900,0.905567,-0.152712,0.047617,0.196339
-0.043900,0.905567,-0.152712,0.106285,0.104875
-0.043900,0.905567,-0.152712,-0.030907,-0.047564
-0.043900,0.905567,-0.152712,0.042320,-0.291466
-0.043900,0.905567,-0.152712,-0.007592,-0.169515
-0.043900,0.905567,-0.152712,-0.059959,-0.017076
-0.043900,0.905567,-0.152712,0.047617,0.043900
-0.043900,0.905567,-0.152712,0.076143,0.257314
-0.043900,0.905567,-0.152712,0.011741,-0.078052
-0.043900,0.905567,-0.152712,-0.066946,-0.078052
-0.043900,0.905567,-0.152712,-0.022024,0.348778
-0.043900,0.905567,-0.152712,0.028178,0.074387
-0.043900,0.905567,-0.152712,-0.016853,0.318290
-0.043900,0.905567,-0.152712,0.061899,0.257314
-0.043900,0.905567,-0.152712,0.035073,0.165851
-0.043900,0.905567,-0.152712,-0.117882,0.287802
-0.043900,0.905567,-0.152712,0.042320,0.348778
-0.043900,0.905567,-0.152712,-0.074575,0.501217
-0.043900,0.905567,-0.152712,0.011741,0.104875
-0.043928,0.905551,-0.152724,0.042320,-0.199974
-0.043928,0.905551,-0.152724,0.011741,-0.443877
-0.043928,0.905551,-0.152724,-0.052398,-0.169486
-0.043928,0.905551,-0.152724,0.042450,-0.413389
-0.043928,0.905551,-0.152724,-0.050513,0.043928
-0.043928,0.905551,-0.152724,0.063753,0.074416
-0.043928,0.905551,-0.152724,-0.007592,-0.047535
-0.043928,0.905551,-0.152724,0.076211,-0.078023
-0.043928,0.905551,-0.152724,0.019066,-0.413389
-0.043928,0.905551,-0.152724,-0.067571,-0.138998
-0.043928,0.905551,-0.152724,0.027778,-0.321925
-0.043928,0.905551,-0.152724,0.040513,-0.138998
-0.043928,0.905551,-0.152724,0.026156,0.074416
-0.043928,0.905551,-0.152724,0.047617,0.226855
-0.043928,0.905551,-0.152724,-0.123739,0.013441
-0.043928,0.905551,-0.152724,-0.000557,-0.474364
-0.043928,0.905551,-0.152724,-0.066946,-0.169486
-0.043928,0.905551,-0.152724,-0.067571,-0.291438
-0.043928,0.905551,-0.152724,0.013575,-0.230462
-0.043928,0.905551,-0.152724,-0.066946,0.074416
-0.043964,0.905545,-0.152736,0.070856,0.196403
-0.043964,0.905545,-0.152736,-0.014992,0.379330
-0.043964,0.905545,-0.152736,0.106285,0.257379
-0.043964,0.905545,-0.152736,0.077997,0.074452
-0.043964,0.905545,-0.152736,0.069053,0.043964
-0.043964,0.905545,-0.152736,0.018838,-0.535304
-0.043964,0.905545,-0.152736,0.070856,-0.687743
-0.043964,0.905545,-0.152736,-0.057486,-0.413353
-0.043964,0.905545,-0.152736,0.021126,-0.108475
-0.043964,0.905545,-0.152736,0.063753,0.043964
-0.043964,0.905545,-0.152736,-0.024322,0.684209
-0.043964,0.905545,-0.152736,0.063753,0.257379
-0.043964,0.905545,-0.152736,0.035073,0.135428
-0.043964,0.905545,-0.152736,-0.058067,-0.138963
-0.043964,0.905545,-0.152736,0.097535,-0.352377
-0.043964,0.905545,-0.152736,-0.002729,-0.230426
-0.043964,0.905545,-0.152736,-0.009436,-0.017011
-0.043964,0.905545,-0.152736,0.019066,0.348843
-0.043964,0.905545,-0.152736,0.040513,0.226891
-0.043964,0.905545,-0.152736,-0.088509,0.104940
-0.044005,0.905527,-0.152748,0.090394,-0.169410
-0.044005,0.905527,-0.152748,-0.009436,0.135468
-0.044005,0.905527,-0.152748,-0.045400,0.165956
-0.044005,0.905527,-0.152748,0.042200,-0.077947
-0.044005,0.905527,-0.152748,0.063753,0.135468
-0.044005,0.905527,-0.152748,0.013575,0.044005
-0.044005,0.905527,-0.152748,-0.000557,0.135468
-0.044005,0.905527,-0.152748,-0.050513,-0.199898
-0.044005,0.905527,-0.152748,-0.044577,0.318395
-0.044005,0.905527,-0.152748,0.040377,0.135468
-0.044005,0.905527,-0.152748,0.069053,0.531810
-0.044005,0.905527,-0.152748,0.070856,0.287907
-0.044005,0.905527,-0.152748,-0.009801,-0.138922
-0.044005,0.905527,-0.152748,-0.038895,-0.169410
-0.044005,0.905527,-0.152748,-0.038399,-0.260874
-0.044005,0.905527,-0.152748,-0.066946,0.013517
-0.044005,0.905527,-0.152748,-0.050513,-0.077947
-0.044005,0.905527,-0.152748,-0.007592,-0.108435
-0.044005,0.905527,-0.152748,-0.082253,-0.016971
-0.044005,0.905527,-0.152748,0.070856,-0.077947
-0.044017,0.905518,-0.152761,-0.030907,0.379383
-0.044017,0.905518,-0.152761,0.021126,0.318407
-0.044017,0.905518,-0.152761,0.033427,0.409871
-0.044017,0.905518,-0.152761,-0.072663,0.135480
-0.044017,0.905518,-0.152761,0.054819,-0.108422
-0.044017,0.905518,-0.152761,0.035073,-0.474276
-0.044017,0.905518,-0.152761,0.083383,-0.535252
-0.044017,0.905518,-0.152761,-0.022024,-0.535252
-0.044017,0.905518,-0.152761,-0.024322,-0.108422
-0.044017,0.905518,-0.152761,-0.007592,-0.047447
-0.044017,0.905518,-0.152761,0.027976,-0.199886
-0.044017,0.905518,-0.152761,-0.065047,0.074505
-0.044017,0.905518,-0.152761,0.077997,0.074505
-0.044017,0.905518,-0.152761,0.069053,0.287919
-0.044017,0.905518,-0.152761,0.012011,0.440358
-0.044017,0.905518,-0.152761,-0.000557,0.196456
-0.044017,0.905518,-0.152761,-0.007592,0.257431
-0.044017,0.905518,-0.152761,-0.067571,-0.108422
-0.044017,0.905518,-0.152761,-0.029486,-0.199886
-0.044017,0.905518,-0.152761,0.042450,-0.321837
-0.044055,0.905500,-0.152773,0.083328,-0.108384
-0.044055,0.905500,-0.152773,-0.066946,0.074543
-0.044055,0.905500,-0.152773,0.033256,0.745275
-0.044055,0.905500,-0.152773,-0.072663,0.074543
-0.044055,0.905500,-0.152773,-0.031364,-0.108384
-0.044055,0.905500,-0.152773,0.035073,-0.108384
-0.044055,0.905500,-0.152773,-0.059959,-0.321799
-0.044055,0.905500,-0.152773,-0.074575,-0.199847
-0.044055,0.905500,-0.152773,-0.103170,-0.108384
-0.044055,0.905500,-0.152773,0.006509,0.135519
-0.044055,0.905500,-0.152773,-0.024322,-0.077896
-0.044055,0.905500,-0.152773,0.076211,-0.047408
-0.044055,0.905500,-0.152773,0.033256,0.044055
-0.044055,0.905500,-0.152773,-0.050513,-0.108384
-0.044055,0.905500,-0.152773,0.042320,0.166006
-0.044055,0.905500,-0.152773,-0.009801,0.257470
-0.044055,0.905500,-0.152773,0.026361,0.105031
-0.044055,0.905500,-0.152773,0.054819,-0.535213
-0.044055,0.905500,-0.152773,-0.009436,-0.443750
-0.044055,0.905500,-0.152773,0.013835,-0.413262
-0.044069,0.905469,-0.152785,-0.024322,0.257484
-0.044069,0.905469,-0.152785,-0.050513,0.318459
-0.044069,0.905469,-0.152785,-0.052398,0.348947
-0.044069,0.905469,-0.152785,0.056619,-0.382760
-0.044069,0.905469,-0.152785,-0.000236,-0.382760
-0.044069,0.905469,-0.152785,0.063753,-0.382760
-0.044069,0.905469,-0.152785,-0.014610,-0.230321
-0.044069,0.905469,-0.152785,0.006509,0.044069
-0.044069,0.905469,-0.152785,0.106285,0.348947
-0.044069,0.905469,-0.152785,-0.043006,0.562362
-0.044069,0.905469,-0.152785,-0.007592,0.074557
-0.044069,0.905469,-0.152785,-0.009436,-0.047394
-0.044069,0.905469,-0.152785,0.090486,-0.016907
-0.044069,0.905469,-0.152785,0.026361,0.044069
-0.044069,0.905469,-0.152785,0.069053,0.379435
-0.044069,0.905469,-0.152785,0.040513,0.775777
-0.044069,0.905469,-0.152785,0.047617,0.592850
-0.044069,0.905469,-0.152785,-0.007940,0.044069
-0.044069,0.905469,-0.152785,-0.058067,0.013581
-0.044069,0.905469,-0.152785,-0.007940,-0.169346
-0.044104,0.905447,-0.152798,0.069070,-0.138823
-0.044104,0.905447,-0.152798,0.019066,0.105079
-0.044104,0.905447,-0.152798,-0.038895,0.044104
-0.044104,0.905447,-0.152798,-0.002394,-0.077847
-0.044104,0.905447,-0.152798,0.040377,-0.260774
-0.044104,0.905447,-0.152798,-0.000236,-0.169311
-0.044104,0.905447,-0.152798,-0.014992,-0.047360
-0.044104,0.905447,-0.152798,-0.029035,-0.169311
-0.044104,0.905447,-0.152798,0.006212,-0.047360
-0.044104,0.905447,-0.152798,-0.050513,0.379470
-0.044104,0.905447,-0.152798,0.013835,0.166055
-0.044104,0.905447,-0.152798,-0.082253,0.044104
-0.044104,0.905447,-0.152798,-0.031364,0.105079
-0.044104,0.905447,-0.152798,-0.007940,0.318494
-0.044104,0.905447,-0.152798,0.099290,0.135567
-0.044104,0.905447,-0.152798,-0.072663,-0.047360
-0.044104,0.905447,-0.152798,0.054819,0.288006
-0.044104,0.905447,-0.152798,0.019066,0.105079
-0.044104,0.905447,-0.152798,0.021126,0.318494
-0.044104,0.905447,-0.152798,-0.031364,0.013616
-0.044132,0.905443,-0.152809,0.040513,-0.047332
-0.044132,0.905443,-0.152809,-0.014992,-0.321722
-0.044132,0.905443,-0.152809,0.040513,-0.108307
-0.044132,0.905443,-0.152809,-0.058067,0.013644
-0.044132,0.905443,-0.152809,-0.002394,-0.169283
-0.044132,0.905443,-0.152809,-0.007592,-0.169283
-0.044132,0.905443,-0.152809,-0.014992,-0.443673
-0.044132,0.905443,-0.152809,-0.073913,-0.352210
-0.044132,0.905443,-0.152809,0.013835,0.044132
-0.044132,0.905443,-0.152809,0.090486,0.288034
-0.044132,0.905443,-0.152809,0.005259,0.349010
-0.044132,0.905443,-0.152809,0.012011,0.166083
-0.044132,0.905443,-0.152809,-0.066946,-0.016844
-0.044132,0.905443,-0.152809,-0.029486,-0.047332
-0.044132,0.905443,-0.152809,0.049433,0.166083
-0.044132,0.905443,-0.152809,-0.108170,0.227059
-0.044132,0.905443,-0.152809,-0.038895,0.349010
-0.044132,0.905443,-0.152809,-0.002729,0.135595
-0.044132,0.905443,-0.152809,-0.059959,0.257546
-0.044132,0.905443,-0.152809,0.021126,-0.199771
-0.044163,0.905431,-0.152821,0.054819,-0.016813
-0.044163,0.905431,-0.152821,0.090486,0.135626
-0.044163,0.905431,-0.152821,0.011741,0.684407
-0.044163,0.905431,-0.152821,-0.080330,0.379529
-0.044163,0.905431,-0.152821,0.099290,0.257578
-0.044163,0.905431,-0.152821,0.040513,-0.016813
-0.044163,0.905431,-0.152821,-0.072663,-0.138764
-0.044163,0.905431,-0.152821,-0.007592,-0.230228
-0.044163,0.905431,-0.152821,-0.080330,-0.321691
-0.044163,0.905431,-0.152821,0.049522,-0.138764
-0.044163,0.905431,-0.152821,0.013835,0.105138
-0.044163,0.905431,-0.152821,0.019066,0.349041
-0.044163,0.905431,-0.152821,-0.067571,0.501480
-0.044163,0.905431,-0.152821,0.033089,0.227090
-0.044163,0.905431,-0.152821,0.040377,0.074651
-0.044163,0.905431,-0.152821,-0.029486,-0.138764
-0.044163,0.905431,-0.152821,-0.050513,-0.169252
-0.044163,0.905431,-0.152821,-0.014992,-0.230228
-0.044163,0.905431,-0.152821,-0.009070,0.166114
-0.044163,0.905431,-0.152821,0.076211,-0.199740
-0.044200,0.905412,-0.152833,0.085101,-0.352141
-0.044200,0.905412,-0.152833,-0.101234,-0.260678
-0.044200,0.905412,-0.152833,0.033256,-0.291166
-0.044200,0.905412,-0.152833,-0.007592,-0.413117
-0.044200,0.905412,-0.152833,-0.023885,-0.108239
-0.044200,0.905412,-0.152833,0.006212,0.257615
-0.044200,0.905412,-0.152833,-0.110922,0.166152
-0.044200,0.905412,-0.152833,-0.007592,-0.047263
-0.044200,0.905412,-0.152833,0.063753,-0.077751
-0.044200,0.905412,-0.152833,0.020897,0.074688
-0.044200,0.905412,-0.152833,-0.016454,0.105176
-0.044200,0.905412,-0.152833,-0.082253,-0.077751
-0.044200,0.905412,-0.152833,0.027778,-0.077751
-0.044200,0.905412,-0.152833,0.077997,-0.230190
-0.044200,0.905412,-0.152833,-0.074575,-0.352141
-0.044200,0.905412,-0.152833,-0.031364,-0.230190
-0.044200,0.905412,-0.152833,-0.065047,-0.047263
-0.044200,0.905412,-0.152833,0.013835,0.074688
-0.044200,0.905412,-0.152833,-0.052398,0.013713
-0.044200,0.905412,-0.152833,-0.043006,-0.016775
-0.044190,0.905407,-0.152845,-0.125699,-0.138737
-0.044190,0.905407,-0.152845,-0.067571,-0.199712
-0.044190,0.905407,-0.152845,-0.074575,-0.077761
-0.044190,0.905407,-0.152845,0.132967,0.013702
-0.044190,0.905407,-0.152845,0.013835,0.471020
-0.044190,0.905407,-0.152845,-0.123739,0.501508
-0.044190,0.905407,-0.152845,-0.007592,0.196629
-0.044190,0.905407,-0.152845,-0.066946,0.105166
-0.044190,0.905407,-0.152845,-0.014610,0.013702
-0.044190,0.905407,-0.152845,0.021126,0.074678
-0.044190,0.905407,-0.152845,0.011741,-0.077761
-0.044190,0.905407,-0.152845,-0.074575,0.166142
-0.044190,0.905407,-0.152845,0.083328,0.379556
-0.044190,0.905407,-0.152845,-0.015388,0.105166
-0.044190,0.905407,-0.152845,0.063753,0.166142
-0.044190,0.905407,-0.152845,-0.038895,-0.199712
-0.044190,0.905407,-0.152845,-0.043006,-0.169225
-0.044190,0.905407,-0.152845,0.004662,0.044190
-0.044190,0.905407,-0.152845,0.047723,0.196629
-0.044190,0.905407,-0.152845,0.004662,0.471020
-0.044208,0.905387,-0.152857,-0.000236,0.653965
-0.044208,0.905387,-0.152857,-0.000557,0.196647
-0.044208,0.905387,-0.152857,0.027778,0.074696
-0.044208,0.905387,-0.152857,-0.016853,-0.504573
-0.044208,0.905387,-0.152857,-0.031364,-0.291158
-0.044208,0.905387,-0.152857,-0.059959,-0.138719
-0.044208,0.905387,-0.152857,-0.043006,-0.016768
-0.044208,0.905387,-0.152857,0.063753,0.013720
-0.044208,0.905387,-0.152857,0.004662,0.013720
-0.044208,0.905387,-0.152857,-0.016853,-0.230182
-0.044208,0.905387,-0.152857,0.013835,-0.717987
-0.044208,0.905387,-0.152857,0.004662,-0.443597
-0.044208,0.905387,-0.152857,0.040513,-0.230182
-0.044208,0.905387,-0.152857,0.083328,-0.077743
-0.044208,0.905387,-0.152857,-0.082253,0.044208
-0.044208,0.905387,-0.152857,0.040513,-0.260670
-0.044208,0.905387,-0.152857,0.049433,-0.443597
-0.044208,0.905387,-0.152857,-0.082253,-0.474085
-0.044208,0.905387,-0.152857,0.049433,-0.108231
-0.044208,0.905387,-0.152857,-0.088509,0.349086
-0.044243,0.905375,-0.152869,-0.000557,0.806438
-0.044243,0.905375,-0.152869,0.083383,0.196682
-0.044243,0.905375,-0.152869,-0.024322,-0.016733
-0.044243,0.905375,-0.152869,0.006509,-0.169172
-0.044243,0.905375,-0.152869,0.025948,-0.016733
-0.044243,0.905375,-0.152869,0.035073,0.166194
-0.044243,0.905375,-0.152869,0.083328,0.227170
-0.044243,0.905375,-0.152869,0.070856,0.318633
-0.044243,0.905375,-0.152869,0.090486,0.288145
-0.044243,0.905375,-0.152869,0.013835,0.227170
-0.044243,0.905375,-0.152869,-0.000878,-0.474050
-0.044243,0.905375,-0.152869,-0.000236,-0.108196
-0.044243,0.905375,-0.152869,-0.015388,-0.108196
-0.044243,0.905375,-0.152869,0.077997,-0.108196
-0.044243,0.905375,-0.152869,-0.085883,-0.016733
-0.044243,0.905375,-0.152869,-0.030907,0.044243
-0.044243,0.905375,-0.152869,0.026156,0.135706
-0.044243,0.905375,-0.152869,0.077997,0.013755
-0.044243,0.905375,-0.152869,0.077997,0.227170
-0.044243,0.905375,-0.152869,-0.031364,0.105218
-0.044249,0.905361,-0.152882,-0.017256,-0.138677
-0.044249,0.905361,-0.152882,0.040513,-0.260629
-0.044249,0.905361,-0.152882,-0.014992,-0.321604
-0.044249,0.905361,-0.152882,-0.065047,-0.321604
-0.044249,0.905361,-0.152882,0.018838,-0.016726
-0.044249,0.905361,-0.152882,-0.009801,0.471079
-0.044249,0.905361,-0.152882,0.063753,0.318640
-0.044249,0.905361,-0.152882,0.054819,0.532055
-0.044249,0.905361,-0.152882,-0.007940,0.105225
-0.044249,0.905361,-0.152882,0.021126,-0.230141
-0.044249,0.905361,-0.152882,0.040377,-0.839897
-0.044249,0.905361,-0.152882,-0.043525,-0.321604
-0.044249,0.905361,-0.152882,-0.072663,-0.016726
-0.044249,0.905361,-0.152882,-0.074575,0.044249
-0.044249,0.905361,-0.152882,0.047617,-0.138677
-0.044249,0.905361,-0.152882,0.090486,-0.321604
-0.044249,0.905361,-0.152882,-0.016853,-0.169165
-0.044249,0.905361,-0.152882,-0.009436,-0.443556
-0.044249,0.905361,-0.152882,0.021126,-0.077702
-0.044249,0.905361,-0.152882,-0.031364,-0.047214
-0.044258,0.905327,-0.152894,-0.043006,-0.108181
-0.044258,0.905327,-0.152894,-0.007940,0.532064
-0.044258,0.905327,-0.152894,-0.031364,0.501576
-0.044258,0.905327,-0.152894,-0.093536,0.044258
-0.044258,0.905327,-0.152894,-0.059371,-0.169156
-0.044258,0.905327,-0.152894,0.035240,0.135722
-0.044258,0.905327,-0.152894,0.004662,0.074746
-0.044258,0.905327,-0.152894,-0.015388,0.410112
-0.044258,0.905327,-0.152894,-0.022024,0.227185
-0.044258,0.905327,-0.152894,-0.082253,0.349137
-0.044258,0.905327,-0.152894,0.027778,0.196698
-0.044258,0.905327,-0.152894,0.011741,-0.016717
-0.044258,0.905327,-0.152894,-0.014992,0.196698
-0.044258,0.905327,-0.152894,-0.031364,-0.077693
-0.044258,0.905327,-0.152894,0.056619,0.227185
-0.044258,0.905327,-0.152894,-0.022024,0.013771
-0.044258,0.905327,-0.152894,-0.022024,-0.047205
-0.044258,0.905327,-0.152894,-0.024322,-0.077693
-0.044258,0.905327,-0.152894,-0.009801,0.471088
-0.044258,0.905327,-0.152894,0.040377,0.501576
-0.044307,0.905302,-0.152907,0.013835,0.257722
-0.044307,0.905302,-0.152907,-0.108170,-0.138620
-0.044307,0.905302,-0.152907,0.004358,-0.565449
-0.044307,0.905302,-0.152907,0.035073,-0.900815
-0.044307,0.905302,-0.152907,0.004358,-0.687401
-0.044307,0.905302,-0.152907,0.113825,-0.352034
-0.044307,0.905302,-0.152907,-0.037009,0.318698
-0.044307,0.905302,-0.152907,0.069053,0.532112
-0.044307,0.905302,-0.152907,0.025948,0.440649
-0.044307,0.905302,-0.152907,-0.052398,0.288210
-0.044307,0.905302,-0.152907,-0.074575,-0.016668
-0.044307,0.905302,-0.152907,-0.031364,0.074795
-0.044307,0.905302,-0.152907,0.092249,-0.199595
-0.044307,0.905302,-0.152907,-0.115929,0.013819
-0.044307,0.905302,-0.152907,0.054819,-0.138620
-0.044307,0.905302,-0.152907,0.047617,-0.108132
-0.044307,0.905302,-0.152907,-0.052398,-0.321547
-0.044307,0.905302,-0.152907,0.040377,0.105283
-0.044307,0.905302,-0.152907,-0.000236,0.044307
-0.044307,0.905302,-0.152907,-0.002729,0.257722
-0.044316,0.905287,-0.152919,-0.067571,-0.047147
-0.044316,0.905287,-0.152919,0.025948,-0.504464
-0.044316,0.905287,-0.152919,0.035073,-0.504464
-0.044316,0.905287,-0.152919,-0.022024,-0.565440
-0.044316,0.905287,-0.152919,-0.037406,-0.199586
-0.044316,0.905287,-0.152919,0.026559,0.074804
-0.044316,0.905287,-0.152919,0.025948,0.623585
-0.044316,0.905287,-0.152919,-0.009436,0.318707
-0.044316,0.905287,-0.152919,-0.023885,0.379682
-0.044316,0.905287,-0.152919,0.106285,0.318707
-0.044316,0.905287,-0.152919,0.040513,-0.108123
-0.044316,0.905287,-0.152919,-0.002394,-0.291050
-0.044316,0.905287,-0.152919,0.042320,-0.321537
-0.044316,0.905287,-0.152919,0.054819,0.227243
-0.044316,0.905287,-0.152919,0.013575,0.318707
-0.044316,0.905287,-0.152919,0.026559,0.135780
-0.044316,0.905287,-0.152919,-0.074575,-0.382513
-0.044316,0.905287,-0.152919,-0.031364,-0.199586
-0.044316,0.905287,-0.152919,0.076211,-0.199586
-0.044316,0.905287,-0.152919,-0.052954,0.349195
-0.044351,0.905269,-0.152932,0.083328,0.013863
-0.044351,0.905269,-0.152932,0.119074,-0.291015
-0.044351,0.905269,-0.152932,-0.051062,-0.443454
-0.044351,0.905269,-0.152932,-0.052954,-0.199552
-0.044351,0.905269,-0.152932,0.033427,0.196790
-0.044351,0.905269,-0.152932,0.033427,0.349229
-0.044351,0.905269,-0.152932,0.056619,0.410205
-0.044351,0.905269,-0.152932,-0.117882,0.227278
-0.044351,0.905269,-0.152932,0.006799,0.044351
-0.044351,0.905269,-0.152932,0.042320,0.074839
-0.044351,0.905269,-0.152932,-0.015388,0.013863
-0.044351,0.905269,-0.152932,0.042450,-0.108088
-0.044351,0.905269,-0.152932,-0.031364,0.044351
-0.044351,0.905269,-0.152932,0.113825,-0.016625
-0.044351,0.905269,-0.152932,-0.065665,-0.016625
-0.044351,0.905269,-0.152932,-0.007940,-0.047113
-0.044351,0.905269,-0.152932,0.106285,-0.169064
-0.044351,0.905269,-0.152932,0.040513,-0.169064
-0.044351,0.905269,-0.152932,-0.095452,-0.291015
-0.044351,0.905269,-0.152932,-0.015388,0.013863
-0.044358,0.905250,-0.152946,0.025948,-0.108081
-0.044358,0.905250,-0.152946,-0.002729,-0.108081
-0.044358,0.905250,-0.152946,0.021126,0.013870
-0.044358,0.905250,-0.152946,-0.007940,-0.138569
-0.044358,0.905250,-0.152946,-0.038895,-0.351984
-0.044358,0.905250,-0.152946,0.004358,-0.199545
-0.044358,0.905250,-0.152946,-0.009801,0.074846
-0.044358,0.905250,-0.152946,0.047617,-0.260520
-0.044358,0.905250,-0.152946,-0.022024,-0.656862
-0.044358,0.905250,-0.152946,0.063753,-0.443447
-0.044358,0.905250,-0.152946,0.047617,-0.230033
-0.044358,0.905250,-0.152946,-0.016853,0.288260
-0.044358,0.905250,-0.152946,-0.009801,0.379724
-0.044358,0.905250,-0.152946,0.004662,0.471187
-0.044358,0.905250,-0.152946,0.025948,-0.108081
-0.044358,0.905250,-0.152946,-0.015388,-0.260520
-0.044358,0.905250,-0.152946,0.035073,-0.595886
-0.044358,0.905250,-0.152946,0.097535,-0.291008
-0.044358,0.905250,-0.152946,-0.058067,-0.138569
-0.044358,0.905250,-0.152946,-0.007592,0.227285
-0.044387,0.905231,-0.152959,-0.009436,0.318778
-0.044387,0.905231,-0.152959,0.056619,-0.016588
-0.044387,0.905231,-0.152959,-0.015388,-0.199515
-0.044387,0.905231,-0.152959,0.006509,-0.260491
-0.044387,0.905231,-0.152959,0.004662,0.044387
-0.044387,0.905231,-0.152959,0.027778,0.135851
-0.044387,0.905231,-0.152959,-0.044577,0.349266
-0.044387,0.905231,-0.152959,0.092249,0.379753
-0.044387,0.905231,-0.152959,0.027778,0.318778
-0.044387,0.905231,-0.152959,-0.007940,0.227314
-0.044387,0.905231,-0.152959,0.090486,-0.382442
-0.044387,0.905231,-0.152959,0.054819,-0.077564
-0.044387,0.905231,-0.152959,0.042320,-0.047076
-0.044387,0.905231,-0.152959,-0.052398,0.196827
-0.044387,0.905231,-0.152959,-0.082253,0.227314
-0.044387,0.905231,-0.152959,0.099290,0.135851
-0.044387,0.905231,-0.152959,-0.000236,0.105363
-0.044387,0.905231,-0.152959,-0.066946,0.013900
-0.044387,0.905231,-0.152959,0.070856,0.501705
-0.044387,0.905231,-0.152959,0.006212,-0.199515
-0.044409,0.905217,-0.152972,-0.022024,-0.077543
-0.044409,0.905217,-0.152972,0.011741,-0.351933
-0.044409,0.905217,-0.152972,0.011741,-0.443397
-0.044409,0.905217,-0.152972,-0.065047,-0.229982
-0.044409,0.905217,-0.152972,0.035073,-0.077543
-0.044409,0.905217,-0.152972,0.027778,0.166360
-0.044409,0.905217,-0.152972,0.061854,0.013921
-0.044409,0.905217,-0.152972,0.076194,0.135872
-0.044409,0.905217,-0.152972,0.092249,-0.382421
-0.044409,0.905217,-0.152972,-0.014610,-0.473884
-0.044409,0.905217,-0.152972,-0.029486,-0.565348
-0.044409,0.905217,-0.152972,-0.082253,0.013921
-0.044409,0.905217,-0.152972,0.090486,0.440750
-0.044409,0.905217,-0.152972,0.054819,0.806604
-0.044409,0.905217,-0.152972,0.049433,0.715141
-0.044409,0.905217,-0.152972,-0.050513,0.227335
-0.044409,0.905217,-0.152972,0.026156,0.135872
-0.044409,0.905217,-0.152972,-0.007592,-0.016567
-0.044409,0.905217,-0.152972,-0.037009,0.105384
-0.044409,0.905217,-0.152972,0.076211,-0.443397
-0.044432,0.905205,-0.152987,0.133247,-0.108007
-0.044432,0.905205,-0.152987,-0.072663,-0.473861
-0.044432,0.905205,-0.152987,0.054819,0.074920
-0.044432,0.905205,-0.152987,0.014856,0.166383
-0.044432,0.905205,-0.152987,-0.136648,0.166383
-0.044432,0.905205,-0.152987,-0.009801,0.440773
-0.044432,0.905205,-0.152987,0.049433,-0.047032
-0.044432,0.905205,-0.152987,0.070856,-0.108007
-0.044432,0.905205,-0.152987,0.035240,-0.077520
-0.044432,0.905205,-0.152987,-0.052398,-0.229959
-0.044432,0.905205,-0.152987,-0.031364,-0.047032
-0.044432,0.905205,-0.152987,-0.082253,0.227359
-0.044432,0.905205,-0.152987,-0.023885,0.440773
-0.044432,0.905205,-0.152987,0.054819,0.562725
-0.044432,0.905205,-0.152987,-0.038399,0.532237
-0.044432,0.905205,-0.152987,0.021126,0.135895
-0.044432,0.905205,-0.152987,-0.023885,-0.229959
-0.044432,0.905205,-0.152987,-0.015388,-0.595812
-0.044432,0.905205,-0.152987,-0.009436,-0.229959
-0.044432,0.905205,-0.152987,0.056619,-0.473861
-0.044443,0.905178,-0.153001,0.021126,0.196882
-0.044443,0.905178,-0.153001,-0.058067,0.379809
-0.044443,0.905178,-0.153001,-0.031836,-0.016533
-0.044443,0.905178,-0.153001,-0.029486,0.166394
-0.044443,0.905178,-0.153001,0.083328,-0.077508
-0.044443,0.905178,-0.153001,-0.072663,0.013955
-0.044443,0.905178,-0.153001,-0.024322,-0.321411
-0.044443,0.905178,-0.153001,-0.058067,-0.168972
-0.044443,0.905178,-0.153001,-0.038895,-0.321411
-0.044443,0.905178,-0.153001,0.020897,-0.138484
-0.044443,0.905178,-0.153001,0.035073,-0.107996
-0.044443,0.905178,-0.153001,-0.000557,-0.138484
-0.044443,0.905178,-0.153001,0.049614,-0.412874
-0.044443,0.905178,-0.153001,0.063753,-0.351899
-0.044443,0.905178,-0.153001,-0.007592,-0.321411
-0.044443,0.905178,-0.153001,-0.080330,-0.412874
-0.044443,0.905178,-0.153001,0.040513,-0.290923
-0.044443,0.905178,-0.153001,-0.082253,-0.047021
-0.044443,0.905178,-0.153001,0.076211,0.105418
-0.044443,0.905178,-0.153001,-0.072663,0.196882
-0.044463,0.905164,-0.153016,-0.066946,0.288366
-0.044463,0.905164,-0.153016,-0.007592,0.227390
-0.044463,0.905164,-0.153016,0.070856,0.135926
-0.044463,0.905164,-0.153016,0.033256,-0.016513
-0.044463,0.905164,-0.153016,-0.050513,0.135926
-0.044463,0.905164,-0.153016,-0.007940,0.227390
-0.044463,0.905164,-0.153016,-0.016853,0.501780
-0.044463,0.905164,-0.153016,-0.016454,0.654219
-0.044463,0.905164,-0.153016,-0.014610,0.623732
-0.044463,0.905164,-0.153016,-0.031364,0.684707
