I0,I1,I2
0.033936,0.072510,0.978027
-0.017334,0.094482,0.989746
-0.004150,0.068359,0.944092
-0.085449,0.050293,0.932129
-0.097412,0.041016,0.961914
-0.006836,0.092285,0.986572
0.077881,0.107910,0.997559
-0.074219,0.061279,0.947754
-0.081787,0.076904,0.972412
0.034424,0.126709,1.013184
0.102295,0.110840,1.007568
-0.083496,0.074463,0.939697
-0.012695,0.068359,0.974365
0.022461,0.130127,0.983887
0.034424,0.099365,0.988770
-0.089355,0.093506,0.982422
-0.045654,0.080322,0.969482
0.012695,0.132813,0.987549
0.052734,0.098877,1.010742
-0.088379,0.072266,0.962158
-0.086670,0.107178,0.969727
0.032471,0.191162,1.020752
0.035645,0.102783,0.970703
-0.104492,0.031738,0.919922
-0.004395,0.157715,1.018066
0.016846,0.128174,0.953369
-0.054199,0.069336,0.968506
-0.151123,0.112793,0.988525
-0.032471,0.126709,1.006836
0.043701,0.137207,0.998291
-0.018311,0.062012,0.967041
-0.098633,0.090088,0.979980
-0.024902,0.103271,0.952881
0.008057,0.107666,0.957031
0.011475,0.129150,1.014893
0.059570,0.158691,1.022705
-0.005371,0.149414,0.991455
-0.041992,0.085938,0.973389
-0.105469,0.125732,1.017578
0.094727,0.148193,1.036865
0.041260,0.147461,0.975830
0.001709,0.113770,0.980713
-0.149170,0.112305,1.029785
-0.065430,0.118408,1.004883
0.026611,0.245605,0.987305
0.079590,0.190674,0.973389
-0.061523,0.135254,1.028809
0.015625,0.085205,1.001709
0.007080,0.255127,0.988281
-0.028320,0.185791,0.953125
-0.019287,0.136475,1.030518
0.073975,0.150146,1.053467
0.002441,0.218018,1.030273
-0.072998,0.180420,0.965820
-0.047607,0.157715,1.007324
0.040283,0.157471,1.066650
0.037598,0.196777,1.053955
0.047607,0.163818,0.977539
-0.051758,0.142334,0.982422
-0.010010,0.159912,1.087402
0.083984,0.194092,1.065918
0.029053,0.141602,0.966553
-0.163574,0.126709,0.962158
-0.121338,0.061035,0.985352
-0.039795,0.120850,1.022705
0.031006,0.193848,1.023926
-0.107666,0.115234,0.960449
-0.102783,0.090332,1.007813
0.046631,0.172852,1.035400
0.035889,0.138916,0.976807
-0.028076,0.068359,0.955811
-0.076904,0.104004,0.990967
-0.001465,0.095703,0.963135
0.009033,0.151123,1.002197
-0.043213,0.126953,0.969482
-0.059570,0.101563,0.995117
-0.083008,0.125488,0.980957
-0.013428,0.191650,1.038574
0.068359,0.168701,1.012695
0.051514,0.082764,0.976074
-0.095947,0.104004,0.978027
-0.047119,0.120117,0.977295
0.007568,0.213379,1.037842
-0.011719,0.125488,0.981689
-0.032227,0.119385,0.999512
-0.045898,0.131836,0.998291
-0.049805,0.081543,0.969482
0.007813,0.114014,0.966309
0.005371,0.093018,0.969971
-0.062256,0.108643,1.005127
-0.015869,0.149170,1.061035
0.015869,0.163818,1.015137
0.033691,0.072510,0.927246
0.037109,0.093994,1.012451
-0.010986,0.145752,0.999512
0.016602,0.066650,0.935059
