I0,I1,I2
0.036621,0.155518,1.019775
0.028076,0.183105,1.011719
-0.131836,0.075684,0.972412
-0.032959,0.060547,0.959473
0.035400,0.173584,1.045898
-0.139160,0.087158,0.962158
-0.144775,0.030518,0.965576
-0.002930,0.096436,0.999268
0.002930,0.149902,1.042480
-0.180420,0.079102,0.987305
-0.060059,0.045410,1.003906
0.031250,0.161377,1.055664
0.021240,0.115234,1.005615
-0.101563,0.035400,0.955811
-0.023193,0.105469,1.037842
-0.008545,0.094971,0.969238
-0.064453,0.041748,0.958008
-0.050537,0.068604,0.963867
0.002197,0.077881,0.969482
-0.069092,0.097900,1.008301
-0.030029,0.065918,0.947754
0.020752,0.117920,0.974121
-0.032227,0.053467,0.941162
-0.058105,0.037109,0.934326
0.000977,0.048584,0.945557
-0.085938,0.055664,0.929443
-0.032715,0.039551,0.979736
-0.063232,0.088135,0.965332
-0.072021,0.038086,0.975830
-0.030273,0.017822,0.945068
0.038818,0.047363,0.943604
-0.091309,0.069580,0.976074
-0.005859,0.037354,1.010498
0.057129,0.057617,0.964844
-0.052490,0.072998,0.968994
-0.115234,-0.012695,0.946777
-0.009766,0.052734,0.990234
0.039551,0.015625,0.941406
-0.123291,0.027344,0.949951
0.009033,0.056152,0.983643
0.083008,0.092041,0.993408
0.003418,0.038330,0.971924
-0.103760,0.061523,0.968262
0.020264,0.069580,0.978271
0.003174,0.041504,0.972168
-0.101807,0.045898,0.991699
-0.052979,0.026123,0.943848
-0.015381,0.049561,0.964844
-0.067871,0.104004,1.019775
0.007324,-0.010010,0.927002
-0.007324,0.062500,0.966309
0.015869,0.083740,0.985107
-0.013428,0.048584,0.956787
0.003906,-0.011475,0.939453
-0.056396,0.065918,0.963867
-0.046875,0.051270,0.958252
-0.084473,0.038574,0.951416
-0.076660,0.021973,0.952148
-0.104736,0.072021,0.963623
-0.024902,0.096436,0.988770
-0.052246,0.066406,0.927979
-0.050781,0.050293,0.969238
-0.039551,0.116211,1.008789
0.013184,0.076172,0.975586
-0.044189,0.103027,0.996094
0.010254,0.090332,1.005371
-0.063477,0.055176,0.979980
-0.068848,0.088135,1.020508
0.046875,0.117432,1.005371
-0.045410,0.099854,0.989258
-0.050293,0.055176,0.996338
0.026123,0.100830,1.036133
-0.008789,0.150879,1.014160
-0.102783,0.123535,1.005371
-0.040039,0.136475,1.029053
0.036377,0.135986,1.015381
-0.088135,0.116943,0.974854
-0.068604,0.128418,1.007324
0.023682,0.153809,0.994141
0.023438,0.113770,0.975586
-0.079102,0.106689,0.982178
0.003662,0.128906,0.987061
-0.004883,0.155518,0.981689
-0.063965,0.151367,1.026123
-0.021484,0.114990,1.001221
0.023926,0.161621,0.990234
-0.096924,0.166748,0.994873
-0.097168,0.105713,0.998291
0.000977,0.118896,1.020020
-0.066650,0.197266,1.007813
-0.056885,0.136475,0.986084
-0.047119,0.165039,1.054443
0.011719,0.203125,1.082764
-0.094971,0.210938,1.017334
-0.056396,0.137207,1.006836
0.018555,0.167725,1.070068
-0.005127,0.166504,1.031006
-0.128418,0.151855,0.993652
-0.094727,0.153320,1.053711
0.047119,0.163818,1.075195
-0.019287,0.188477,0.998535
-0.089600,0.128174,0.994141
-0.040039,0.119629,1.011719
0.089355,0.134766,1.045166
-0.090088,0.233887,1.066650
-0.028809,0.132324,1.000000
-0.000488,0.101563,0.982422
-0.037354,0.165771,1.054932
-0.097412,0.169434,1.016846
0.017578,0.147217,0.973877
-0.008057,0.160645,0.995361
-0.071045,0.137939,1.010742
-0.067871,0.156006,0.998291
-0.000488,0.177246,0.994629
-0.034180,0.140381,0.982910
-0.041748,0.156738,1.027344
-0.010986,0.159668,1.020264
-0.053467,0.120361,0.964844
-0.018555,0.091797,0.967285
-0.065918,0.139160,1.002441
-0.025635,0.087646,0.998535
-0.038574,0.086914,0.989502
-0.011475,0.107910,0.998779
-0.062988,0.076172,0.985596
-0.027832,0.094238,1.033447
0.001709,0.092773,1.005859
-0.052490,0.073975,0.974365
-0.084717,0.049072,0.980713
0.014648,0.067383,1.009766
-0.054199,0.156006,1.045410
-0.101807,0.125000,1.013916
-0.023682,0.050537,0.965820
-0.041748,0.020996,0.941895
-0.155273,0.080078,0.968750
0.029785,0.130371,1.028320
0.054932,0.137207,0.996582
-0.103271,0.041504,0.938965
-0.017578,0.085449,0.971680
0.101318,0.125977,0.984863
-0.109619,0.116455,0.989502
-0.076172,0.088135,0.980225
0.081787,0.096680,0.942871
-0.036621,0.052002,0.936768
-0.120117,0.040771,0.958984
0.021729,0.134033,0.990234
0.012451,0.135742,0.956787
-0.033936,0.037354,0.967041
0.015381,0.075928,0.987793
0.059326,0.088623,0.981689
-0.071533,0.067871,0.961914
-0.067871,0.011963,0.965088
-0.065674,0.045410,1.002686
-0.026123,0.042725,0.991455
-0.084961,0.069092,0.998535
-0.113770,0.064453,1.003418
-0.007080,0.039307,1.007813
0.034668,0.091309,1.046387
-0.081299,0.096924,0.982666
-0.114746,0.054932,0.966064
0.004883,0.014404,0.998291
-0.014160,0.027832,0.979492
-0.105713,0.059814,0.941406
-0.081543,0.061279,0.933350
-0.021484,0.031982,0.949463
0.012695,0.034424,0.957031
-0.031006,0.060547,0.930908
-0.139404,0.075928,0.905762
0.033691,0.071289,0.968994
0.078613,0.089111,0.990479
-0.101318,0.093018,0.947021
-0.101318,0.054199,0.917969
-0.011230,0.052002,0.937744
-0.056885,0.079346,0.987061
-0.022705,0.079346,0.993896
-0.034912,0.112549,0.988037
-0.103516,0.059814,0.974121
-0.038574,0.057373,1.005859
0.010986,0.023193,0.984131
-0.085693,0.047363,0.969971
-0.069824,0.069824,1.001953
-0.006836,0.097412,1.064697
