I0,I1,I2
-0.112061,0.066162,1.020264
-0.080566,0.072754,1.027344
-0.011719,0.045166,0.993652
-0.057861,0.066162,1.029785
-0.060547,0.077881,1.048584
-0.013184,0.085693,1.006836
-0.005371,0.057617,0.991943
-0.049316,0.067871,0.994629
-0.001465,0.059570,0.989746
-0.041016,0.073730,0.970947
-0.097656,0.095215,1.011475
-0.041016,0.058838,0.968750
-0.066895,0.063721,0.926758
-0.023438,0.072754,0.990723
-0.038818,0.126953,0.996826
-0.048828,0.077393,0.935059
-0.054932,0.012939,0.952637
-0.081055,0.060059,0.983398
-0.037354,0.114990,0.985352
-0.106934,0.090820,0.960938
-0.059326,0.039795,0.997314
-0.031738,0.092285,0.997559
-0.054199,0.094971,0.993652
-0.103271,0.033691,0.979004
-0.083252,0.032715,0.987305
-0.031006,0.067383,0.996582
-0.027344,0.058838,0.994141
-0.050537,0.071777,1.035645
0.028320,0.043945,1.015869
0.005859,0.053223,1.009033
-0.125977,0.066650,1.017334
-0.064941,0.033447,1.007080
0.059814,-0.014404,0.933350
-0.159668,0.046631,0.948486
-0.153320,0.029297,0.990967
0.055664,-0.014160,0.959473
-0.074463,0.124756,1.027100
-0.046143,0.051025,0.971191
0.016602,-0.004883,0.903320
-0.048096,0.067139,0.986328
-0.029785,0.027344,0.956055
0.071289,0.048340,0.971191
-0.052002,0.067627,0.927490
-0.060059,0.023193,0.951172
-0.026855,0.058105,0.978516
0.024902,-0.011719,0.932129
-0.117920,0.069092,0.944092
-0.006104,0.019775,0.972168
-0.047852,0.074219,0.990479
0.030762,-0.003662,0.951904
0.001953,0.060303,0.967773
-0.014404,-0.024414,0.896729
-0.062744,0.058350,0.984131
-0.013428,-0.036377,0.937500
-0.124268,0.034668,0.989258
-0.081543,0.094727,1.008301
-0.016846,0.054688,0.976074
-0.039551,0.010742,0.945557
-0.079346,-0.031250,0.921875
-0.066406,0.038574,1.017334
-0.014648,0.024170,0.987793
0.018555,0.026123,0.980469
-0.079346,0.028076,0.986084
-0.069092,-0.000244,0.989990
-0.042480,0.065674,1.002197
-0.073975,0.068359,0.979248
-0.052246,0.024658,1.015869
-0.027100,0.008545,0.981934
-0.096924,0.041504,0.963379
-0.062744,0.068359,0.982910
-0.049805,0.053467,0.986572
-0.032715,0.041748,0.985107
-0.006104,0.069580,0.957275
-0.047607,0.099121,0.936279
-0.011230,0.113037,1.013428
-0.035400,0.071289,0.968994
-0.117676,0.095947,0.956055
-0.087158,0.172607,0.998779
0.017090,0.067871,0.966553
-0.068604,0.069824,0.957520
-0.025635,0.183838,1.043457
0.034424,0.154785,1.010010
-0.051514,0.061523,0.955078
-0.057129,0.112061,1.018555
0.032471,0.174072,1.045166
0.002197,0.131104,1.000732
-0.179688,0.053467,0.965820
-0.087891,0.106689,1.032959
0.010498,0.116943,1.012939
-0.123779,0.090332,0.996582
-0.145020,0.150146,1.048340
0.026123,0.184814,1.066162
-0.052246,0.088379,1.004395
-0.123047,0.063721,1.023438
-0.065674,0.187500,1.043701
-0.051514,0.198730,1.025635
-0.108887,0.026367,0.978516
-0.087646,0.098145,1.042480
-0.041748,0.166504,0.987793
-0.093262,0.107666,0.967773
-0.114746,0.102051,1.034424
-0.036865,0.130615,1.020264
-0.008545,0.194092,1.024658
-0.025146,0.166260,0.992432
-0.034912,0.137451,1.001709
0.013184,0.126953,1.027100
0.023438,0.154785,1.030518
-0.068848,0.217529,1.011475
-0.080322,0.193115,0.994873
0.021484,0.078857,0.978271
0.037354,0.128906,1.030029
-0.065918,0.229004,1.024658
-0.032471,0.133545,0.979248
-0.000732,0.097656,0.997803
-0.047852,0.152588,1.054932
-0.084229,0.095703,0.979004
-0.051270,0.154053,1.000732
-0.054443,0.189209,1.063477
0.014648,0.085205,1.047852
-0.069580,0.045898,1.002930
-0.065918,0.169922,1.044678
-0.024902,0.154297,1.029297
0.004150,0.185303,1.090820
-0.039063,0.102295,1.027344
-0.096924,0.059814,0.968262
-0.094482,0.127930,1.006348
-0.035156,0.123291,1.026367
-0.047852,0.164307,1.072998
-0.063721,0.113037,0.983643
-0.083008,0.130615,0.961914
0.018066,0.113770,0.999756
-0.020996,0.164063,1.046631
-0.001709,0.166992,1.038818
-0.055664,0.176758,0.997803
-0.064453,0.135742,0.989014
-0.047363,0.080322,0.965088
0.020752,0.066162,0.973877
-0.094482,0.111328,0.954590
-0.011719,0.052002,0.937988
-0.073242,0.134277,1.011475
-0.029297,0.052979,0.964600
-0.068115,0.121338,0.996826
0.009766,0.167969,1.034180
-0.052490,0.103760,0.987305
-0.056152,0.083496,1.021240
-0.026611,0.023438,0.987061
-0.102783,0.052246,0.985107
-0.097656,0.084717,0.999268
-0.059570,0.045898,1.008057
-0.036377,0.007813,1.019531
-0.062012,0.029053,1.003662
-0.025635,0.032959,0.984131
-0.061768,0.031982,0.977295
-0.060303,0.050049,1.014404
-0.013428,0.050537,1.030762
-0.067139,0.027344,0.945313
-0.064209,0.072510,0.975830
0.016846,0.014648,0.942627
-0.062744,0.066895,0.997070
-0.006836,0.045654,0.965820
-0.011475,0.056641,0.912354
-0.087158,0.024902,0.916748
-0.080566,0.076416,0.987549
0.074951,0.046143,0.952148
-0.093750,0.034424,0.924561
-0.088867,0.026855,0.927979
-0.013428,0.041016,0.953613
-0.025879,0.026367,0.976074
-0.088135,0.070557,0.984375
-0.047363,0.032227,0.952393
-0.045654,0.054688,0.966064
-0.022217,-0.022705,0.975586
-0.082031,0.046143,1.021729
-0.044434,0.055908,0.971924
-0.071777,0.064697,0.974609
-0.048584,0.035400,1.001953
-0.040283,-0.011963,0.982422
-0.123535,0.048584,0.969971
-0.075195,0.021973,0.964355
-0.015381,0.045898,1.002686
-0.058350,0.091553,1.027588
-0.069824,0.020508,0.963135
-0.019043,0.041260,0.994141
-0.044434,-0.027344,0.910400
-0.056885,0.031006,0.997559
-0.065430,0.096191,1.012939
0.025391,0.077148,0.998779
-0.045654,0.089600,0.975830
0.025635,0.031982,0.966553
-0.007568,0.078125,0.989258
0.006836,0.033203,0.937500
-0.080811,0.068604,0.954590
-0.058350,-0.000732,0.912598
-0.022949,0.092285,0.973145
-0.027100,0.119385,0.964844
-0.012451,0.059326,0.965332
-0.041748,0.109131,1.010498
-0.059082,0.137695,1.003174
-0.062744,0.080078,0.974121
-0.001221,0.070068,0.993652
-0.038818,0.151367,1.011719
-0.070313,0.103027,0.979248
-0.049316,0.070068,1.019287
-0.027832,0.080078,1.026855
-0.131348,0.105225,0.970703
-0.111084,0.033691,0.985840
-0.037598,0.067627,1.030029
-0.003906,0.105713,1.014404
-0.112061,0.098145,1.011475
-0.107666,0.030518,0.990479
-0.080322,0.107178,1.031494
0.010010,0.131348,1.048096
-0.058105,0.083740,0.999756
-0.062988,0.088135,1.006836
0.010010,0.049316,0.986328
-0.029541,0.057861,1.015869
-0.067871,0.108643,1.013184
-0.088623,0.092285,0.970459
-0.043701,0.099609,1.002686
0.027832,0.139404,1.031982
-0.062500,0.123779,0.971191
-0.084717,0.063477,0.929688
0.013184,0.129639,1.006104
0.063721,0.112549,1.001953
-0.116455,0.100342,0.981689
-0.057129,0.130859,0.965576
0.027100,0.144531,0.979736
-0.025146,0.080566,0.991211
-0.071289,0.106201,1.000732
0.014648,0.205322,1.012207
0.002441,0.119873,0.972900
-0.103760,0.027588,0.995850
-0.053955,0.110352,1.037109
0.015869,0.131104,0.990967
-0.121582,0.145996,1.014648
-0.000977,0.084473,1.050049
0.052734,0.127197,1.033203
-0.072998,0.096680,0.979980
-0.089355,0.136963,1.044189
0.020264,0.133057,1.036377
-0.005615,0.160645,1.050537
-0.088379,0.095703,0.993164
-0.072021,0.093506,1.001709
-0.111816,0.143799,1.009521
-0.097168,0.129150,1.044434
-0.123779,0.143799,1.020752
0.012451,0.089111,0.983154
-0.088135,0.143066,0.987793
-0.079834,0.142822,1.029541
-0.016357,0.134277,1.032715
0.023682,0.122314,1.004883
-0.111816,0.136719,0.968994
-0.081787,0.093750,0.954834
0.016113,0.101563,1.017334
0.005615,0.084961,0.989502
-0.074951,0.121094,0.968994
-0.060059,0.102295,0.936035
-0.005615,0.103271,0.996338
-0.016113,0.112061,1.004395
-0.058838,0.140869,0.999512
-0.041992,0.132324,1.002441
-0.002686,0.114502,1.009277
-0.065430,0.102783,1.035889
-0.079102,0.120361,1.042725
-0.032959,0.118164,1.005859
-0.044922,0.076416,0.985352
-0.064941,0.031006,0.994629
-0.060303,0.074707,1.029541
-0.027832,0.041992,0.975586
-0.073486,0.058105,0.980225
-0.070313,0.082520,1.018555
-0.030762,0.083008,1.052246
-0.001953,0.033203,0.967285
-0.060303,0.097412,0.985352
-0.065918,0.067627,1.004883
-0.035400,0.043213,0.987793
-0.070068,0.063721,0.956055
-0.068359,0.080322,0.967041
-0.043457,0.074707,0.976563
-0.119873,0.142578,1.025635
-0.041992,0.015869,0.954102
-0.090088,0.087158,0.975830
-0.097168,0.124512,0.968506
-0.030518,0.105225,0.974121
-0.000244,0.088623,1.003418
-0.056641,0.079346,0.954102
-0.031250,0.138428,0.997314
-0.037354,0.058350,0.955566
-0.071045,-0.018555,0.911133
-0.056885,0.033936,0.946045
-0.071045,0.060791,0.962402
-0.064697,0.103516,1.013184
-0.016113,0.085205,0.993652
-0.034424,0.080078,1.014160
-0.026855,0.074463,1.016846
0.012451,0.068848,0.974121
-0.014404,0.095703,0.988525
-0.013916,0.070557,1.017334
-0.021973,0.005859,0.982178
-0.054688,0.028320,0.969238
-0.068359,0.068115,0.983398
-0.055176,0.042236,0.966309
-0.063721,0.009277,0.959473
-0.036133,0.018799,0.970459
-0.041748,0.115723,1.000244
-0.034424,0.104492,0.985840
-0.022217,0.050537,0.998535
-0.017578,0.040771,0.972900
-0.089844,0.081299,0.956543
-0.017578,0.078125,0.956787
-0.026367,0.051514,0.979980
-0.010498,0.076172,1.011719
-0.028076,0.084961,0.957275
-0.054199,0.089355,0.945313
-0.029053,0.065186,0.971680
-0.009521,0.069580,0.996582
-0.026123,0.103271,0.989014
-0.038330,0.145752,0.973633
-0.043213,0.136230,1.016846
-0.043457,0.075928,0.997803
-0.045898,0.091553,1.008789
-0.066895,0.108154,0.962158
-0.054932,0.147461,1.028564
-0.069336,0.080566,1.002930
-0.010986,0.087891,1.051270
0.028076,0.092041,1.018311
-0.096924,0.120605,0.991455
-0.075928,0.094238,1.025879
0.040527,0.001953,1.016846
-0.021484,0.086670,1.038574
-0.130615,0.112061,0.982178
-0.024414,0.036133,0.988525
-0.054932,0.065186,1.020020
-0.056641,0.066650,1.008057
0.006836,0.121338,1.001709
-0.067139,0.083496,0.928223
-0.116943,0.060303,0.979248
0.067871,0.097412,1.045166
0.038330,0.132080,0.984375
-0.113037,0.083008,0.917480
-0.045166,0.060791,0.956055
0.012451,0.105225,1.011475
-0.038818,0.090576,1.003174
-0.002197,0.088135,0.963379
-0.049561,0.116211,0.943115
-0.086182,0.120605,1.014160
0.021729,0.103516,1.036133
-0.025391,0.100342,0.972656
-0.155273,0.089111,0.939941
0.005615,0.050537,1.000732
-0.007080,0.064941,1.021484
-0.051025,0.055420,1.004883
-0.047119,0.071289,0.971680
-0.069092,0.062012,0.978516
-0.059082,0.084717,1.050781
-0.046387,0.066406,1.022461
-0.091064,0.089600,1.008545
-0.073486,0.083252,0.980225
-0.037354,0.070801,1.039063
-0.082520,0.096191,1.057129
-0.059326,0.022461,0.966064
-0.073486,0.080811,0.977783
-0.032959,0.097900,1.009277
-0.080322,0.058838,0.997070
-0.042480,0.069336,1.014160
-0.064453,0.124512,1.006348
-0.017578,0.122314,0.966797
0.016113,0.087402,0.985352
-0.103271,0.070068,0.976563
-0.048340,0.061768,0.966797
-0.019287,0.121826,0.973389
0.025146,0.105957,1.000000
-0.078369,0.098145,0.959961
-0.038818,0.161865,1.022461
0.023926,0.121094,1.008789
-0.016846,0.073242,0.971436
-0.048828,0.128418,0.994873
0.013428,0.105957,0.986328
-0.020020,0.070068,0.987793
-0.053955,0.066895,1.003174
-0.074219,0.101318,0.992188
-0.039307,0.150146,1.023926
-0.029297,0.072510,1.019287
-0.061523,-0.002930,0.983398
-0.077637,0.080078,1.005127
-0.073242,0.114258,1.036865
-0.031982,0.064209,1.034912
-0.029053,0.052002,1.020264
-0.043457,0.093018,1.026367
-0.025635,0.094971,1.033936
