I0,I1,I2
-0.026855,0.140625,0.996338
-0.046875,0.025879,0.937500
-0.199219,0.037354,0.944824
-0.101807,0.091797,0.945557
0.028564,0.141846,1.000244
-0.012939,0.156006,1.038330
-0.040771,0.104492,1.005615
-0.014160,0.120117,1.048584
-0.101807,0.087402,0.999023
-0.061035,0.051270,0.987549
-0.103516,0.060547,1.000000
-0.118652,0.087402,1.043701
0.014404,0.073242,1.001953
-0.002686,0.066162,1.026123
-0.110840,0.043945,1.037109
-0.020020,0.092773,1.073730
-0.018555,0.118408,1.103271
-0.022705,0.110596,1.062256
-0.062744,0.047363,1.036621
-0.046875,0.083252,1.098389
-0.062500,0.098145,1.105225
-0.076172,0.085205,1.060059
-0.115967,0.088135,1.067627
-0.085205,0.096436,1.068848
0.012451,0.168945,1.111328
0.033203,0.148438,1.087158
-0.068115,0.083984,1.028564
-0.075928,0.155273,1.089355
0.071777,0.188965,1.097168
0.047363,0.192871,1.100586
-0.084717,0.087646,1.026123
-0.053955,0.202148,1.108398
0.068604,0.195068,1.090820
-0.063232,0.157715,1.078369
-0.138184,0.116455,1.062500
-0.006348,0.213623,1.143066
0.071533,0.252686,1.144775
-0.013184,0.205322,1.108398
-0.062500,0.156006,1.115479
-0.062500,0.171387,1.123047
-0.061523,0.210449,1.126953
-0.071533,0.225586,1.162354
-0.037354,0.171143,1.131348
-0.040283,0.145752,1.130127
-0.113525,0.180664,1.142822
-0.103760,0.184814,1.180176
-0.009033,0.100342,1.085693
-0.120361,0.167236,1.146729
-0.201172,0.161133,1.155273
-0.017578,0.173828,1.157227
0.040283,0.206787,1.141113
-0.059814,0.132324,1.118408
-0.167480,0.156738,1.144287
-0.065918,0.169434,1.142578
0.017822,0.245605,1.159180
0.045410,0.168945,1.109131
-0.125977,0.199219,1.133301
-0.144287,0.110840,1.077881
-0.067871,0.210449,1.115479
0.102295,0.213867,1.072510
0.023682,0.155762,1.074463
-0.094238,0.119629,1.051025
-0.080566,0.205078,1.124512
0.035889,0.200195,1.079834
0.037354,0.204834,1.085693
0.023682,0.192627,1.110107
0.038330,0.171387,1.125977
-0.068115,0.185059,1.128906
-0.073242,0.145996,1.111084
0.006836,0.150879,1.117676
-0.061523,0.109619,1.111816
-0.066162,0.091309,1.097900
0.043213,0.135498,1.102783
0.078613,0.104492,1.098877
-0.045410,0.084229,1.082520
-0.034668,0.044678,1.070068
0.040527,0.060303,1.075928
0.013428,0.095947,1.069336
-0.052246,0.088379,1.053223
-0.001953,0.095459,1.081787
0.028076,0.125000,1.081299
0.036621,0.152832,1.060303
0.038330,0.090820,1.017578
-0.015869,0.113037,1.040039
-0.071045,0.101807,1.020264
-0.019775,0.098877,0.999268
0.027100,0.149170,1.004883
-0.064209,0.093018,0.958740
-0.110107,0.140381,1.010254
0.000000,0.126465,0.989014
0.047119,0.117432,0.984863
-0.028809,0.109375,0.960938
-0.090820,0.100342,0.958740
-0.048340,0.120605,1.004883
-0.013672,0.121094,1.017822
-0.058838,0.115479,0.972168
-0.085693,0.064453,0.968750
-0.073242,0.069824,1.009766
0.051270,0.108887,1.026123
0.002441,0.102539,0.974609
-0.182373,0.045654,0.954834
-0.138184,0.082520,1.031738
0.091553,0.136230,1.034180
0.032715,0.098389,0.981201
-0.156250,0.017822,0.919189
-0.140381,0.037109,0.955811
-0.061768,0.080566,0.983643
0.029785,0.181396,0.950928
0.064453,0.130127,0.957520
-0.042236,0.044189,0.943115
-0.106934,0.101318,0.948242
0.001953,0.144043,0.898438
0.058350,0.104492,0.883789
0.020752,0.080566,0.927734
0.001221,0.071289,0.926514
-0.059326,0.084717,0.861572
0.002930,0.163086,0.887695
0.036133,0.067627,0.922119
-0.040039,0.094482,0.937744
-0.011963,0.125488,0.884766
0.071045,0.166504,0.914307
0.053955,0.120605,0.924561
-0.074219,0.041504,0.892334
-0.041992,0.137695,0.919189
0.124756,0.135986,0.908447
0.043701,0.091064,0.935059
-0.053711,0.023682,0.875244
-0.039063,0.123291,0.911133
0.055420,0.116943,0.916504
-0.018799,0.037842,0.885498
-0.050537,0.062744,0.905273
-0.000488,0.139648,0.909180
0.063232,0.110840,0.914795
-0.049561,0.045654,0.886475
-0.094727,0.027344,0.856934
-0.050781,0.117676,0.889404
0.060547,0.141846,0.924805
-0.029541,0.076172,0.867920
-0.092285,0.040527,0.863037
-0.018311,0.101807,0.876953
0.071045,0.124268,0.870850
0.014160,0.034912,0.804932
-0.045654,0.026611,0.837158
-0.039551,0.128174,0.873047
0.073242,0.139404,0.871094
0.024658,0.107178,0.877686
-0.060791,0.040283,0.838379
-0.102783,0.078369,0.817383
0.031494,0.061035,0.830078
-0.005127,0.068604,0.863037
-0.062500,0.033203,0.852783
-0.078369,0.077148,0.862305
0.109863,0.089844,0.885986
-0.009033,0.046875,0.834717
-0.087891,0.003906,0.843262
-0.127930,0.085938,0.925293
-0.007080,0.112549,0.909912
0.005615,0.107178,0.862793
0.028320,0.011230,0.857666
-0.065918,0.061768,0.924316
-0.118408,0.084961,0.881592
-0.041748,0.067383,0.867676
0.058350,0.070557,0.922119
0.017578,0.068115,0.884033
-0.079102,0.089355,0.871582
-0.013672,0.092041,0.865234
0.092285,0.078857,0.896973
0.028564,0.077881,0.876953
-0.073730,0.055420,0.822510
-0.068115,0.063232,0.870361
0.000244,0.070313,0.856201
0.018555,0.132813,0.933105
-0.042969,0.110596,0.906494
-0.000977,0.093018,0.876709
0.010742,0.042725,0.846680
-0.075928,0.022461,0.897949
-0.065918,0.054932,0.880615
0.053955,0.160156,0.909912
0.071045,0.067139,0.885254
-0.104492,0.008057,0.911865
-0.077637,0.093262,0.927734
0.045410,0.158936,0.925537
0.001465,0.062012,0.920410
-0.143066,-0.004395,0.906982
-0.033691,0.028564,0.919678
0.027344,0.109863,0.911377
0.010742,0.057861,0.913574
-0.124512,0.008545,0.944336
-0.108154,0.045654,0.926514
0.078369,0.101563,0.923584
0.035400,0.049561,0.905762
-0.118652,0.027588,0.948486
-0.099609,0.114502,0.978516
0.065430,0.136230,0.963867
-0.005127,0.124756,0.980957
-0.159180,0.042725,0.940918
-0.124512,0.116211,0.981445
0.002686,0.128662,0.971191
-0.012207,0.119629,0.969727
-0.096924,0.074463,0.921875
-0.128662,0.111084,0.985596
0.012451,0.153076,1.014648
0.034668,0.182617,0.987061
-0.063721,0.140869,0.967773
0.005615,0.116211,1.059814
-0.062500,0.117920,1.041748
-0.104736,0.153564,1.004883
-0.070313,0.108398,1.018799
-0.014893,0.086914,1.071777
-0.062256,0.056152,1.043213
-0.113770,0.105957,1.043945
-0.007080,0.138428,1.069580
0.054932,0.092285,1.052734
0.009277,0.083984,1.080566
-0.047607,0.075684,1.058838
-0.118408,0.118408,1.062500
-0.090576,0.125244,1.055664
0.013672,0.080811,1.076904
0.004395,0.145752,1.110352
-0.061279,0.119629,1.039063
-0.097168,0.028076,1.016602
-0.110352,0.091309,1.088867
-0.029541,0.162842,1.081787
0.049072,0.188721,1.065186
0.042480,0.147461,1.062500
-0.048096,0.129150,1.086182
-0.043457,0.177490,1.085449
0.068115,0.194824,1.054199
0.026855,0.150391,1.063965
-0.076660,0.098877,1.069824
-0.076660,0.169434,1.093994
-0.023438,0.204834,1.111328
0.016357,0.200195,1.128174
0.011719,0.083984,1.038818
-0.107910,0.160156,1.105469
-0.024170,0.178711,1.134521
-0.007324,0.202881,1.129639
0.056152,0.210205,1.161133
-0.031250,0.113770,1.108398
-0.134033,0.094727,1.127441
-0.088867,0.201904,1.185059
0.056396,0.230957,1.201660
-0.055908,0.189453,1.187012
-0.151611,0.121094,1.143311
-0.053711,0.173584,1.177246
0.013428,0.219238,1.172363
-0.061768,0.208496,1.147217
-0.062012,0.189941,1.154541
-0.009766,0.177002,1.156006
0.004395,0.217773,1.171631
-0.067383,0.184326,1.095947
-0.107422,0.177734,1.099854
-0.120605,0.175537,1.114502
-0.074219,0.243652,1.162842
-0.013184,0.269287,1.109131
-0.011719,0.203613,1.102783
-0.041260,0.203613,1.152100
-0.029541,0.213379,1.131104
-0.039307,0.234619,1.090332
-0.027588,0.228760,1.118164
-0.055908,0.172363,1.128174
-0.070801,0.206055,1.150391
0.020508,0.207764,1.098389
-0.025146,0.203857,1.085938
-0.071777,0.129639,1.095215
-0.036621,0.120361,1.110352
0.021729,0.208496,1.140137
0.064697,0.230469,1.108154
-0.002441,0.133057,1.108154
-0.127930,0.146240,1.183105
-0.018799,0.142822,1.109375
0.025879,0.151855,1.075684
-0.042725,0.108643,1.115234
-0.067871,0.104004,1.136719
0.003906,0.199219,1.169434
0.029297,0.159424,1.105469
-0.056152,0.131348,1.077881
-0.023193,0.158691,1.120850
0.013428,0.081055,1.036133
-0.016846,0.152588,1.070801
-0.029053,0.171387,1.058838
0.052490,0.150635,1.041992
0.034180,0.140625,1.036621
-0.050293,0.121338,1.019287
-0.074951,0.103516,1.001465
-0.018066,0.158203,1.004150
-0.021973,0.199463,1.018555
0.014404,0.167236,1.046631
0.017334,0.093750,0.964600
-0.058350,0.135742,0.970703
-0.052734,0.158691,0.982422
0.027100,0.140381,1.016846
-0.033936,0.166260,1.040527
-0.107910,0.152344,1.000488
-0.021484,0.129150,0.992676
0.043457,0.124512,1.010498
-0.051025,0.125488,1.028320
-0.052979,0.107666,0.995850
-0.081299,0.105469,0.997314
-0.099365,0.130615,1.007568
0.003174,0.099365,0.992676
-0.002930,0.139893,1.028809
-0.122559,0.107178,0.982422
-0.057617,0.032471,0.941406
-0.121826,0.130859,0.970703
-0.038818,0.193848,1.024414
0.109619,0.137695,0.984131
0.034180,0.116943,0.971680
-0.195313,0.073975,0.867676
-0.057373,0.111328,0.905762
0.126953,0.103516,0.917725
0.007813,0.061768,0.862793
-0.140625,0.115967,0.830322
0.070557,0.167969,0.971436
-0.001465,0.168457,0.947998
-0.025635,0.155518,0.876465
-0.073242,0.147217,0.872314
0.094482,0.032471,0.833984
0.031738,0.099609,0.885498
-0.041504,0.060059,0.882568
-0.013184,0.170898,0.897949
0.045410,0.075684,0.887695
-0.028564,0.034912,0.925293
-0.033936,0.043945,0.904053
-0.038086,0.121582,0.885010
0.057617,0.088867,0.882080
0.040771,0.062500,0.923096
0.012451,0.097412,0.938965
-0.010254,0.036377,0.831543
-0.042480,0.038330,0.839600
-0.070313,0.022217,0.839111
-0.077393,0.033936,0.862305
-0.006348,0.058105,0.859131
0.030273,0.074707,0.829102
-0.055176,0.049561,0.839111
-0.072266,0.049805,0.846924
0.024902,0.114014,0.869629
0.022949,0.134766,0.880371
0.007080,0.076904,0.850830
0.010010,0.112305,0.862061
-0.014404,0.121094,0.843262
0.035645,0.101807,0.860840
0.026855,0.085449,0.839844
-0.058594,0.074219,0.798340
-0.067383,0.171875,0.883301
0.096436,0.113770,0.866455
0.034180,0.083740,0.825684
-0.132080,0.099365,0.825439
-0.050537,0.132568,0.885254
0.133301,0.117432,0.903076
-0.000732,0.071533,0.833252
-0.104004,0.003418,0.801025
-0.073730,0.131348,0.880127
0.005859,0.124512,0.929199
-0.031982,0.051758,0.867676
-0.004395,0.075195,0.862305
-0.062012,0.095459,0.861816
-0.026611,0.030273,0.874023
-0.009277,0.094727,0.908936
