I0,I1,I2
0.003662,0.088867,0.988037
-0.009277,0.052246,0.969238
-0.022705,0.110596,1.019531
0.021729,0.094971,0.994629
0.006836,0.106201,0.971680
-0.020752,0.118896,0.978760
-0.056885,0.180176,1.076172
-0.043945,0.121826,1.008545
-0.038330,0.135010,0.993408
0.062500,0.210449,1.054199
-0.001709,0.173828,0.998535
-0.107666,0.111328,0.986572
0.029053,0.096924,0.998779
0.007568,0.155518,0.984131
-0.074219,0.157227,0.984619
-0.097656,0.134277,0.990234
0.054932,0.131348,0.999756
-0.019287,0.231689,1.015137
-0.045166,0.179443,1.008789
-0.005615,0.077393,0.971924
-0.021240,0.045898,0.924805
-0.057373,0.100342,0.957764
0.002686,0.131836,0.995361
-0.013184,0.154785,1.012695
-0.022705,0.140869,1.033691
-0.055908,0.075684,0.974854
-0.035645,0.112549,0.996094
0.010498,0.151123,1.043701
0.020264,0.143311,0.997559
-0.067871,0.103271,0.956543
-0.048340,0.024902,0.951904
-0.041748,0.041992,1.013672
0.018555,0.007080,0.956543
-0.067383,0.119385,0.976318
-0.057373,0.136230,1.006836
-0.001709,0.072021,1.016357
-0.025391,0.020264,0.956055
-0.039795,0.044434,0.937988
-0.025635,0.121582,0.996582
0.002197,0.072998,0.984863
-0.035156,0.111084,1.008545
-0.016846,0.100586,1.004883
-0.025146,0.100342,1.006348
-0.094482,0.079102,0.972900
-0.099121,0.083740,1.003418
0.026367,0.108887,1.038330
0.052734,0.128418,0.985352
-0.040039,0.178955,0.979736
-0.035400,0.096680,0.982422
0.012207,0.125000,1.049561
0.045166,0.182861,1.062500
0.025146,0.182861,0.980713
0.019775,0.162354,0.955322
0.010742,0.095947,0.983398
0.018555,0.086182,1.025391
-0.013672,0.072021,0.954590
-0.090820,0.121582,0.964844
-0.031982,0.134033,1.010010
0.084961,0.125244,1.010742
-0.026123,0.146973,0.972168
-0.109863,0.067139,0.946045
-0.059082,0.071045,1.018311
0.070557,0.114746,1.037109
-0.071533,0.159668,0.995850
-0.103516,0.111816,0.991455
0.005859,0.057373,0.996826
0.026367,0.040527,0.968506
-0.048340,0.065674,0.994873
-0.028809,0.074707,1.002197
-0.067383,0.101318,0.983887
-0.026367,0.106445,1.021240
-0.013916,0.183350,1.081543
-0.003662,0.104492,0.961914
-0.126709,0.074951,0.941650
-0.069824,0.075684,1.056152
0.018799,0.073242,1.042480
-0.077148,0.180908,1.004395
-0.044922,0.142822,0.959473
-0.048828,0.118164,1.016602
-0.022217,0.012939,0.981934
-0.029053,0.073975,0.952148
-0.056885,0.156250,0.944336
-0.063232,0.115723,0.950684
-0.017822,0.149170,1.021729
-0.014893,0.126953,0.980957
-0.031982,0.135498,0.986328
-0.071045,0.091064,0.943359
-0.018555,0.063721,0.956055
0.005859,0.156006,1.031006
-0.040771,0.113770,0.979248
-0.046631,0.166748,1.020996
-0.013672,0.144531,1.015869
-0.015381,0.178467,1.049561
0.003662,0.137207,1.030762
-0.007324,0.158691,1.020264
0.007568,0.101318,0.960449
-0.029541,0.087158,0.965088
-0.086426,0.187500,1.099121
-0.025879,0.041016,1.006836
-0.029053,0.097168,0.951416
0.019775,0.138916,0.996582
-0.017334,0.152588,1.017090
-0.039551,0.096924,1.041992
-0.038574,0.102295,1.025146
-0.054932,0.167480,1.000244
-0.016846,0.140869,0.996094
0.059326,0.081299,1.001221
-0.039551,0.071533,0.958984
-0.135986,0.081543,0.978760
0.000000,0.077148,0.993164
0.014404,0.094482,0.973145
0.015869,0.132568,1.000244
-0.046631,0.128662,0.977295
-0.018066,0.112549,0.988037
-0.010986,0.131348,1.005371
0.007324,0.140381,1.024658
0.023682,0.080322,0.921387
-0.040039,0.103760,0.936035
-0.029541,0.042480,0.951172
-0.027832,0.100098,1.022217
0.019775,0.067627,0.951904
-0.041504,0.150635,0.985352
-0.056152,0.182129,1.026123
0.035400,0.069824,0.962158
0.018799,0.115967,0.982178
-0.004639,0.149170,0.992676
-0.039551,0.165283,1.004639
-0.012451,0.079590,0.963135
-0.028076,0.157715,1.039795
0.011475,0.098633,0.973877
-0.115967,0.078857,0.935303
-0.099365,0.092285,1.025146
0.003174,0.107178,1.019775
0.034180,0.198975,1.017334
0.009033,0.147217,0.981201
-0.056641,0.058594,0.964355
-0.078613,0.047363,0.989258
-0.031738,0.113770,1.034180
0.009033,0.163086,1.026123
-0.069824,0.122070,0.973877
-0.020020,0.091553,1.000977
-0.022461,0.051270,0.965332
-0.066650,0.139893,1.025635
-0.077148,0.001465,0.929199
-0.104004,0.030029,0.932861
-0.023682,0.113525,0.999512
0.016846,0.179443,1.034912
-0.008789,0.144775,0.983398
-0.031738,0.129883,0.972168
-0.002686,0.099365,0.980957
-0.055420,0.106934,0.992188
-0.053711,0.123291,1.004639
-0.037109,0.137939,1.012451
-0.028076,0.126465,0.974365
-0.039063,0.148438,1.002197
-0.021484,0.149414,1.012451
-0.012451,0.155518,1.020996
0.010742,0.135254,0.988525
-0.055176,0.123779,0.970215
-0.027588,0.111084,0.982666
0.012939,0.132568,0.990967
-0.016602,0.164551,0.995850
-0.066650,0.084473,0.941650
-0.093018,0.064209,0.968750
0.054932,0.148682,1.014160
-0.064941,0.223389,1.026123
-0.070313,0.076416,0.972168
-0.055176,0.075684,0.976563
-0.005615,0.147949,1.029297
0.003662,0.175293,1.022217
-0.034424,0.159424,1.014648
-0.011963,0.067627,0.965088
-0.070313,0.125977,1.012207
-0.035400,0.136475,1.037842
-0.030273,0.143799,1.027832
-0.030273,0.126465,0.992676
-0.043945,0.144043,1.004639
-0.050781,0.131348,1.020752
-0.015381,0.110352,1.047607
-0.007568,0.157959,1.043213
-0.021240,0.181641,1.008301
-0.059570,0.181152,1.028564
-0.003174,0.091064,1.026611
-0.048828,0.158691,1.041504
-0.036621,0.182373,1.015625
-0.017822,0.120605,0.963135
-0.057861,0.184082,1.039063
-0.061279,0.114502,1.008057
-0.041016,0.128418,0.977051
-0.049316,0.216064,1.002930
-0.039307,0.102051,0.936279
-0.069580,0.134033,1.013428
-0.052002,0.129883,1.014160
-0.004883,0.163818,0.999268
-0.047119,0.146729,0.982666
-0.050293,0.205566,1.048096
-0.016846,0.096924,0.968994
-0.068359,0.139160,0.989990
-0.088135,0.147217,1.009033
-0.021240,0.086426,1.008789
-0.001709,0.126465,1.007324
-0.122803,0.172607,0.989258
-0.036133,0.123291,1.012939
0.031982,0.109619,1.016846
-0.020508,0.118164,0.987061
-0.095703,0.145020,1.007080
-0.027344,0.101563,0.998291
-0.001221,0.120117,1.009521
-0.030762,0.117188,1.007813
-0.003906,0.072510,0.978271
-0.075195,0.062256,0.948975
-0.063477,0.077881,1.001465
-0.023926,0.076660,1.001465
-0.042236,0.125977,1.002441
-0.072510,0.110596,0.989746
-0.025635,0.125000,1.004639
-0.022949,0.171387,1.063721
0.006348,0.048096,0.969971
-0.042969,0.120850,0.998535
-0.078613,0.017090,0.893066
-0.041992,0.035645,0.963135
-0.016113,0.033447,0.961426
-0.104980,0.018555,0.898926
-0.062988,0.072021,0.949707
-0.030029,0.109863,1.019531
-0.040039,0.076172,0.983154
0.007813,0.101074,0.957764
-0.068848,0.122559,0.955078
-0.052002,-0.029785,0.920166
-0.088379,0.096924,1.015625
0.004639,0.064209,0.934814
-0.071777,0.111572,0.968506
-0.058350,-0.026611,0.915771
-0.050293,0.047119,0.960693
-0.027588,0.118896,0.995117
-0.022461,0.021973,0.914063
-0.069824,0.032959,0.925781
-0.052002,0.046143,0.951172
-0.002930,0.098145,1.000244
0.005615,0.098877,0.983154
-0.137207,0.034668,0.932373
-0.096924,-0.000244,0.960205
-0.111084,0.022217,1.024902
-0.009033,0.106689,1.011475
-0.022949,0.156006,0.975586
0.026367,0.067871,0.961182
-0.054443,0.046143,1.012695
-0.016113,0.054932,1.024170
0.013672,0.097412,0.962402
-0.078125,0.101074,0.939209
-0.061523,0.071289,1.007568
0.005127,0.083740,1.013916
-0.059326,0.149658,1.009521
-0.035400,0.063232,0.967285
-0.062012,0.105713,1.019775
-0.034180,0.110352,1.010010
-0.029541,0.119873,1.003662
0.010010,0.111572,0.963867
-0.035400,0.106445,0.965820
-0.081055,0.137207,1.011963
0.018555,0.093994,0.987549
-0.040527,0.173340,1.006104
-0.023438,0.114990,0.980713
-0.010010,0.101807,0.957031
-0.050293,0.131104,0.980713
-0.067627,0.028076,0.959961
-0.040039,0.090332,0.979004
-0.062500,0.185059,0.993896
-0.021973,0.136963,0.996826
-0.025391,0.095947,1.013672
-0.013428,0.109131,0.982422
-0.016846,0.171387,0.997314
-0.014160,0.145996,1.009033
-0.030518,0.095703,1.021729
-0.060303,0.092773,0.994141
-0.008301,0.160156,1.018066
-0.012695,0.205566,1.043213
0.003418,0.151855,1.020996
-0.036133,0.148193,1.042725
-0.071533,0.123535,1.013916
-0.072021,0.078369,0.979248
0.043213,0.145752,1.034424
-0.015625,0.194092,1.017334
-0.099854,0.148438,1.004395
-0.046387,0.129395,1.042236
0.017334,0.184326,1.038086
-0.038818,0.211426,1.025635
-0.000732,0.108398,0.987061
-0.049316,0.151611,1.011719
-0.076660,0.114746,0.991943
-0.070313,0.118164,1.015381
0.006836,0.139648,0.983398
-0.026855,0.191650,0.991699
-0.031738,0.134766,0.994141
0.007568,0.101074,0.999756
-0.026367,0.144775,0.979736
-0.077393,0.185547,1.001709
-0.051514,0.151367,1.025391
-0.047119,0.111328,0.999756
-0.057617,0.135254,0.979980
-0.105713,0.135742,1.016357
0.038330,0.037842,0.991943
-0.063232,0.153320,1.023438
-0.079834,0.091309,0.983154
-0.015381,0.104980,1.027832
-0.009277,0.209229,1.048584
-0.046875,0.171143,1.010254
0.007813,0.054443,0.977051
