10:17:23.881],-44,-8,-1630
10:17:23.891],-44,-9,-1630
10:17:23.902],-43,-8,-1629
10:17:23.913],-42,-8,-1629
10:17:23.924],-40,-7,-1629
10:17:23.935],-40,-7,-1628
10:17:23.946],-38,-6,-1628
10:17:23.957],-37,-5,-1629
10:17:23.968],-37,-5,-1629
10:17:23.979],-37,-4,-1629
10:17:23.990],-37,-4,-1629
10:17:24.001],-37,-4,-1629
10:17:24.012],-38,-4,-1628
10:17:24.029],-39,-4,-1627
10:17:24.034],-39,-4,-1627
10:17:24.045],-41,-4,-1627
10:17:24.056],-41,-5,-1628
10:17:24.067],-41,-5,-1628
10:17:24.078],-41,-6,-1627
10:17:24.089],-41,-6,-1627
10:17:24.100],-41,-6,-1627
10:17:24.111],-41,-7,-1627
10:17:24.122],-41,-8,-1627
10:17:24.133],-41,-9,-1627
10:17:24.144],-41,-10,-1628
10:17:24.155],-41,-10,-1628
10:17:24.166],-41,-11,-1629
10:17:24.177],-40,-11,-1630
10:17:24.188],-40,-12,-1631
10:17:24.199],-39,-12,-1631
10:17:24.210],-38,-12,-1632
10:17:24.221],-39,-11,-1633
10:17:24.232],-39,-11,-1633
10:17:24.243],-38,-11,-1634
10:17:24.254],-38,-11,-1636
10:17:24.265],-39,-11,-1637
10:17:24.276],-40,-10,-1638
10:17:24.287],-41,-9,-1639
10:17:24.298],-42,-9,-1639
10:17:24.309],-42,-8,-1640
10:17:24.320],-42,-8,-1640
10:17:24.331],-42,-7,-1640
10:17:24.342],-40,-6,-1640
10:17:24.353],-40,-6,-1640
10:17:24.364],-40,-6,-1640
10:17:24.375],-39,-5,-1641
10:17:24.386],-38,-6,-1640
10:17:24.397],-37,-6,-1640
10:17:24.408],-36,-6,-1639
10:17:24.420],-36,-6,-1639
10:17:24.430],-36,-7,-1638
10:17:24.441],-36,-7,-1638
10:17:24.453],-36,-8,-1638
10:17:24.463],-36,-8,-1637
10:17:24.474],-37,-8,-1637
10:17:24.485],-37,-8,-1636
10:17:24.496],-37,-8,-1636
10:17:24.507],-38,-8,-1636
10:17:24.519],-37,-8,-1636
10:17:24.529],-37,-7,-1635
10:17:24.540],-36,-6,-1635
10:17:24.551],-35,-5,-1635
10:17:24.562],-36,-4,-1635
10:17:24.573],-36,-3,-1636
10:17:24.584],-36,-2,-1635
10:17:24.595],-36,-1,-1635
10:17:24.606],-36,-1,-1634
10:17:24.617],-36,-1,-1634
10:17:24.628],-36,-1,-1634
10:17:24.639],-37,-1,-1635
10:17:24.650],-37,-1,-1635
10:17:24.661],-37,-1,-1636
10:17:24.672],-37,-1,-1637
10:17:24.683],-36,0,-1637
10:17:24.695],-35,1,-1637
10:17:24.705],-34,3,-1638
10:17:24.716],-34,6,-1639
10:17:24.727],-33,8,-1640
10:17:24.738],-32,9,-1641
10:17:24.749],-32,9,-1641
10:17:24.762],-32,9,-1641
10:17:24.771],-31,9,-1641
10:17:24.782],-31,9,-1640
